125,1/1/2022,1,0.06, ,0, ,279, ,8.6, ,55.5, ,34.9, ,45.3, ,99, ,59, ,83, ,40.5, ,2.7, ,65.3, ,51.9, 
125,1/2/2022,2,0.06, ,0, ,308,R,7.1, ,59.3, ,31.1, ,42.6, ,100, ,37, ,77, ,35.8, ,3.1, ,74.1, ,50.9, 
125,1/3/2022,3,0.07, ,0, ,295, ,6.7, ,59.4, ,31.0, ,44.4, ,93, ,38, ,67, ,34.2, ,3.0, ,71.0, ,50.1, 
125,1/4/2022,4,0.06, ,0, ,268, ,8.5, ,61.2, ,33.7, ,46.2, ,99, ,52, ,80, ,40.5, ,2.9, ,69.6, ,49.9, 
125,1/5/2022,5,0.06, ,0, ,236, ,10.4, ,62.0, ,40.4, ,49.8, ,99, ,58, ,85, ,45.6, ,3.0, ,71.0, ,50.8, 
125,1/6/2022,6,0.06,E,0, ,212, ,11.0, ,60.9, ,42.2, ,51.6, ,99, ,66, ,85, ,47.2, ,3.1,H,73.9,H,51.3, 
125,1/7/2022,7,0.02, ,0, ,110, ,10.4, ,50.9, ,36.4, ,45.5, ,100, ,95, ,100, ,45.6, ,2.7, ,64.8, ,50.9, 
125,1/8/2022,8,0.03, ,0, ,154, ,11.6, ,57.5, ,42.6, ,50.5, ,100, ,73, ,93, ,48.4, ,2.3, ,54.5, ,51.5, 
125,1/9/2022,9,0.06, ,0.01, ,256, ,10.3, ,68.3, ,41.6, ,49.7, ,100, ,38, ,85, ,45.3, ,4.5, ,107.4, ,52.0, 
125,1/10/2022,10,0.06, ,0, ,261, ,9.8, ,60.2, ,36.9, ,46.0, ,100, ,68, ,93, ,44.1, ,3.2, ,76.5, ,51.9, 
125,1/11/2022,11,0.07, ,0.00, ,309, ,9.3, ,60.2, ,34.5, ,45.4, ,100, ,62, ,90, ,42.6, ,3.5, ,83.2, ,51.4, 
125,1/12/2022,12,0.06, ,0, ,259, ,9.7, ,63.2, ,34.4, ,47.0, ,100, ,57, ,88, ,43.7, ,2.9, ,69.8, ,51.0, 
125,1/13/2022,13,0.03, ,0, ,144, ,10.9, ,61.3, ,41.8, ,50.2, ,99, ,61, ,88, ,46.7, ,2.8, ,68.2, ,51.6, 
125,1/14/2022,14,0.07, ,0, ,288, ,10.1, ,61.1, ,36.2, ,47.8, ,99, ,64, ,89, ,44.7, ,3.1, ,73.2, ,51.7, 
125,1/15/2022,15,0.01, ,0.00, ,65, ,10.4, ,56.0, ,39.5, ,47.0, ,100, ,71, ,95, ,45.6, ,3.4, ,82.2, ,51.5, 
125,1/16/2022,16,0.07, ,0.00, ,297, ,11.1, ,65.1, ,41.2, ,52.7, ,100, ,49, ,82, ,47.2, ,2.5, ,59.9, ,52.1, 
125,1/17/2022,17,0.04, ,0.02, ,178, ,11.7, ,61.3, ,45.1, ,52.9, ,99, ,60, ,85, ,48.6, ,2.3, ,56.1, ,53.1, 
125,1/18/2022,18,0.07, ,0, ,307, ,11.1, ,64.4, ,41.2, ,52.7, ,100, ,58, ,82, ,47.2, ,3.3, ,78.9, ,53.6, 
125,1/19/2022,19,0.07, ,0, ,306, ,10.6, ,63.7, ,39.4, ,50.2, ,99, ,59, ,86, ,46.0, ,2.6, ,62.2, ,53.6, 
125,1/20/2022,20,0.07, ,0, ,316, ,10.3, ,64.2, ,36.1, ,49.3, ,100, ,59, ,86, ,45.4, ,2.7, ,66.0, ,53.2, 
125,1/21/2022,21,0.03, ,0, ,158, ,11.1, ,57.9, ,39.7, ,48.4, ,100, ,78, ,96, ,47.3, ,3.3, ,78.6, ,53.1, 
125,1/22/2022,22,0.08, ,0.00,H,340,R,8.8, ,62.3, ,35.9, ,47.3, ,99, ,48, ,79, ,41.1, ,3.7, ,88.0, ,52.7, 
125,1/23/2022,23,0.08, ,0, ,344,R,8.2, ,65.0, ,33.2, ,47.1, ,99, ,42, ,75, ,39.5, ,3.2, ,75.7, ,52.3, 
125,1/24/2022,24,0.08, ,0, ,350,R,7.5, ,63.9, ,30.9, ,46.9, ,97, ,38, ,69, ,37.1, ,3.0, ,73.1, ,51.9, 
125,1/25/2022,25,0.08, ,0, ,345, ,7.7, ,64.1, ,32.1, ,46.6, ,97, ,38, ,71, ,37.9, ,2.9, ,70.7, ,51.7, 
125,1/26/2022,26,0.09, ,0, ,360,R,7.2, ,69.8, ,32.7, ,49.3, ,98, ,24, ,60, ,36.2, ,3.1, ,75.4, ,51.5, 
125,1/27/2022,27,0.08, ,0, ,355,R,7.4, ,65.0, ,30.4, ,46.8, ,90, ,38, ,68, ,36.8, ,3.0, ,72.7, ,51.4, 
125,1/28/2022,28,0.23, ,0, ,304, ,3.2,Y,70.5, ,41.3, ,59.8, ,73, ,6, ,18,Y,16.8,Y,12.4,R,297.6,R,51.5, 
125,1/29/2022,29,0.06, ,0, ,179, ,6.5, ,56.8, ,32.6, ,45.9, ,88, ,24, ,62, ,33.5, ,3.2, ,75.8, ,51.3, 
125,1/30/2022,30,0.10, ,0, ,378,R,5.7, ,66.9, ,28.4, ,46.4, ,92, ,23, ,53, ,30.1, ,3.2, ,77.3, ,50.5, 
125,1/31/2022,31,0.07, ,0, ,241, ,7.2, ,60.3, ,30.2, ,45.9, ,91, ,39, ,68, ,36.0, ,2.7, ,65.5, ,50.5, 
