208,1/1/2022,1,0.08, ,0, ,307, ,4.3, ,65.2, ,40.2, ,53.3, ,56, ,13, ,31, ,23.5, ,3.4, ,81.0, ,44.7, 
208,1/2/2022,2,0.07, ,0, ,306, ,4.4, ,63.9, ,32.1, ,45.5, ,72, ,15, ,42, ,24.0, ,2.1, ,49.2, ,42.8, 
208,1/3/2022,3,0.07, ,0, ,308, ,4.7, ,64.8, ,31.5, ,47.0, ,71, ,14, ,43, ,25.8, ,1.9, ,45.4, ,41.2,Y
208,1/4/2022,4,0.07, ,0, ,290, ,6.5, ,--,S,34.9, ,51.2, ,72, ,22, ,50, ,33.4, ,2.0, ,47.2, ,40.4,Y
208,1/5/2022,5,0.08, ,0, ,295, ,8.2, ,74.4, ,45.3, ,58.4, ,73, ,21, ,49, ,39.4, ,2.3, ,54.5, ,40.5,Y
208,1/6/2022,6,0.08, ,0, ,293, ,9.3, ,87.8,Y,43.2, ,59.5, ,77, ,28, ,53, ,42.5, ,2.4, ,57.2, ,41.0,Y
208,1/7/2022,7,0.09, ,0.00, ,290, ,10.6, ,--,S,44.5, ,61.3, ,81, ,32, ,57, ,46.0, ,2.6, ,61.5, ,41.5,Y
208,1/8/2022,8,0.08, ,0, ,288, ,11.2, ,89.3,Y,50.3, ,62.8, ,80, ,29, ,57, ,47.5, ,2.4, ,57.1, ,42.2,Y
208,1/9/2022,9,0.09, ,0, ,310, ,7.8, ,96.2,R,49.7, ,61.4, ,77, ,16, ,42, ,38.0, ,2.5, ,59.4, ,42.7, 
208,1/10/2022,10,0.07, ,0, ,218, ,7.2, ,75.8, ,47.1, ,60.3, ,61, ,20, ,40, ,36.2, ,2.1, ,50.8, ,42.8,Y
208,1/11/2022,11,0.10, ,0, ,318, ,7.0, ,86.0, ,50.2, ,65.0, ,68, ,16, ,33, ,35.4, ,2.6, ,61.3, ,43.6, 
208,1/12/2022,12,0.07, ,0, ,225, ,7.6, ,73.4, ,42.9, ,57.6, ,67, ,19, ,47, ,37.6, ,2.1, ,49.7, ,43.1,Y
208,1/13/2022,13,0.06, ,0.00, ,207, ,10.5, ,89.0,Y,52.4, ,65.3, ,69, ,26, ,49, ,45.8, ,1.8, ,42.9, ,43.3,Y
208,1/14/2022,14,0.11, ,0, ,286, ,8.0, ,94.3,Y,57.5,Y,68.0, ,64, ,15, ,34, ,38.9, ,2.9, ,68.9, ,44.9, 
208,1/15/2022,15,0.06, ,0, ,157, ,10.6, ,--,S,56.2,Y,66.1,H,75,H,29,H,48, ,46.0, ,1.7, ,41.2, ,45.3, 
208,1/16/2022,16,0.08, ,0, ,245, ,11.3, ,--,S,54.0, ,66.2, ,78, ,25, ,51, ,47.7, ,1.8, ,42.0, ,45.2, 
208,1/17/2022,17,0.08, ,0, ,239, ,11.5, ,--,S,49.1, ,63.9,H,86,H,24,H,57, ,48.2, ,2.2, ,53.0, ,45.2, 
208,1/18/2022,18,0.09, ,0, ,308, ,12.3, ,76.6, ,57.2, ,65.5, ,80, ,37, ,57, ,50.1, ,3.2, ,76.4, ,45.9, 
208,1/19/2022,19,0.10, ,0.00, ,320, ,13.5,Y,--,S,57.5, ,69.5,Y,81, ,31, ,55,Y,52.6,Y,2.3, ,56.4, ,46.6, 
208,1/20/2022,20,0.11, ,0, ,337, ,8.7, ,96.7,Y,52.9, ,69.0, ,63, ,20, ,36, ,40.8, ,3.0, ,73.0, ,46.7, 
208,1/21/2022,21,0.12, ,0, ,265, ,5.8, ,77.3, ,63.2,Y,68.6, ,69, ,18, ,24, ,30.7, ,5.8,Y,138.8,Y,45.8, 
208,1/22/2022,22,0.17, ,0, ,301, ,5.1, ,70.8, ,56.2, ,65.9, ,32, ,19, ,23, ,27.4, ,6.6,Y,157.8,Y,46.0, 
208,1/23/2022,23,0.14, ,0, ,339, ,7.6, ,98.3,R,57.6, ,70.1,Y,56, ,23, ,30,Y,37.3,Y,4.0, ,96.6, ,45.5, 
208,1/24/2022,24,0.11, ,0, ,344, ,9.8, ,91.4,Y,54.0, ,68.6, ,68, ,20, ,41, ,44.0, ,2.6, ,61.4, ,45.1, 
208,1/25/2022,25,0.10, ,0, ,326, ,7.5, ,81.4, ,47.7, ,62.0, ,64, ,15, ,39, ,37.1, ,2.4, ,57.3, ,45.2, 
208,1/26/2022,26,0.10, ,0, ,343, ,6.3, ,--,S,46.6, ,59.7, ,77, ,15, ,36, ,32.8, ,2.5, ,59.0, ,44.3, 
208,1/27/2022,27,0.12, ,0, ,367,R,6.4, ,96.4,R,46.0, ,64.8, ,57, ,16, ,31, ,33.2, ,3.1, ,74.2, ,43.7, 
208,1/28/2022,28,0.09, ,0, ,335, ,3.6, ,73.1, ,47.4, ,59.7, ,51, ,11, ,21, ,19.2, ,3.0, ,72.4, ,43.3,Y
208,1/29/2022,29,0.06, ,0, ,178, ,5.4, ,69.4, ,42.2, ,56.0, ,57, ,17, ,35, ,29.0, ,2.1, ,51.1, ,43.0,Y
208,1/30/2022,30,0.11, ,0, ,372, ,7.4, ,101.3,R,48.0, ,65.0, ,64, ,12, ,35, ,36.7, ,2.2, ,52.9, ,43.3, 
208,1/31/2022,31,0.09, ,0, ,256, ,8.7, ,96.6,Y,45.9, ,61.8, ,64, ,26, ,46, ,40.9, ,2.5, ,59.9, ,43.2, 
