229,1/1/2022,1,0.05, ,0, ,212, ,6.0, ,56.8, ,30.5, ,40.0,Y,97, ,33, ,72,Y,31.7,Y,2.8, ,66.5, ,51.2, 
229,1/2/2022,2,0.05, ,0, ,212, ,6.6, ,59.6, ,29.3, ,41.1, ,97, ,41, ,76, ,34.0, ,2.6, ,62.3, ,50.0, 
229,1/3/2022,3,0.03, ,0, ,131, ,9.3, ,57.1, ,34.4, ,46.8, ,98, ,67, ,86, ,42.7, ,2.3, ,54.3, ,50.0, 
229,1/4/2022,4,0.03, ,0, ,116, ,11.4, ,62.0, ,41.5, ,50.8, ,98, ,75, ,90, ,48.0, ,2.1, ,49.7, ,51.2, 
229,1/5/2022,5,0.05, ,0.00, ,204, ,11.1, ,64.5, ,39.8, ,50.2, ,99, ,66, ,90, ,47.4, ,2.3, ,54.3, ,52.3, 
229,1/6/2022,6,0.05, ,0.01, ,201, ,11.8, ,62.9, ,41.1, ,50.9, ,99, ,71, ,93, ,49.0, ,2.5, ,59.0, ,53.0, 
229,1/7/2022,7,0.02, ,0.03, ,98, ,12.0, ,57.3, ,45.3, ,51.7, ,98, ,73, ,91, ,49.3, ,2.1, ,51.1, ,53.9, 
229,1/8/2022,8,0.05, ,0.00, ,215, ,9.4, ,63.6, ,36.2, ,47.6, ,99, ,50, ,84, ,43.0, ,2.6, ,63.3, ,53.8, 
229,1/9/2022,9,0.06, ,0, ,222, ,8.3, ,67.3, ,33.4, ,46.8, ,98, ,39, ,76, ,39.6, ,2.4, ,57.2, ,53.0, 
229,1/10/2022,10,0.06, ,0, ,214, ,8.2, ,73.1, ,39.6, ,51.7, ,95, ,24, ,63, ,39.5, ,2.4, ,57.4, ,52.8, 
229,1/11/2022,11,0.07, ,0, ,230, ,7.7, ,71.3, ,37.1, ,50.1, ,89, ,27, ,63, ,37.8, ,3.1, ,73.5, ,52.9, 
229,1/12/2022,12,0.06, ,0, ,217, ,8.2, ,73.9, ,37.7, ,51.8, ,88, ,27, ,63, ,39.5, ,2.5, ,58.8, ,52.9, 
229,1/13/2022,13,0.05, ,0, ,169, ,9.4, ,66.6, ,41.2, ,50.7, ,97, ,42, ,74, ,42.9, ,2.5, ,60.5, ,53.3, 
229,1/14/2022,14,0.05, ,0, ,170, ,9.2, ,63.4, ,37.6, ,48.3, ,97, ,52, ,80, ,42.4, ,3.1, ,75.6, ,53.1, 
229,1/15/2022,15,0.05, ,0, ,133, ,8.8, ,72.7, ,41.2, ,55.7, ,83, ,31, ,58, ,41.3, ,3.1, ,75.2, ,52.9, 
229,1/16/2022,16,0.05, ,0, ,158, ,9.5, ,73.6, ,43.7, ,57.2, ,83, ,30, ,59, ,43.1, ,2.3, ,55.1, ,53.9, 
229,1/17/2022,17,0.04, ,0.04, ,144, ,11.3, ,62.7, ,46.0, ,54.7, ,86, ,62, ,77, ,47.8, ,2.1, ,51.1, ,54.6, 
229,1/18/2022,18,0.05, ,0, ,205, ,11.6, ,62.8, ,45.0, ,52.1, ,96, ,68, ,87, ,48.5, ,2.5, ,59.9, ,55.2, 
229,1/19/2022,19,0.05, ,0, ,212, ,10.1, ,65.0, ,39.1, ,48.0, ,99, ,62, ,89, ,44.8, ,2.4, ,58.3, ,55.2, 
229,1/20/2022,20,0.06, ,0, ,230, ,9.6, ,69.0, ,36.8, ,49.1, ,98, ,43, ,81, ,43.4, ,2.8, ,66.9, ,54.6, 
229,1/21/2022,21,0.08, ,0, ,242, ,7.7, ,69.5, ,38.2, ,50.8, ,98, ,28, ,61, ,37.9, ,3.0, ,72.3, ,54.5, 
229,1/22/2022,22,0.07, ,0, ,236, ,6.3, ,66.3, ,33.0, ,46.9, ,82, ,28, ,57, ,32.6, ,2.8, ,67.0, ,54.0, 
229,1/23/2022,23,0.08, ,0, ,248, ,6.6, ,73.4, ,33.0, ,46.7, ,89, ,28, ,61, ,33.9, ,2.7, ,64.3, ,53.4, 
229,1/24/2022,24,0.07, ,0, ,247, ,8.0, ,64.7, ,30.7, ,47.0, ,92, ,41, ,73, ,38.8, ,2.7, ,65.8, ,53.1, 
229,1/25/2022,25,0.06, ,0, ,252, ,8.9, ,61.5, ,32.5, ,45.3, ,98, ,63, ,87, ,41.6, ,2.3, ,54.3, ,53.1, 
229,1/26/2022,26,0.07, ,0, ,27, ,9.3, ,65.2, ,37.9, ,46.7, ,98, ,50, ,85, ,42.5, ,1.8, ,44.3, ,53.2, 
229,1/27/2022,27,0.08, ,0, ,257, ,8.0, ,72.1, ,33.2, ,48.1, ,97, ,32, ,70, ,38.8, ,2.9, ,68.8, ,53.2, 
229,1/28/2022,28,0.09, ,0, ,265, ,6.3, ,73.8, ,33.3, ,49.9, ,93, ,19, ,51, ,32.6, ,2.9, ,69.1, ,53.2, 
229,1/29/2022,29,0.06, ,0, ,193, ,7.5, ,69.6, ,36.0, ,48.9, ,90, ,38, ,63, ,37.0, ,2.7, ,65.6, ,53.3, 
229,1/30/2022,30,0.08, ,0, ,277, ,8.2, ,72.0, ,30.7, ,46.4, ,99, ,34, ,76, ,39.4, ,2.6, ,62.8, ,52.9, 
229,1/31/2022,31,0.05, ,0, ,191, ,10.1, ,67.1, ,36.7, ,48.3, ,99, ,53, ,87, ,44.7, ,2.5, ,60.5, ,53.0, 
