223,1/1/2022,1,0.07, ,0, ,293, ,6.7, ,63.5, ,40.0, ,50.1, ,81, ,35, ,54, ,34.2, ,1.7, ,41.2, ,51.7, 
223,1/2/2022,2,0.07, ,0, ,304, ,4.9, ,65.9, ,35.1, ,48.5, ,78, ,18, ,42, ,26.7, ,1.4, ,33.8, ,50.6, 
223,1/3/2022,3,0.07, ,0.01,H,305, ,6.3, ,65.8, ,34.9, ,47.8, ,84, ,21, ,56, ,32.8, ,1.6, ,37.7, ,49.9, 
223,1/4/2022,4,0.06, ,0, ,292, ,8.5, ,65.5, ,35.8, ,48.6, ,97, ,41, ,73, ,40.2, ,1.7, ,39.9, ,49.9, 
223,1/5/2022,5,0.07, ,0, ,289, ,9.5, ,73.5, ,40.8, ,53.5, ,100, ,34, ,68, ,43.1, ,1.7, ,40.4, ,50.7, 
223,1/6/2022,6,0.08, ,0, ,298, ,9.0, ,76.6, ,42.5, ,56.7, ,89, ,24, ,57, ,41.8, ,1.5, ,35.9, ,51.7, 
223,1/7/2022,7,0.06,R,0, ,275, ,11.0, ,60.4, ,41.3, ,51.0, ,100, ,72, ,86, ,47.1, ,2.2, ,51.9, ,51.9, 
223,1/8/2022,8,0.06, ,0, ,258, ,10.8, ,64.0, ,45.1, ,53.6, ,100, ,52, ,77, ,46.6, ,1.5, ,36.3, ,53.1, 
223,1/9/2022,9,0.08, ,0, ,315, ,7.5, ,76.2, ,39.2, ,54.6, ,100, ,16, ,51, ,37.0, ,1.3,Y,30.7,Y,52.4, 
223,1/10/2022,10,0.09, ,0, ,229, ,4.6, ,74.8, ,49.7, ,61.2, ,38, ,16, ,25, ,25.0, ,1.9, ,45.2, ,52.5, 
223,1/11/2022,11,0.09, ,0, ,325, ,4.3, ,80.1, ,47.3, ,61.6, ,51, ,9, ,23, ,23.6, ,1.9, ,46.0, ,52.7, 
223,1/12/2022,12,0.07, ,0, ,230, ,6.1, ,79.4, ,42.5, ,57.7, ,65, ,14, ,37, ,31.8, ,1.4,Y,32.5,Y,52.4, 
223,1/13/2022,13,0.04, ,0, ,87, ,7.9, ,70.6, ,53.6, ,59.8, ,55, ,30, ,45, ,38.4, ,1.3,Y,32.2,Y,53.3, 
223,1/14/2022,14,0.08, ,0, ,281, ,7.8, ,79.4, ,46.2, ,60.1, ,79, ,15, ,44, ,38.1, ,1.5,Y,35.6,Y,54.3, 
223,1/15/2022,15,0.03, ,0.01, ,92, ,9.1, ,69.3, ,51.1, ,58.5, ,66, ,32, ,54, ,42.1, ,1.3,Y,31.4,Y,54.4, 
223,1/16/2022,16,0.08, ,0, ,266, ,7.4, ,77.1, ,52.0, ,63.6, ,61, ,21, ,37, ,36.6, ,1.6, ,37.7, ,55.7, 
223,1/17/2022,17,0.03, ,0.24, ,126, ,13.7, ,64.0, ,55.7, ,58.3, ,100, ,50, ,83, ,53.0, ,1.4,Y,33.7,Y,56.8, 
223,1/18/2022,18,0.06, ,0, ,235, ,14.1,Y,67.3, ,51.7, ,58.1, ,100, ,62, ,86,Y,53.8,Y,1.8, ,42.8, ,57.5, 
223,1/19/2022,19,0.05, ,0, ,208, ,12.7, ,64.7, ,48.2, ,54.6, ,100, ,64, ,87, ,51.0, ,1.5, ,36.9, ,56.8, 
223,1/20/2022,20,0.09, ,0.00, ,330, ,9.1, ,77.3, ,43.3, ,57.5, ,100, ,22, ,56, ,42.0, ,1.7, ,40.0, ,55.9, 
223,1/21/2022,21,0.10, ,0, ,329, ,6.2, ,74.6, ,42.4, ,58.8, ,82, ,13, ,37, ,32.5, ,2.4, ,58.8, ,55.5, 
223,1/22/2022,22,0.13, ,0, ,336, ,3.5, ,70.1, ,57.5,Y,63.8, ,21, ,14, ,17, ,18.7, ,4.2, ,100.3, ,55.3, 
223,1/23/2022,23,0.11, ,0, ,336, ,5.0, ,78.1, ,49.3, ,61.9, ,41, ,17, ,26, ,26.9, ,2.0, ,48.9, ,55.3, 
223,1/24/2022,24,0.09, ,0, ,338, ,7.6, ,72.4, ,42.7, ,56.8, ,92, ,24, ,48, ,37.4, ,2.0, ,46.9, ,55.1, 
223,1/25/2022,25,0.08, ,0, ,333, ,9.3, ,69.6, ,41.0, ,53.3, ,100, ,33, ,67, ,42.8, ,1.9, ,44.7, ,54.8, 
223,1/26/2022,26,0.09, ,0, ,318, ,6.2, ,72.7, ,39.1, ,54.8, ,100, ,14, ,43, ,32.4, ,1.4,Y,34.2,Y,54.3, 
223,1/27/2022,27,0.09, ,0, ,355, ,5.0, ,72.9, ,38.6, ,53.7, ,68, ,12, ,36, ,27.1, ,1.7, ,40.6, ,53.8, 
223,1/28/2022,28,0.08, ,0, ,280, ,4.5, ,74.7, ,39.0, ,54.3, ,71, ,10, ,31, ,24.3, ,1.5,Y,35.0,Y,53.3, 
223,1/29/2022,29,0.05, ,0, ,114, ,4.2, ,67.8, ,44.0, ,54.9, ,47, ,13, ,28, ,22.7, ,1.4,Y,33.8,Y,52.8, 
223,1/30/2022,30,0.10, ,0, ,355, ,6.3, ,73.9, ,38.7, ,53.8, ,80, ,17, ,44, ,32.6, ,1.9, ,45.7, ,52.8, 
223,1/31/2022,31,0.05, ,0, ,196, ,8.6, ,65.2, ,40.3, ,52.2, ,93, ,39, ,65, ,40.7, ,1.6,Y,39.0,Y,52.7, 
