233,1/1/2022,1,--,N,0, ,312, ,2.8, ,49.4, ,25.4, ,39.8, ,54, ,15, ,34, ,13.5, ,5.2,Y,123.8,Y,43.8, 
233,1/2/2022,2,--,N,0, ,324,R,2.3, ,48.9, ,21.1, ,33.1,Y,63, ,14, ,35,Y,8.7,Y,2.3, ,54.3, ,42.8, 
233,1/3/2022,3,--,N,0, ,329,R,2.2, ,56.8, ,21.3, ,36.6, ,57, ,11, ,30, ,8.1, ,2.2, ,51.7, ,41.6, 
233,1/4/2022,4,--,N,0, ,316, ,3.0, ,63.0, ,24.6, ,42.3, ,58, ,16, ,33, ,15.3, ,2.8, ,67.2, ,41.1, 
233,1/5/2022,5,--,N,0, ,317, ,4.7, ,67.2, ,29.7, ,47.0, ,67, ,21, ,42, ,25.4, ,2.4, ,58.7, ,41.1, 
233,1/6/2022,6,--,N,0, ,315, ,5.0, ,70.6, ,35.9, ,50.3, ,63, ,20, ,40, ,26.9, ,2.4, ,57.3, ,41.4, 
233,1/7/2022,7,--,N,0, ,321, ,5.1, ,66.3, ,33.3, ,50.7, ,73, ,22, ,40, ,27.5, ,3.1, ,74.4, ,41.7, 
233,1/8/2022,8,--,N,0, ,323, ,4.7, ,64.9, ,35.9, ,51.2, ,59, ,19, ,37, ,25.8, ,3.6, ,85.8, ,42.2, 
233,1/9/2022,9,--,N,0, ,332,R,3.7, ,62.8, ,30.2, ,44.8, ,61, ,18, ,36, ,19.7, ,2.1, ,51.2, ,42.2, 
233,1/10/2022,10,--,N,0, ,222, ,3.4, ,60.4, ,29.9, ,43.0, ,58, ,16, ,36, ,17.6, ,1.9, ,44.5, ,41.8, 
233,1/11/2022,11,--,N,0, ,341,R,2.6, ,64.7, ,33.1, ,47.7, ,46, ,10, ,23, ,11.8, ,2.8, ,66.8, ,41.5, 
233,1/12/2022,12,--,N,0, ,228, ,2.7, ,66.1, ,31.3, ,46.5, ,39, ,11, ,25, ,12.9, ,1.9, ,46.0, ,41.3,Y
233,1/13/2022,13,--,N,0, ,242, ,3.1, ,69.4, ,39.0, ,54.5, ,36, ,11, ,21, ,15.9, ,2.2, ,53.5, ,41.4,Y
233,1/14/2022,14,--,N,0, ,314, ,3.6, ,67.4, ,43.7, ,56.1, ,43, ,14, ,23, ,19.1, ,4.0, ,95.2, ,42.2, 
233,1/15/2022,15,--,N,0, ,174, ,3.6, ,61.0, ,36.9, ,47.7, ,47, ,18, ,32, ,19.1, ,1.9, ,46.4, ,42.5, 
233,1/16/2022,16,--,N,0, ,299, ,3.1, ,65.8, ,32.3, ,47.8, ,48, ,13, ,28, ,16.1, ,2.3, ,54.3, ,42.4, 
233,1/17/2022,17,--,N,0, ,316, ,5.3, ,66.9, ,40.3, ,53.8, ,65, ,17, ,37, ,28.5, ,3.3, ,80.4, ,42.4, 
233,1/18/2022,18,--,N,0, ,314, ,6.9, ,67.1, ,40.2, ,51.4, ,82, ,24, ,53, ,35.1, ,2.8, ,66.2, ,43.0, 
233,1/19/2022,19,--,N,0, ,344, ,5.0, ,66.6, ,33.1, ,50.4, ,77, ,18, ,40, ,27.0, ,2.9, ,69.8, ,43.1, 
233,1/20/2022,20,--,N,0, ,356,R,3.4, ,65.4, ,36.1, ,50.5, ,47, ,13, ,28, ,18.3, ,3.4, ,81.2, ,43.0, 
233,1/21/2022,21,--,N,0, ,327, ,3.6, ,65.9, ,33.3, ,49.8, ,44, ,16, ,29, ,19.2, ,5.4, ,130.3, ,42.6, 
233,1/22/2022,22,--,N,0, ,293, ,2.9, ,58.9, ,44.2, ,52.2, ,28, ,18, ,22, ,14.6, ,7.7, ,185.1, ,42.8, 
233,1/23/2022,23,--,N,0, ,359,R,2.9, ,65.4, ,36.6, ,51.9, ,39, ,14, ,22, ,14.4, ,3.8, ,90.9, ,42.9, 
233,1/24/2022,24,--,N,0, ,366,R,2.8, ,72.0, ,33.3, ,52.0, ,36, ,10, ,21, ,13.1, ,2.8, ,66.7, ,42.8,Y
233,1/25/2022,25,--,N,0, ,370,R,2.6, ,65.7, ,30.9, ,49.2, ,47, ,9, ,22, ,11.9, ,4.1, ,97.7, ,42.7,Y
233,1/26/2022,26,--,N,0, ,381,R,2.3, ,59.0, ,26.6, ,42.3, ,43, ,14, ,25, ,9.3, ,2.3, ,54.8, ,42.3,Y
233,1/27/2022,27,--,N,0, ,385,R,1.9, ,63.1, ,25.7, ,43.8, ,43, ,8, ,20, ,5.2, ,2.9, ,68.9, ,41.7,Y
233,1/28/2022,28,--,N,0, ,328, ,1.6, ,58.9, ,25.7, ,41.1, ,36, ,7, ,18, ,0.6, ,2.4, ,57.1, ,41.3,Y
233,1/29/2022,29,--,N,0, ,188, ,1.6, ,60.1, ,28.6, ,43.6, ,29, ,8, ,17, ,1.5, ,2.1, ,49.3, ,40.8,R
233,1/30/2022,30,--,N,0, ,392,R,1.6, ,68.8, ,30.5, ,47.7, ,35, ,5, ,14, ,0.7, ,2.9, ,69.8, ,40.8,R
233,1/31/2022,31,--,N,0, ,261, ,1.6, ,65.7, ,24.9, ,47.7, ,28, ,6, ,14, ,1.4, ,2.4, ,56.6, ,40.7,R
