169,1/1/2022,1,0.05, ,0, ,259, ,8.1, ,55.2, ,32.4, ,42.5, ,100, ,63, ,88, ,39.0, ,2.6, ,62.1, ,48.1, 
169,1/2/2022,2,0.06, ,0, ,277, ,7.5, ,59.5, ,29.0, ,41.9, ,100, ,53, ,83, ,37.2, ,2.0, ,48.4, ,46.2, 
169,1/3/2022,3,0.06, ,0.00, ,258, ,7.3, ,58.5, ,29.5, ,42.4, ,100, ,49, ,79, ,36.5, ,2.0, ,47.0, ,45.6, 
169,1/4/2022,4,0.05, ,0, ,239, ,8.2, ,60.1, ,30.7, ,43.7, ,100, ,58, ,85, ,39.5, ,1.9, ,46.3, ,46.0, 
169,1/5/2022,5,0.05, ,0, ,234, ,10.0, ,60.2, ,36.6, ,48.1, ,100, ,65, ,87, ,44.4, ,2.1, ,51.0, ,47.9, 
169,1/6/2022,6,0.06, ,0, ,261, ,9.9, ,62.1, ,34.9, ,47.2, ,100, ,64, ,89, ,44.2, ,1.9, ,45.8, ,48.8, 
169,1/7/2022,7,0.01, ,0.00, ,82, ,9.9, ,52.6, ,33.0, ,44.5, ,100, ,90, ,99, ,44.2, ,1.7, ,41.2, ,48.1, 
169,1/8/2022,8,0.04, ,0.03, ,184, ,10.9, ,58.9, ,36.1, ,48.3, ,100, ,73, ,94, ,46.7, ,2.3, ,56.4, ,50.3, 
169,1/9/2022,9,0.02, ,0.01, ,149, ,8.9, ,56.6, ,32.7, ,41.9, ,100, ,79, ,99, ,41.6, ,2.2, ,51.8, ,49.0, 
169,1/10/2022,10,0.04, ,0.01, ,216, ,8.9, ,58.6, ,32.8, ,42.5, ,100, ,70, ,96, ,41.4, ,2.0, ,49.1, ,48.1, 
169,1/11/2022,11,0.06,R,0.00, ,285, ,8.8, ,62.1, ,29.6, ,43.0, ,100, ,64, ,93, ,41.1, ,2.2, ,52.1, ,47.6, 
169,1/12/2022,12,0.06, ,0.01, ,252, ,9.4, ,64.4, ,32.9, ,46.3, ,100, ,54, ,88, ,43.0, ,1.9, ,46.1, ,47.5, 
169,1/13/2022,13,0.03, ,0, ,149, ,10.4, ,58.2, ,39.7, ,47.4, ,100, ,75, ,94, ,45.7, ,2.6, ,61.8, ,48.9, 
169,1/14/2022,14,0.05, ,0.01, ,249, ,10.3, ,57.7, ,35.1, ,46.2, ,100, ,76, ,97, ,45.3, ,2.7, ,65.0, ,49.3, 
169,1/15/2022,15,0.01, ,0.01, ,97, ,10.4, ,52.6, ,41.1, ,46.0, ,100, ,87, ,99, ,45.7, ,2.3, ,54.9, ,50.5, 
169,1/16/2022,16,0.04, ,0, ,181, ,10.8, ,62.2, ,41.5, ,49.2, ,100, ,58, ,91, ,46.6, ,2.3, ,54.2, ,51.1, 
169,1/17/2022,17,0.06, ,0, ,244, ,10.9, ,65.2, ,39.4, ,51.6, ,100, ,56, ,84, ,46.9, ,2.0, ,47.1, ,51.5, 
169,1/18/2022,18,0.07, ,0, ,271, ,11.3,Y,64.3, ,42.3, ,51.5, ,100, ,66, ,87,Y,47.8,Y,2.1, ,50.6, ,52.3, 
169,1/19/2022,19,0.06,R,0.00, ,249, ,10.5, ,63.9, ,37.9, ,48.5, ,100, ,67, ,90, ,45.8, ,1.9, ,46.4, ,51.6, 
169,1/20/2022,20,0.07, ,0.00, ,276, ,10.5, ,64.3, ,36.9, ,48.6, ,100, ,66, ,90, ,45.9, ,2.1, ,49.6, ,51.0, 
169,1/21/2022,21,0.02, ,0.00, ,140, ,10.0, ,59.6, ,35.8, ,45.7, ,100, ,72, ,95, ,44.5, ,2.3, ,55.9, ,50.5, 
169,1/22/2022,22,0.07, ,0.01, ,305, ,8.7, ,64.4, ,33.3, ,47.2, ,100, ,48, ,79, ,41.0, ,1.9, ,46.5, ,49.6, 
169,1/23/2022,23,0.07, ,0, ,316, ,8.3, ,65.5, ,30.7, ,46.3, ,100, ,47, ,78, ,39.8, ,2.2, ,52.7, ,48.7, 
169,1/24/2022,24,0.08, ,0, ,314, ,8.4, ,63.8, ,31.7, ,46.4, ,100, ,52, ,79, ,40.1, ,2.0, ,48.9, ,48.5, 
169,1/25/2022,25,0.07, ,0, ,309, ,8.6, ,63.0, ,31.7, ,45.9, ,100, ,55, ,82, ,40.6, ,1.9, ,46.7, ,48.5, 
169,1/26/2022,26,0.08, ,0, ,320, ,8.2, ,66.8, ,31.6, ,46.9, ,100, ,45, ,75, ,39.5, ,2.1, ,49.8, ,48.5, 
169,1/27/2022,27,0.08, ,0, ,325, ,8.0, ,65.6, ,30.8, ,46.2, ,100, ,46, ,75, ,38.7, ,2.3, ,54.7, ,48.4, 
169,1/28/2022,28,0.06,R,0, ,248, ,7.9, ,65.5, ,30.7, ,45.5, ,100, ,47, ,76, ,38.4, ,2.1, ,49.3, ,48.2, 
169,1/29/2022,29,0.06, ,0, ,257, ,7.9, ,62.9, ,33.0, ,45.3, ,99, ,45, ,76, ,38.3, ,2.1, ,50.3, ,48.5, 
169,1/30/2022,30,0.08, ,0, ,335, ,7.5, ,64.5, ,29.1, ,45.4, ,100, ,42, ,73, ,37.2, ,2.2, ,52.8, ,48.1, 
169,1/31/2022,31,0.03, ,0, ,162, ,7.8, ,56.1, ,32.2, ,43.6, ,100, ,53, ,81, ,38.1, ,1.7, ,41.0, ,47.7, 
