200,1/1/2022,1,0.09, ,0, ,323,R,3.3, ,64.6, ,36.6, ,53.5, ,57, ,9, ,24, ,17.6, ,4.0, ,95.5, ,54.5, 
200,1/2/2022,2,0.06, ,0, ,317, ,3.8, ,61.9, ,30.1, ,43.2, ,73, ,12, ,40, ,20.7, ,2.9, ,69.7, ,52.0, 
200,1/3/2022,3,0.07, ,0, ,321,R,3.7, ,65.8, ,30.3, ,44.6, ,70, ,8, ,37, ,20.1, ,3.0, ,71.3, ,50.6, 
200,1/4/2022,4,0.07, ,0.00, ,304, ,4.5, ,67.3, ,31.5, ,46.1, ,73, ,14, ,42, ,24.4, ,2.5, ,60.8, ,50.3, 
200,1/5/2022,5,0.08, ,0, ,309, ,5.3, ,71.3, ,38.9, ,51.2, ,72, ,15, ,41, ,28.5, ,3.1, ,73.9, ,51.0, 
200,1/6/2022,6,0.08, ,0, ,306, ,6.3, ,71.9, ,39.9, ,52.3, ,73, ,21, ,47, ,32.7, ,3.1, ,75.4, ,51.8, 
200,1/7/2022,7,0.09, ,0, ,303, ,6.5, ,69.8, ,38.2, ,53.4, ,77, ,24, ,47, ,33.7, ,3.4, ,81.0, ,52.3, 
200,1/8/2022,8,0.11, ,0.00, ,309, ,7.4, ,74.1, ,46.2, ,59.1, ,74, ,18, ,43, ,36.7, ,4.9, ,118.0, ,53.6, 
200,1/9/2022,9,0.10, ,0, ,324, ,5.0, ,75.8, ,46.9, ,59.3, ,58, ,13, ,29, ,27.1, ,4.0, ,95.8, ,53.8, 
200,1/10/2022,10,0.09, ,0, ,207, ,4.8, ,73.3, ,49.6, ,58.6, ,52, ,14, ,28, ,25.9, ,4.2, ,100.3, ,54.0, 
200,1/11/2022,11,0.11, ,0, ,333,R,4.5, ,76.1, ,42.7, ,59.4, ,58, ,12, ,26, ,24.3, ,4.2, ,101.8, ,54.5, 
200,1/12/2022,12,0.08, ,0, ,243, ,4.8, ,73.9, ,40.2, ,53.2, ,65, ,12, ,35, ,26.1, ,2.7, ,65.9, ,53.6, 
200,1/13/2022,13,0.08, ,0, ,222, ,5.8, ,72.6, ,43.4, ,58.2, ,58, ,13, ,35, ,30.9, ,2.5, ,60.0, ,54.0, 
200,1/14/2022,14,0.12, ,0, ,291, ,5.4, ,79.2, ,50.3, ,63.6, ,60, ,11, ,27, ,29.1, ,3.5, ,84.8, ,55.7, 
200,1/15/2022,15,0.07, ,0, ,161, ,5.8, ,73.0, ,46.2, ,58.6, ,72, ,16, ,35, ,30.8, ,3.0, ,72.3, ,55.7, 
200,1/16/2022,16,0.09, ,0, ,266, ,5.6, ,75.2, ,43.7, ,56.1, ,71, ,12, ,36, ,29.8, ,3.1, ,73.9, ,55.0, 
200,1/17/2022,17,0.09, ,0, ,269, ,6.6, ,72.8, ,43.2, ,57.6, ,73, ,17, ,41, ,34.0, ,2.9, ,70.8, ,55.1, 
200,1/18/2022,18,0.10, ,0, ,326, ,9.7, ,73.8, ,47.8, ,60.9, ,79, ,33, ,53, ,43.8, ,3.9, ,94.6, ,56.0, 
200,1/19/2022,19,0.10, ,0, ,338, ,8.3, ,79.2, ,53.2, ,62.7, ,59, ,19, ,42, ,39.6, ,4.3, ,103.6, ,57.0, 
200,1/20/2022,20,0.12, ,0, ,357,R,5.0, ,76.2, ,43.9, ,61.5, ,57, ,11, ,27, ,26.9, ,4.2, ,101.8, ,56.9, 
200,1/21/2022,21,0.12, ,0, ,312, ,4.6, ,75.9, ,38.8, ,58.3, ,58, ,12, ,28, ,25.2, ,4.4, ,106.5, ,55.7, 
200,1/22/2022,22,0.14, ,0, ,280, ,3.6, ,69.7, ,51.4, ,62.7, ,28, ,14, ,19, ,19.6, ,5.5, ,131.6, ,56.6, 
200,1/23/2022,23,0.14, ,0, ,359,R,4.2, ,76.0, ,47.8, ,63.1, ,50, ,13, ,22, ,23.2, ,4.9, ,118.0, ,56.3, 
200,1/24/2022,24,0.11, ,0, ,364,R,4.7, ,79.6, ,43.7, ,59.8, ,50, ,10, ,27, ,25.8, ,3.8, ,90.7, ,56.0, 
200,1/25/2022,25,0.11, ,0, ,352, ,4.7, ,77.8, ,40.8, ,59.1, ,68, ,8, ,27, ,25.5, ,3.4, ,80.7, ,55.9, 
200,1/26/2022,26,0.11, ,0, ,360, ,4.0, ,71.0, ,40.0, ,54.2, ,65, ,11, ,28, ,22.0, ,3.3, ,78.5, ,55.1, 
200,1/27/2022,27,0.13, ,0, ,385,R,2.9, ,73.0, ,40.5, ,57.6, ,35, ,7, ,18, ,14.3, ,5.0, ,120.1, ,54.4, 
200,1/28/2022,28,0.11, ,0, ,332, ,2.5,Y,71.4, ,46.8, ,57.7, ,37, ,7, ,15,Y,10.6,Y,4.5, ,108.7, ,54.6, 
200,1/29/2022,29,0.08, ,0, ,179, ,3.4, ,70.4, ,40.7, ,55.4, ,34, ,11, ,22, ,17.6, ,3.5, ,85.2, ,53.8, 
200,1/30/2022,30,0.12, ,0, ,389,R,4.0, ,79.9, ,41.3, ,60.0, ,51, ,7, ,23, ,21.7, ,3.9, ,93.9, ,54.2, 
200,1/31/2022,31,0.09, ,0, ,260, ,4.9, ,71.0, ,40.2, ,56.2, ,52, ,18, ,32, ,26.8, ,3.1, ,75.5, ,54.4, 
