259,1/1/2022,1,0.04, ,0.00,H,221, ,6.6, ,49.0, ,29.3, ,36.4,Y,99,H,61,H,91,Y,33.9,Y,3.7, ,88.5, ,45.3,Y
259,1/2/2022,2,0.05, ,0, ,162, ,7.5, ,53.5, ,32.7, ,43.6, ,99, ,61, ,78, ,37.3, ,9.9, ,238.2, ,44.6,Y
259,1/3/2022,3,0.02, ,0.54, ,61, ,11.4, ,56.1, ,45.7, ,50.8, ,96, ,81, ,90, ,48.1, ,12.0, ,286.9, ,46.7, 
259,1/4/2022,4,0.00, ,0.37, ,34, ,12.1, ,52.3, ,47.9, ,50.0, ,99, ,95, ,98, ,49.5, ,6.4, ,152.4, ,48.6, 
259,1/5/2022,5,0.01, ,0.13, ,74, ,13.7, ,58.0, ,50.1, ,53.8, ,99, ,90, ,97, ,53.0, ,3.9, ,94.2, ,50.5, 
259,1/6/2022,6,0.02, ,0.01, ,112, ,13.4, ,58.7, ,49.6, ,53.9, ,99, ,76, ,95, ,52.4, ,4.2, ,101.4, ,52.6, 
259,1/7/2022,7,0.02, ,0.21, ,113, ,11.1, ,53.8, ,36.9, ,48.5, ,99, ,85, ,96, ,47.4, ,5.4, ,129.9, ,51.3, 
259,1/8/2022,8,0.04, ,0.00, ,211, ,8.6, ,53.0, ,35.6, ,42.2, ,99, ,77, ,94, ,40.7, ,3.6, ,87.6, ,49.4, 
259,1/9/2022,9,0.05, ,0, ,223, ,9.2, ,60.6, ,37.7, ,46.3, ,99, ,56, ,86, ,42.3, ,5.7, ,137.7, ,48.0, 
259,1/10/2022,10,0.05, ,0, ,183, ,10.8, ,61.2, ,45.4, ,52.9, ,99, ,61, ,79, ,46.6, ,3.8, ,91.2, ,48.9, 
259,1/11/2022,11,0.04, ,0, ,172, ,11.0, ,60.9, ,42.0, ,49.2, ,100, ,70, ,92, ,47.1, ,4.3, ,103.7, ,49.6, 
259,1/12/2022,12,0.05, ,0.00, ,218, ,11.0, ,65.8, ,40.0, ,49.6, ,99, ,63, ,91, ,46.9, ,4.9, ,118.4, ,49.4, 
259,1/13/2022,13,0.02, ,0.04, ,123, ,11.8, ,55.7, ,44.6, ,50.2, ,99, ,81, ,96, ,49.0, ,3.2, ,77.7, ,50.0, 
259,1/14/2022,14,0.05, ,0, ,228, ,11.0, ,57.7, ,40.7, ,48.4, ,99, ,72, ,95, ,47.0, ,3.3, ,79.1, ,50.1, 
259,1/15/2022,15,0.05, ,0, ,222, ,9.7, ,60.1, ,36.9, ,46.1, ,100, ,68, ,92, ,43.8, ,4.7, ,113.0, ,49.6, 
259,1/16/2022,16,0.03, ,0, ,170, ,9.6, ,56.2, ,37.3, ,44.5, ,99, ,73, ,97, ,43.6, ,4.1, ,98.2, ,48.6, 
259,1/17/2022,17,0.03, ,0.00, ,181, ,9.7, ,54.8, ,34.7, ,44.5, ,99, ,76, ,97, ,43.8, ,3.7, ,88.3, ,48.5, 
259,1/18/2022,18,0.02, ,0, ,113, ,10.2, ,51.7, ,42.6, ,46.0, ,99, ,87, ,97, ,45.1, ,3.7, ,87.8, ,49.0, 
259,1/19/2022,19,0.04, ,0, ,217, ,11.0, ,57.6, ,39.3, ,47.3, ,99, ,87, ,99, ,47.1, ,3.8, ,91.4, ,49.2, 
259,1/20/2022,20,0.04, ,0, ,211, ,12.1, ,58.0, ,44.0, ,50.1, ,99, ,90, ,98, ,49.5, ,5.6, ,133.5, ,50.0, 
259,1/21/2022,21,0.05, ,0, ,246, ,10.6, ,55.9, ,39.0, ,48.2, ,99, ,75, ,92, ,46.0, ,5.0, ,119.5, ,50.4, 
259,1/22/2022,22,0.07, ,0, ,258, ,9.5, ,71.6, ,36.5, ,50.2, ,99, ,43, ,77, ,43.3, ,4.8, ,115.2, ,49.7, 
259,1/23/2022,23,0.07, ,0, ,257, ,9.1, ,67.6, ,38.1, ,50.3, ,99, ,49, ,73, ,42.0, ,4.7, ,112.3, ,49.3, 
259,1/24/2022,24,0.05, ,0, ,232, ,9.4, ,58.4, ,37.1, ,44.6, ,99, ,65, ,93, ,42.8, ,4.4, ,106.6, ,48.5, 
259,1/25/2022,25,0.05, ,0, ,254, ,9.4, ,51.9, ,38.6, ,43.9, ,99, ,81, ,96, ,42.9, ,3.8, ,92.0, ,48.7, 
259,1/26/2022,26,0.04, ,0.00, ,234, ,9.4, ,51.8, ,33.3, ,43.0, ,99, ,90, ,99, ,42.8, ,3.3, ,79.0, ,48.7, 
259,1/27/2022,27,0.06, ,0, ,271, ,9.0, ,59.0, ,35.8, ,44.3, ,99, ,66, ,91, ,41.7, ,5.2, ,125.3, ,48.3, 
259,1/28/2022,28,0.06, ,0, ,261, ,8.9, ,66.1, ,37.2, ,46.0, ,99, ,48, ,84, ,41.4, ,5.5, ,131.4, ,47.6, 
259,1/29/2022,29,0.06, ,0, ,267, ,9.6, ,57.1, ,36.9, ,45.6, ,99, ,64, ,92, ,43.4, ,4.8, ,116.2, ,47.3,Y
259,1/30/2022,30,0.04, ,0.01, ,194, ,10.9, ,57.4, ,41.8, ,48.2, ,99, ,75, ,95, ,46.7, ,3.0, ,71.6, ,48.3, 
259,1/31/2022,31,0.06, ,0.02, ,215, ,9.4, ,51.9, ,43.8, ,47.5, ,99, ,71, ,84, ,42.8, ,9.7, ,233.9, ,48.8, 
