254,1/1/2022,1,0.06, ,0, ,262, ,6.3, ,59.7, ,31.9, ,41.7, ,94, ,42, ,70, ,32.7, ,3.1, ,73.8, ,44.7, 
254,1/2/2022,2,0.06, ,0, ,254, ,7.1, ,57.5, ,27.8, ,41.9, ,93, ,54, ,79, ,35.9, ,2.7, ,65.4, ,43.9, 
254,1/3/2022,3,0.03, ,0.06, ,95, ,10.3, ,54.1, ,39.6, ,49.2, ,95, ,75, ,86, ,45.3, ,7.0,R,168.9,R,44.9, 
254,1/4/2022,4,0.03, ,0.20,H,159, ,13.3,Y,60.7, ,51.4,Y,53.6, ,98, ,83, ,95,Y,52.1,Y,4.0, ,96.6, ,49.1, 
254,1/5/2022,5,0.04, ,0.00, ,195, ,13.1, ,61.7, ,47.8, ,53.8, ,99, ,80, ,93, ,51.8, ,3.5, ,84.6, ,50.8, 
254,1/6/2022,6,0.01, ,0, ,55, ,13.2, ,55.4, ,51.3,Y,53.4, ,99, ,92, ,95, ,52.0, ,3.4, ,81.6, ,52.2, 
254,1/7/2022,7,0.02, ,0.01, ,99, ,12.1, ,56.4, ,44.8, ,51.4, ,100, ,81, ,94, ,49.7, ,4.5,Y,108.7,Y,52.0, 
254,1/8/2022,8,0.04, ,0, ,182, ,10.3, ,58.3, ,39.1, ,48.6, ,99, ,71, ,88, ,45.2, ,3.2, ,76.9, ,50.6, 
254,1/9/2022,9,0.07, ,0, ,263, ,9.8, ,63.7, ,36.5, ,49.3, ,97, ,61, ,82, ,44.1, ,5.7,R,137.0,R,49.6, 
254,1/10/2022,10,0.06, ,0, ,258, ,10.4, ,62.3, ,42.7, ,51.7, ,96, ,63, ,79, ,45.5, ,3.3, ,79.9, ,49.6, 
254,1/11/2022,11,0.06, ,0, ,260, ,9.5, ,62.5, ,37.1, ,49.5, ,96, ,58, ,79, ,43.2, ,2.7, ,65.8, ,49.2, 
254,1/12/2022,12,0.06, ,0, ,255, ,10.2, ,64.1, ,39.6, ,51.0, ,93, ,64, ,80, ,44.9, ,3.3, ,79.9, ,49.1, 
254,1/13/2022,13,0.04, ,0, ,174, ,10.9, ,60.6, ,41.3, ,49.4, ,98, ,75, ,91, ,46.9, ,2.4, ,56.9, ,49.3, 
254,1/14/2022,14,0.06, ,0.00, ,247, ,9.7, ,66.5, ,36.8, ,49.4, ,100, ,47, ,81, ,43.9, ,2.7, ,64.5, ,48.8, 
254,1/15/2022,15,0.05, ,0, ,191, ,10.1, ,71.9, ,48.1, ,53.2, ,86, ,48, ,73, ,44.9, ,3.8, ,92.1, ,49.1, 
254,1/16/2022,16,0.04, ,0, ,164, ,10.5, ,63.6, ,42.6, ,52.3, ,93, ,56, ,79, ,45.8, ,2.4, ,57.8, ,49.9, 
254,1/17/2022,17,0.05, ,0, ,207, ,10.1, ,65.0, ,41.0, ,50.6, ,97, ,55, ,81, ,44.8, ,2.4, ,57.8, ,49.5, 
254,1/18/2022,18,0.03, ,0, ,154, ,10.2, ,60.4, ,38.9, ,47.7, ,98, ,70, ,91, ,45.1, ,2.5, ,59.8, ,49.2, 
254,1/19/2022,19,0.04, ,0, ,203, ,10.8, ,62.0, ,40.6, ,49.0, ,99, ,66, ,92, ,46.7, ,2.5, ,60.7, ,49.2, 
254,1/20/2022,20,0.05, ,0.00, ,247, ,10.5, ,65.1, ,39.6, ,48.7, ,99, ,62, ,90, ,45.9, ,2.6, ,61.8, ,49.3, 
254,1/21/2022,21,0.10, ,0, ,262, ,8.0, ,69.7, ,37.7, ,54.3, ,98, ,26, ,55, ,38.6, ,4.7,Y,112.1,Y,49.0, 
254,1/22/2022,22,0.14, ,0, ,305, ,6.6, ,70.0, ,40.3, ,58.3, ,81, ,29, ,40, ,34.0, ,7.4,R,178.6,R,49.4, 
254,1/23/2022,23,0.07, ,0, ,293, ,8.9, ,65.8, ,37.4, ,49.0, ,93, ,52, ,75, ,41.4, ,2.6, ,63.0, ,49.0, 
254,1/24/2022,24,0.07, ,0, ,295, ,9.4, ,63.5, ,33.1, ,47.5, ,98, ,51, ,84, ,42.9, ,3.0, ,72.7, ,48.5, 
254,1/25/2022,25,0.05, ,0, ,235, ,10.2, ,61.8, ,38.8, ,47.5, ,99, ,67, ,91, ,45.1, ,3.1, ,73.6, ,48.8, 
254,1/26/2022,26,0.06, ,0, ,274, ,9.7, ,60.7, ,36.0, ,47.5, ,99, ,65, ,87, ,43.8, ,2.7, ,65.6, ,49.0, 
254,1/27/2022,27,0.08, ,0.02,H,316, ,7.7, ,70.9, ,34.4, ,49.7, ,97, ,26, ,63, ,37.8, ,3.4, ,81.7, ,48.5, 
254,1/28/2022,28,0.08, ,0, ,290, ,8.1, ,70.4, ,35.0, ,49.7, ,88, ,42, ,67, ,39.2, ,3.5, ,84.9, ,48.3, 
254,1/29/2022,29,0.07, ,0.00, ,302, ,8.8, ,64.9, ,37.3, ,47.9, ,98, ,45, ,77, ,41.2, ,2.7, ,64.3, ,48.3, 
254,1/30/2022,30,0.07, ,0.00, ,311, ,9.8, ,62.9, ,34.2, ,48.5, ,96, ,60, ,85, ,44.1, ,3.4, ,82.4, ,48.2, 
254,1/31/2022,31,0.05, ,0, ,217, ,10.5, ,59.6, ,38.4, ,48.4, ,99, ,69, ,91, ,45.9, ,2.9, ,68.9, ,48.5, 
