151,1/1/2022,1,0.09, ,0, ,344,R,4.1, ,59.1, ,33.0, ,49.0, ,67, ,17, ,35, ,22.5, ,4.3, ,102.5, ,--,S
151,1/2/2022,2,0.07, ,0, ,342,R,3.9, ,60.0, ,29.3, ,43.1, ,69, ,20, ,41, ,20.9, ,2.9, ,70.2, ,--,S
151,1/3/2022,3,0.06, ,0, ,344,R,4.3, ,62.8, ,27.3, ,43.7, ,75, ,19, ,44, ,23.4, ,1.4, ,34.7, ,--,S
151,1/4/2022,4,0.06, ,0, ,331,R,5.0, ,65.7, ,27.8, ,45.0, ,82, ,22, ,50, ,27.3, ,1.1, ,26.3, ,--,S
151,1/5/2022,5,0.07, ,0, ,332,R,5.8, ,67.6, ,32.1, ,48.2, ,85, ,24, ,50, ,30.6, ,1.3, ,30.1, ,--,S
151,1/6/2022,6,0.07, ,0, ,305, ,6.8, ,71.0, ,34.2, ,51.2, ,80, ,28, ,53, ,34.7, ,1.1, ,26.8, ,--,S
151,1/7/2022,7,0.07, ,0, ,331,R,8.2, ,74.5, ,36.9, ,53.7, ,89, ,36, ,58, ,39.5, ,1.3, ,30.1, ,--,S
151,1/8/2022,8,0.07, ,0, ,322, ,9.1, ,73.9, ,40.7, ,56.6, ,88, ,35, ,58, ,42.0, ,1.3, ,31.5, ,--,S
151,1/9/2022,9,0.08, ,0, ,338,R,7.2, ,73.9, ,39.7, ,55.5, ,78, ,27, ,48, ,36.2, ,2.1, ,50.0, ,--,S
151,1/10/2022,10,0.08, ,0, ,260, ,6.0, ,72.2, ,40.5, ,55.2, ,62, ,25, ,41, ,31.7, ,2.2, ,52.5, ,--,S
151,1/11/2022,11,0.08, ,0, ,310, ,5.9, ,75.6, ,40.1, ,54.8, ,64, ,19, ,40, ,31.1, ,1.8, ,44.1, ,--,S
151,1/12/2022,12,0.06, ,0, ,223, ,6.5, ,70.4, ,33.2, ,49.9, ,81, ,26, ,53, ,33.5, ,1.2, ,29.4, ,--,S
151,1/13/2022,13,0.07, ,0, ,301, ,7.4, ,72.5, ,33.2, ,52.7, ,83, ,26, ,55, ,36.8, ,1.0, ,25.0, ,--,S
151,1/14/2022,14,0.10, ,0, ,303, ,7.8, ,78.2, ,49.5,Y,61.0,Y,78, ,21, ,42,Y,38.0,Y,2.4, ,58.4, ,--,S
151,1/15/2022,15,0.05, ,0, ,172, ,7.9, ,66.6, ,47.9, ,56.6, ,59, ,43, ,50, ,38.4, ,2.2, ,51.7, ,--,S
151,1/16/2022,16,0.07, ,0, ,290, ,8.0, ,73.8, ,39.1, ,55.9, ,75, ,33, ,52, ,38.7, ,1.3, ,32.1, ,--,S
151,1/17/2022,17,0.08, ,0, ,343, ,9.0, ,80.1, ,44.1, ,59.1, ,86, ,29, ,53, ,41.9, ,1.1, ,25.8, ,60.0,R
151,1/18/2022,18,0.08, ,0, ,337, ,9.8, ,75.1, ,50.2,Y,60.4, ,77, ,37, ,55, ,44.0, ,1.2, ,29.2, ,--,S
151,1/19/2022,19,0.08, ,0, ,347, ,9.7, ,73.9, ,42.4, ,58.1, ,86, ,40, ,59, ,43.7, ,1.6, ,37.4, ,60.4,R
151,1/20/2022,20,0.10, ,0, ,364,R,7.4, ,73.7, ,39.3, ,56.0, ,80, ,27, ,48, ,36.7, ,2.9, ,68.6, ,59.1,R
151,1/21/2022,21,0.09, ,0, ,349, ,6.9, ,72.9, ,32.4, ,53.0, ,88, ,30, ,50, ,35.0, ,2.2, ,53.3, ,57.0,Y
151,1/22/2022,22,0.09, ,0, ,211, ,7.5, ,66.6, ,46.1, ,57.2, ,85, ,34, ,47, ,37.0, ,4.2, ,100.0, ,58.7,Y
151,1/23/2022,23,0.09, ,0, ,358, ,8.1, ,72.5, ,41.1, ,56.5, ,85, ,30, ,52, ,39.1, ,2.2, ,52.9, ,58.7,Y
151,1/24/2022,24,0.08, ,0, ,370,R,7.0, ,73.9, ,35.8, ,53.9, ,78, ,29, ,50, ,35.4, ,1.2, ,28.2, ,57.1,Y
151,1/25/2022,25,0.09, ,0, ,354, ,7.3, ,79.1, ,39.8, ,55.6, ,82, ,27, ,48, ,36.3, ,2.1, ,51.2, ,56.2, 
151,1/26/2022,26,0.09, ,0, ,380,R,5.9, ,69.4, ,39.8, ,54.1, ,60, ,29, ,42, ,31.3, ,2.1, ,50.8, ,56.7,Y
151,1/27/2022,27,0.09, ,0, ,388,R,5.8, ,75.4, ,32.4, ,52.2, ,76, ,26, ,44, ,30.9, ,1.4, ,34.6, ,55.0, 
151,1/28/2022,28,0.10, ,0, ,338, ,4.7, ,71.3, ,36.1, ,52.8, ,47, ,22, ,34, ,25.6, ,2.8, ,67.1, ,54.7, 
151,1/29/2022,29,0.08, ,0, ,271, ,5.2, ,75.3, ,35.6, ,53.5, ,53, ,28, ,37, ,28.1, ,2.2, ,51.6, ,54.9, 
151,1/30/2022,30,0.09, ,0, ,386,R,5.8, ,76.0, ,34.9, ,54.9, ,72, ,21, ,39, ,30.6, ,1.2, ,29.4, ,55.2, 
151,1/31/2022,31,0.07, ,0, ,286, ,6.7, ,73.1, ,30.7, ,49.8, ,78, ,29, ,55, ,34.2, ,1.0, ,24.9, ,55.1, 
