222,1/1/2022,1,0.05, ,0, ,227, ,5.4, ,51.2, ,28.3, ,37.7, ,97, ,44, ,70, ,28.8, ,5.8, ,140.0, ,44.4, 
222,1/2/2022,2,0.03, ,0, ,170, ,6.0, ,46.7, ,25.9, ,35.1,Y,99, ,64, ,86,Y,31.4,Y,2.8, ,66.0, ,43.7, 
222,1/3/2022,3,0.04, ,0, ,70, ,8.6, ,50.7, ,31.1, ,44.4, ,99, ,72, ,87, ,40.7, ,14.7,Y,353.6,Y,44.2, 
222,1/4/2022,4,0.02, ,0.00, ,83, ,11.9, ,55.4, ,48.8, ,52.2, ,92, ,83, ,89, ,49.1, ,10.9, ,261.1, ,46.6, 
222,1/5/2022,5,0.02, ,0, ,113, ,12.0, ,56.9, ,47.9, ,51.5, ,99, ,77, ,92, ,49.4, ,3.9, ,93.2, ,48.4, 
222,1/6/2022,6,0.00, ,0.02, ,54, ,10.7, ,51.2, ,43.6, ,46.8, ,99, ,93, ,99, ,46.4, ,4.2, ,99.9, ,48.8, 
222,1/7/2022,7,0.01, ,0.01, ,74, ,11.2, ,55.0, ,41.7, ,49.1, ,99, ,86, ,95, ,47.6, ,9.1, ,218.4, ,49.1, 
222,1/8/2022,8,0.05, ,0, ,235, ,9.1, ,57.2, ,37.4, ,46.3, ,99, ,60, ,85, ,42.0, ,6.3, ,151.5, ,48.9, 
222,1/9/2022,9,0.05, ,0, ,246, ,8.0, ,58.8, ,32.2, ,43.5, ,99, ,54, ,83, ,38.7, ,4.9, ,116.6, ,48.1, 
222,1/10/2022,10,0.06, ,0, ,232, ,8.1, ,63.3, ,35.4, ,47.6, ,96, ,44, ,72, ,39.2, ,4.6, ,110.5, ,47.7, 
222,1/11/2022,11,0.05, ,0, ,192, ,8.4, ,63.9, ,36.7, ,47.4, ,99, ,48, ,75, ,40.0, ,3.4, ,80.6, ,48.0, 
222,1/12/2022,12,0.05, ,0, ,236, ,7.6, ,61.7, ,30.6, ,42.4, ,99, ,47, ,83, ,37.6, ,2.8, ,66.3, ,47.4, 
222,1/13/2022,13,0.05, ,0, ,241, ,8.6, ,63.9, ,33.9, ,46.1, ,99, ,50, ,81, ,40.5, ,3.6, ,86.5, ,47.1, 
222,1/14/2022,14,0.10, ,0, ,255, ,8.2, ,67.9, ,38.5, ,52.5, ,97, ,36, ,61, ,39.5, ,9.0, ,215.5, ,47.7, 
222,1/15/2022,15,0.07, ,0, ,224, ,7.8, ,67.7, ,34.6, ,47.5, ,99, ,44, ,69, ,38.0, ,5.4, ,130.2, ,47.9, 
222,1/16/2022,16,0.05, ,0, ,230, ,7.4, ,60.0, ,30.7, ,42.7, ,99, ,46, ,79, ,36.8, ,2.8, ,68.3, ,47.1, 
222,1/17/2022,17,0.06, ,0, ,262, ,7.3, ,63.7, ,32.4, ,44.0, ,98, ,41, ,75, ,36.5, ,3.0, ,73.0, ,46.7, 
222,1/18/2022,18,0.05, ,0, ,245, ,7.7, ,63.4, ,29.7, ,42.9, ,99, ,49, ,82, ,37.8, ,2.9, ,69.5, ,46.4, 
222,1/19/2022,19,0.08, ,0, ,256, ,8.1, ,68.3, ,30.3, ,48.3, ,99, ,42, ,70, ,39.0, ,5.3, ,126.9, ,46.4, 
222,1/20/2022,20,0.07, ,0, ,262, ,9.2, ,63.8, ,36.0, ,50.1, ,97, ,54, ,75, ,42.4, ,4.0, ,96.6, ,47.5, 
222,1/21/2022,21,0.13, ,0, ,264, ,6.6, ,64.6, ,41.2, ,52.9, ,92, ,29, ,48, ,33.7, ,9.8, ,236.1, ,47.6, 
222,1/22/2022,22,0.13, ,0, ,282, ,5.9, ,69.1, ,41.3, ,55.9, ,56, ,20, ,38, ,31.0, ,7.8, ,187.9, ,47.8, 
222,1/23/2022,23,0.09, ,0, ,284, ,6.9, ,69.7, ,35.7, ,51.3, ,95, ,30, ,53, ,34.9, ,4.5, ,108.2, ,48.0, 
222,1/24/2022,24,0.06, ,0, ,280, ,7.5, ,62.1, ,30.1, ,43.3, ,99, ,46, ,79, ,37.2, ,2.6, ,63.0, ,47.5, 
222,1/25/2022,25,0.10, ,0, ,300,R,6.0, ,66.1, ,30.8, ,47.8, ,99, ,25, ,53, ,31.6, ,7.4, ,177.7, ,46.9, 
222,1/26/2022,26,0.07, ,0, ,294, ,5.6, ,65.4, ,29.4, ,44.6, ,84, ,30, ,56, ,30.0, ,3.8, ,92.0, ,46.4, 
222,1/27/2022,27,0.09, ,0, ,304,R,6.0, ,68.4, ,32.6, ,48.4, ,90, ,26, ,52, ,31.4, ,6.4, ,153.1, ,46.3, 
222,1/28/2022,28,0.08, ,0, ,290, ,6.1, ,68.4, ,28.6, ,44.6, ,94, ,28, ,61, ,31.8, ,4.4, ,106.4, ,46.1, 
222,1/29/2022,29,0.07, ,0, ,307,R,6.3, ,66.3, ,30.4, ,44.5, ,94, ,29, ,63, ,32.8, ,3.6, ,86.3, ,45.9, 
222,1/30/2022,30,0.06, ,0, ,298, ,6.9, ,60.7, ,28.9, ,43.1, ,96, ,45, ,74, ,35.2, ,3.0, ,72.0, ,45.5, 
222,1/31/2022,31,0.12, ,0, ,301, ,5.9, ,64.7, ,31.7, ,46.9, ,98, ,23, ,54, ,31.0, ,8.3, ,199.2, ,45.7, 
