90,1/1/2022,1,0.02, ,0, ,233, ,1.5, ,21.3,Y,-10.1,Y,3.2,Y,87, ,69, ,85,Y,-0.1,Y,2.8, ,66.3, ,35.9, 
90,1/2/2022,2,0.04, ,0, ,172, ,2.6, ,36.1, ,0.6, ,19.6, ,87, ,51, ,70, ,11.5, ,8.3, ,199.3, ,35.6, 
90,1/3/2022,3,0.06, ,0.04, ,138, ,5.1, ,41.3, ,28.1, ,35.3, ,85, ,60, ,72, ,27.3, ,20.2,R,484.8,R,35.4, 
90,1/4/2022,4,0.02, ,0.01, ,70, ,6.1, ,40.9, ,36.1, ,38.2, ,82, ,74, ,78, ,32.0, ,10.0, ,240.6, ,34.9, 
90,1/5/2022,5,0.01, ,0.00, ,79, ,7.4, ,46.4, ,37.4, ,41.1, ,91, ,78, ,84, ,36.8, ,5.8, ,139.9, ,34.7, 
90,1/6/2022,6,0.04, ,0, ,189, ,7.2, ,51.6, ,34.2, ,42.3, ,95, ,57, ,78, ,36.0, ,5.5, ,131.2, ,33.9, 
90,1/7/2022,7,0.04, ,0.04, ,154, ,6.1, ,46.9, ,30.2, ,36.8, ,95, ,63, ,82, ,31.8, ,6.8, ,162.5, ,34.3, 
90,1/8/2022,8,0.03, ,0.02,H,237, ,5.0, ,44.5, ,26.0, ,33.3, ,96, ,54, ,77, ,27.0, ,2.8, ,67.1, ,34.6, 
90,1/9/2022,9,0.05, ,0, ,251, ,4.3, ,45.5, ,22.9, ,32.9, ,90, ,50, ,69, ,23.7, ,5.5, ,132.5, ,34.3, 
90,1/10/2022,10,0.03, ,0, ,170, ,5.1, ,47.2, ,25.5, ,35.2, ,87, ,60, ,74, ,27.6, ,3.4, ,82.1, ,34.0, 
90,1/11/2022,11,0.03, ,0, ,164, ,5.4, ,51.5, ,27.1, ,35.8, ,91, ,49, ,76, ,28.9, ,3.0, ,72.9, ,34.1, 
90,1/12/2022,12,0.06, ,0, ,241, ,5.3, ,63.4,Y,27.9, ,41.2, ,86, ,36, ,60, ,28.5, ,5.3, ,126.3, ,34.7, 
90,1/13/2022,13,0.06, ,0, ,247, ,5.4, ,50.4, ,27.7, ,39.1, ,91, ,44, ,67, ,29.0, ,5.4, ,128.8, ,35.8, 
90,1/14/2022,14,0.04, ,0, ,264,R,5.0, ,49.7, ,23.2, ,34.0, ,95, ,44, ,75, ,26.9, ,4.0, ,95.9, ,36.0, 
90,1/15/2022,15,0.06, ,0, ,267,R,4.4, ,52.9, ,23.5, ,35.6, ,89, ,36, ,63, ,24.1, ,5.2, ,124.5, ,35.7, 
90,1/16/2022,16,0.05, ,0, ,265,R,4.2, ,53.6, ,20.4, ,33.0, ,93, ,33, ,67, ,23.2, ,3.1, ,75.2, ,35.3, 
90,1/17/2022,17,0.04, ,0, ,259, ,4.3, ,52.4, ,22.6, ,33.5, ,88, ,33, ,66, ,23.6, ,2.7, ,64.4, ,35.1, 
90,1/18/2022,18,0.04, ,0, ,214, ,5.0, ,50.0, ,22.6, ,34.1, ,96, ,46, ,75, ,27.1, ,2.5, ,59.6, ,35.2, 
90,1/19/2022,19,0.04, ,0, ,262, ,5.1, ,49.3, ,22.2, ,32.9, ,96, ,54, ,80, ,27.5, ,2.6, ,63.4, ,35.5, 
90,1/20/2022,20,0.05, ,0, ,246, ,5.7, ,54.1, ,23.5, ,36.0, ,97, ,48, ,80, ,30.4, ,4.1, ,99.1, ,35.7, 
90,1/21/2022,21,0.06, ,0, ,265, ,4.5, ,44.1, ,22.6, ,32.7, ,98, ,44, ,72, ,24.7, ,5.9, ,140.6, ,35.7, 
90,1/22/2022,22,0.07, ,0, ,278, ,3.6, ,52.1, ,23.4, ,38.6, ,76, ,25, ,45, ,19.3, ,5.2, ,124.6, ,35.2, 
90,1/23/2022,23,0.05, ,0, ,281, ,4.1, ,55.4, ,21.6, ,35.7, ,88, ,30, ,57, ,22.1, ,4.0, ,96.0, ,35.3, 
90,1/24/2022,24,0.05, ,0, ,280, ,4.2, ,55.3, ,19.4, ,32.3, ,95, ,32, ,68, ,23.0, ,2.6, ,63.2, ,35.4, 
90,1/25/2022,25,0.05, ,0, ,294,R,3.6, ,49.2, ,17.0, ,32.5, ,84, ,26, ,57, ,19.1, ,3.3, ,79.5, ,35.1, 
90,1/26/2022,26,0.05, ,0, ,298,R,3.1, ,51.0, ,14.8, ,31.1, ,88, ,22, ,53, ,16.0, ,3.1, ,75.4, ,34.7, 
90,1/27/2022,27,0.05, ,0, ,295,R,3.1, ,53.6, ,13.6, ,30.5, ,92, ,18, ,54, ,16.0, ,3.3, ,80.3, ,34.3, 
90,1/28/2022,28,0.07, ,0, ,303,R,2.9, ,52.3, ,15.3, ,32.5, ,80, ,24, ,47, ,14.6, ,6.1, ,146.6, ,34.0, 
90,1/29/2022,29,0.06, ,0, ,310,R,3.0, ,52.9, ,13.6, ,29.8, ,88, ,20, ,54, ,15.4, ,3.0, ,73.0, ,33.8, 
90,1/30/2022,30,0.06, ,0, ,299, ,3.4, ,57.0, ,13.7, ,33.7, ,93, ,15, ,52, ,18.1, ,3.2, ,76.4, ,33.7, 
90,1/31/2022,31,0.06, ,0, ,10, ,2.7, ,38.7, ,21.3, ,26.4, ,88, ,24, ,55, ,12.5, ,3.2, ,76.1, ,34.1, 
