192,9/1/2022,244,0.21, ,0.13, ,538, ,11.2, ,92.3,Y,53.3, ,71.3, ,77, ,18, ,43, ,47.5, ,2.8, ,66.7, ,62.7, 
192,9/2/2022,245,0.19, ,0.05, ,491, ,13.4, ,90.7, ,54.0, ,70.8, ,81, ,25, ,52, ,52.3, ,3.1, ,73.5, ,62.8, 
192,9/3/2022,246,0.13, ,0.20, ,407, ,17.6,Y,87.3, ,57.6, ,69.0, ,95, ,31, ,73,Y,59.9,Y,2.3, ,55.0, ,63.4, 
192,9/4/2022,247,0.13, ,0.14, ,422, ,18.5,Y,84.6, ,55.8, ,68.5, ,97, ,42, ,78,Y,61.2,Y,2.5, ,60.4, ,64.1, 
192,9/5/2022,248,0.20, ,0, ,561, ,14.1, ,91.3, ,55.9, ,71.2, ,93, ,26, ,54, ,53.8, ,2.7, ,65.9, ,64.6, 
192,9/6/2022,249,0.22,R,0.03, ,585, ,12.3, ,90.2, ,53.5, ,72.3, ,77, ,24, ,46, ,50.1, ,3.8, ,91.4, ,64.2, 
192,9/7/2022,250,0.22, ,0.03, ,571, ,13.2, ,87.0, ,56.0, ,72.3, ,75, ,30, ,49, ,51.9, ,4.2, ,101.6, ,64.3, 
192,9/8/2022,251,0.11, ,0.04, ,325, ,13.3, ,83.6, ,55.6, ,67.4, ,82, ,34, ,58, ,52.1, ,2.2, ,53.4, ,64.2, 
192,9/9/2022,252,0.06, ,0.28, ,200, ,14.4, ,78.2, ,55.5, ,64.2, ,95, ,40, ,70, ,54.4, ,2.9, ,70.5, ,63.8, 
192,9/10/2022,253,0.05, ,0.02, ,214, ,15.9, ,69.3, ,56.4, ,62.4, ,94, ,66, ,82, ,57.0, ,3.1, ,75.4, ,63.9, 
192,9/11/2022,254,0.16, ,1.61, ,529, ,14.7, ,76.0, ,52.7, ,62.1, ,97, ,41, ,77, ,54.9, ,2.7, ,64.5, ,63.0, 
192,9/12/2022,255,0.15, ,0.33, ,508, ,15.2, ,70.1, ,50.7, ,59.5, ,98, ,69, ,87, ,55.8, ,3.6, ,85.7, ,61.6, 
192,9/13/2022,256,0.14, ,0.01, ,502, ,15.6, ,65.6, ,52.1, ,59.5, ,97, ,79, ,90, ,56.5, ,4.7, ,111.7, ,61.9, 
192,9/14/2022,257,0.17, ,0.00, ,595, ,12.1, ,66.3, ,44.1, ,56.2, ,98, ,56, ,78, ,49.5, ,3.6, ,85.6, ,61.9, 
192,9/15/2022,258,0.18, ,0.00, ,604,R,9.3, ,65.7, ,38.3, ,52.9, ,96, ,44, ,68, ,42.6, ,4.3, ,102.3, ,60.8, 
192,9/16/2022,259,0.18, ,0.04, ,597,R,8.8, ,68.4, ,38.9, ,53.8, ,95, ,31, ,62, ,41.3, ,3.6, ,86.2, ,59.7, 
192,9/17/2022,260,0.17, ,0, ,590,R,10.8, ,64.4, ,42.5, ,55.3, ,94, ,47, ,72, ,46.7, ,5.9, ,142.5, ,59.2, 
192,9/18/2022,261,0.17, ,0, ,585, ,10.2, ,62.1, ,49.2, ,55.8, ,89, ,34, ,67, ,45.0, ,7.5, ,179.9, ,59.4, 
192,9/19/2022,262,0.18, ,0, ,580, ,8.6, ,65.9, ,44.3, ,56.3, ,89, ,31, ,56, ,40.7, ,7.0, ,168.1, ,59.2, 
192,9/20/2022,263,0.18, ,0, ,569, ,9.5, ,66.0, ,45.1, ,56.3, ,95, ,37, ,61, ,43.2, ,7.6, ,181.8, ,58.9, 
192,9/21/2022,264,0.17, ,0.08, ,577,R,9.6, ,64.0, ,39.0, ,53.3, ,96, ,43, ,69, ,43.5, ,6.7, ,161.0, ,58.8, 
192,9/22/2022,265,0.19, ,0.10,H,583,R,5.9, ,73.0, ,32.2, ,52.5, ,97, ,15, ,44, ,31.1, ,3.5, ,84.7, ,57.3, 
192,9/23/2022,266,0.17, ,0.04, ,532, ,12.3, ,75.9, ,40.0, ,60.4, ,97, ,47, ,68, ,50.0, ,3.7, ,88.7, ,56.7, 
192,9/24/2022,267,0.17, ,0.07, ,528, ,13.5, ,77.7, ,49.6, ,63.0, ,95, ,44, ,69, ,52.6, ,3.2, ,76.0, ,58.0, 
192,9/25/2022,268,0.18, ,0.06, ,550, ,13.1, ,82.0, ,49.3, ,64.5, ,94, ,37, ,63, ,51.7, ,2.8, ,68.3, ,58.7, 
192,9/26/2022,269,0.18, ,0.08,H,532, ,9.9, ,83.7, ,46.6, ,62.8, ,90, ,18, ,51, ,44.3, ,2.5, ,58.8, ,58.9, 
192,9/27/2022,270,0.17, ,0.06, ,533, ,8.4, ,84.6, ,44.1, ,61.8, ,83, ,15, ,44, ,40.0, ,2.3, ,54.1, ,58.1, 
192,9/28/2022,271,0.18, ,0.00, ,497, ,10.8, ,81.0, ,46.9, ,64.2, ,80, ,30, ,53, ,46.5, ,3.9, ,94.1, ,57.9, 
192,9/29/2022,272,0.18, ,0.01, ,520, ,10.1, ,78.0, ,46.7, ,62.1, ,86, ,28, ,53, ,44.9, ,4.0, ,96.6, ,58.2, 
192,9/30/2022,273,0.18, ,0.02,H,526, ,8.5, ,72.5, ,40.2, ,58.1, ,83, ,24, ,52, ,40.4, ,4.5, ,107.6, ,57.9, 
