52,9/1/2022,244,0.21, ,0, ,554, ,14.5, ,89.3, ,56.9, ,69.7, ,87, ,35, ,59, ,54.6, ,3.0, ,72.5, ,70.5, 
52,9/2/2022,245,0.20, ,0, ,552, ,14.4, ,84.8, ,55.2, ,67.4, ,92, ,39, ,63, ,54.3, ,2.6, ,61.5, ,71.0, 
52,9/3/2022,246,0.29,R,0, ,553, ,9.9, ,106.3,R,61.4, ,83.6,R,71,H,12,H,--,R,--,I,4.9, ,118.1, ,71.4, 
52,9/4/2022,247,0.25,R,0, ,539, ,12.4, ,102.9,Y,67.0,Y,84.8,R,52,H,20,H,--,R,--,I,3.1, ,75.3, ,72.2, 
52,9/5/2022,248,0.22,R,0, ,504, ,13.4, ,99.1,Y,71.3,R,85.8,R,56,H,19,H,--,R,--,I,3.0, ,72.4, ,73.4, 
52,9/6/2022,249,0.23, ,0, ,546, ,15.1, ,98.7,Y,66.6,Y,78.9,Y,62, ,25, ,45,Y,55.6,Y,2.4, ,56.6, ,73.8,Y
52,9/7/2022,250,0.21, ,0, ,540, ,15.4, ,93.5, ,62.9, ,75.6, ,83, ,29, ,51, ,56.1, ,2.6, ,61.3, ,73.8,Y
52,9/8/2022,251,0.19, ,0, ,493, ,16.3, ,92.4, ,59.9, ,74.3, ,94, ,31, ,56, ,57.7, ,2.2, ,53.6, ,73.7, 
52,9/9/2022,252,0.12, ,0, ,275, ,15.7, ,93.9, ,65.3,Y,77.8,Y,69, ,31, ,48,Y,56.7,Y,1.7, ,40.6, ,73.6,Y
52,9/10/2022,253,0.15, ,0.08, ,401, ,20.4, ,90.3, ,67.4,Y,74.8, ,94, ,44, ,69, ,64.0, ,2.4, ,57.3, ,74.0,Y
52,9/11/2022,254,0.13, ,0.01, ,352, ,21.1, ,86.8, ,67.0,Y,75.8,Y,94, ,50, ,69,Y,65.0,Y,3.1, ,74.8, ,74.4,Y
52,9/12/2022,255,0.15, ,0.00, ,434, ,17.9, ,84.1, ,61.0, ,69.0, ,91, ,50, ,74, ,60.3, ,2.7, ,65.1, ,74.2,Y
52,9/13/2022,256,0.16, ,0, ,513, ,15.7, ,80.0, ,59.8, ,64.5, ,90, ,47, ,76, ,56.6, ,3.3, ,79.0, ,73.7,Y
52,9/14/2022,257,0.17, ,0, ,525, ,14.6, ,74.6, ,51.7, ,63.2, ,92, ,50, ,74, ,54.8, ,3.1, ,73.9, ,72.6, 
52,9/15/2022,258,0.17, ,0, ,512, ,14.4, ,75.9, ,53.9, ,62.6, ,94, ,47, ,74, ,54.2, ,3.2, ,76.7, ,71.8, 
52,9/16/2022,259,0.17, ,0, ,515, ,13.9, ,75.8, ,53.2, ,63.5, ,91, ,49, ,69, ,53.3, ,3.7, ,87.7, ,71.1, 
52,9/17/2022,260,0.13, ,0, ,428, ,13.9, ,69.4, ,51.8, ,59.5, ,95, ,59, ,80, ,53.3, ,2.8, ,67.8, ,70.4, 
52,9/18/2022,261,0.11, ,0.43, ,333, ,14.2, ,74.0, ,52.2, ,62.8, ,94, ,48, ,72, ,53.8, ,3.5, ,84.8, ,70.1, 
52,9/19/2022,262,0.02, ,0.76, ,125, ,18.7, ,66.0, ,59.6, ,62.6, ,98, ,91, ,96, ,61.5, ,1.7, ,40.0, ,69.4, 
52,9/20/2022,263,0.15,R,0.01, ,480, ,15.8, ,75.3, ,54.4, ,63.1, ,99, ,47, ,80, ,56.8, ,2.4, ,58.8, ,69.5, 
52,9/21/2022,264,0.15,R,0, ,483, ,15.3, ,75.9, ,52.1, ,63.2, ,98, ,50, ,77, ,56.0, ,2.7, ,65.1, ,69.6, 
52,9/22/2022,265,0.20, ,0, ,498, ,13.4, ,84.6, ,59.8, ,70.7, ,85, ,29, ,52, ,52.3, ,5.7,Y,136.9,Y,69.6, 
52,9/23/2022,266,0.21, ,0, ,500, ,12.8, ,89.8, ,57.5, ,73.3, ,87, ,25, ,46, ,51.0, ,5.5,Y,132.2,Y,69.8, 
52,9/24/2022,267,0.14, ,0, ,449, ,15.8, ,77.4, ,54.9, ,62.4, ,99, ,54, ,82, ,56.8, ,2.6, ,62.7, ,70.0, 
52,9/25/2022,268,0.12, ,0, ,391, ,16.0, ,72.6, ,57.3, ,62.1, ,97, ,62, ,84, ,57.2, ,3.0, ,70.9, ,70.2, 
52,9/26/2022,269,0.12, ,0, ,391, ,15.6, ,75.9, ,57.2, ,61.8, ,95, ,58, ,83, ,56.5, ,3.1, ,74.1, ,70.1, 
52,9/27/2022,270,0.13, ,0, ,426, ,15.2, ,77.8, ,55.9, ,62.3, ,97, ,51, ,79, ,55.8, ,3.0, ,71.7, ,70.1, 
52,9/28/2022,271,0.16, ,0, ,463, ,14.4, ,83.9, ,53.9, ,64.2, ,94, ,37, ,70, ,54.3, ,2.5, ,60.0, ,69.8, 
52,9/29/2022,272,0.15, ,0.00, ,460, ,14.5, ,79.6, ,52.0, ,62.2, ,96, ,47, ,76, ,54.5, ,2.3, ,54.0, ,69.5, 
52,9/30/2022,273,0.12, ,0, ,405, ,15.6, ,74.6, ,54.9, ,61.3, ,99, ,60, ,84, ,56.5, ,2.8, ,66.8, ,69.5, 
