13,9/1/2022,244,0.29, ,0, ,590, ,9.4, ,101.9, ,74.3, ,87.0, ,33, ,13, ,22, ,43.0, ,5.3, ,126.4, ,71.7, 
13,9/2/2022,245,0.29, ,0, ,585, ,7.9, ,103.3, ,76.1,Y,88.2,Y,27, ,9, ,17,Y,38.5,Y,4.8, ,116.0, ,71.9, 
13,9/3/2022,246,0.29, ,0, ,578, ,8.4, ,101.7, ,73.9, ,87.1, ,27, ,12, ,19, ,40.1, ,5.0, ,119.8, ,71.9, 
13,9/4/2022,247,0.29, ,0, ,568, ,8.3, ,104.3,Y,76.3,Y,88.9,Y,26, ,12, ,18,Y,39.7,Y,5.3, ,128.3, ,72.0, 
13,9/5/2022,248,0.31, ,0, ,535, ,9.4, ,107.5,Y,78.3,Y,92.7,Y,27, ,10, ,18,Y,42.9,Y,6.1, ,146.0, ,72.4, 
13,9/6/2022,249,0.31,R,0, ,552, ,10.5, ,110.9,Y,80.4,Y,95.0,R,29, ,9, ,--,R,--,I,5.7, ,135.9, ,73.1, 
13,9/7/2022,250,0.29, ,0, ,532, ,11.0, ,105.5,Y,80.7,R,91.6,Y,29, ,15, ,22,Y,47.0,Y,5.3, ,128.2, ,73.5, 
13,9/8/2022,251,0.30, ,0, ,532, ,11.0, ,111.4,R,80.9,R,93.0,Y,31, ,14, ,21,Y,47.0,Y,5.8, ,138.0, ,73.4, 
13,9/9/2022,252,0.22, ,0, ,377, ,10.6, ,102.1,Y,77.9,Y,88.4,Y,34, ,14, ,23,Y,46.1,Y,5.1, ,122.0, ,73.3, 
13,9/10/2022,253,0.18, ,0, ,342, ,11.6, ,91.9, ,65.8, ,77.6, ,54, ,24, ,36, ,48.5, ,4.4, ,104.4, ,72.9, 
13,9/11/2022,254,0.21, ,0, ,453, ,7.7, ,89.9, ,65.5, ,76.2, ,55, ,11, ,25, ,37.9, ,4.2, ,99.6, ,72.3, 
13,9/12/2022,255,0.13, ,0, ,269, ,9.6, ,85.6, ,68.5, ,75.4, ,40, ,23, ,32, ,43.4, ,4.0, ,94.8, ,72.0, 
13,9/13/2022,256,0.21, ,0, ,524, ,9.7, ,78.2, ,52.0, ,67.7, ,84, ,29, ,42, ,43.8, ,5.6, ,134.8, ,71.6, 
13,9/14/2022,257,0.18, ,0, ,527, ,10.4, ,73.2, ,50.9, ,60.6, ,83, ,39, ,58, ,45.7, ,5.1, ,122.7, ,70.6, 
13,9/15/2022,258,0.17, ,0, ,512, ,10.8, ,74.0, ,52.8, ,61.8, ,82, ,40, ,57, ,46.5, ,4.0, ,95.7, ,69.6, 
13,9/16/2022,259,0.14, ,0, ,379, ,10.0, ,75.2, ,53.0, ,62.5, ,74, ,35, ,52, ,44.5, ,3.9, ,92.8, ,68.8, 
13,9/17/2022,260,0.19, ,0, ,468, ,10.0, ,76.5, ,52.2, ,61.2, ,78, ,36, ,54, ,44.5, ,6.5, ,154.9, ,68.2, 
13,9/18/2022,261,0.12, ,0.20, ,268, ,10.1, ,72.7, ,48.8, ,57.3, ,95, ,31, ,63, ,44.8, ,7.2, ,173.1, ,67.7, 
13,9/19/2022,262,0.06, ,1.05, ,227, ,13.7, ,67.0, ,51.8, ,56.9, ,97, ,66, ,86, ,52.9, ,5.0, ,120.2, ,66.8, 
13,9/20/2022,263,0.10, ,0.02, ,358, ,13.5, ,67.0, ,52.2, ,58.6, ,97, ,60, ,80, ,52.5, ,3.6,Y,85.5,Y,66.6, 
13,9/21/2022,264,0.10, ,0, ,353, ,11.8, ,68.8, ,51.9, ,57.5, ,89, ,51, ,73, ,49.0, ,4.5, ,107.7, ,66.3, 
13,9/22/2022,265,0.17, ,0, ,498, ,10.9, ,75.0, ,49.7, ,61.8, ,83, ,38, ,58, ,46.8, ,5.1, ,122.8, ,65.7, 
13,9/23/2022,266,0.19, ,0, ,498, ,10.5, ,84.5, ,53.6, ,68.9, ,76, ,27, ,43, ,45.8, ,5.0, ,119.5, ,65.6, 
13,9/24/2022,267,0.21, ,0, ,492, ,9.0, ,87.9, ,60.5, ,73.9, ,51, ,18, ,31, ,41.7, ,5.5, ,132.3, ,66.0, 
13,9/25/2022,268,0.22, ,0, ,480, ,10.1, ,90.8, ,66.5, ,76.7, ,49, ,22, ,32, ,44.7, ,5.4, ,130.7, ,66.4, 
13,9/26/2022,269,0.21, ,0, ,474, ,12.4, ,91.1, ,67.1, ,76.9, ,55, ,26, ,39, ,50.3, ,4.9, ,118.5, ,67.0, 
13,9/27/2022,270,0.20, ,0, ,482, ,11.2, ,88.1, ,65.5, ,74.3, ,57, ,23, ,39, ,47.5, ,5.4, ,129.6, ,67.3, 
13,9/28/2022,271,0.21, ,0, ,474, ,7.2, ,83.7, ,61.1, ,71.4, ,42, ,17, ,28, ,36.2, ,5.3, ,128.3, ,66.9, 
13,9/29/2022,272,0.18, ,0, ,473, ,9.2, ,83.5, ,57.6, ,69.1, ,54, ,23, ,38, ,42.3, ,4.6, ,110.9, ,66.1, 
13,9/30/2022,273,0.19, ,0, ,466, ,9.7, ,84.7, ,60.1, ,70.9, ,54, ,26, ,37, ,43.6, ,4.9, ,118.1, ,65.9, 
