107,9/1/2022,244,0.19, ,0.02,H,571, ,22.0, ,92.1,Y,64.6, ,73.8, ,100, ,51, ,77, ,66.3, ,2.2, ,53.5, ,77.3, 
107,9/2/2022,245,0.20,R,0, ,575, ,22.8, ,90.5, ,66.2, ,77.1,Y,100, ,46, ,72,Y,67.3,Y,2.3, ,54.3, ,77.9, 
107,9/3/2022,246,0.21, ,0.01, ,559, ,22.8, ,95.1,Y,71.8,Y,81.5,Y,97, ,33, ,62,Y,67.3,Y,2.2, ,52.3, ,78.9, 
107,9/4/2022,247,0.20,R,0.02, ,569, ,22.3, ,104.2,R,73.7,R,--,S,96,H,27,H,--,Q,--,Q,2.3, ,54.4, ,80.0,Y
107,9/5/2022,248,0.21,R,0.02, ,567, ,24.6,Y,98.0,Y,73.0,Y,83.6,R,88,H,42,H,--,R,--,I,2.6, ,62.2, ,80.9,Y
107,9/6/2022,249,0.20,R,0.02, ,566, ,29.8,R,--,S,69.7,Y,82.5,R,100,H,56,H,--,R,--,I,2.4, ,56.5, ,80.7,Y
107,9/7/2022,250,0.19,R,0.04, ,542, ,25.1,Y,--,S,67.7, ,78.7,Y,100, ,46, ,75,Y,70.1,Y,1.9, ,46.2, ,80.3,Y
107,9/8/2022,251,0.14,R,0.02, ,398, ,28.0,R,--,S,67.7, ,82.0,Y,100,H,44,H,--,R,--,I,2.4, ,57.7, ,79.5,Y
107,9/9/2022,252,0.13,R,0.04, ,359, ,25.6,Y,--,S,71.4,Y,85.3,R,90,H,39,H,--,R,--,I,2.4, ,56.9, ,79.4,Y
107,9/10/2022,253,0.06, ,0.15, ,233, ,30.0,R,--,S,70.6,Y,78.5,Y,100, ,74, ,--,R,--,I,2.2, ,52.0, ,79.0, 
107,9/11/2022,254,0.12, ,0, ,355, ,29.4,R,95.2,Y,71.3,Y,79.0,Y,100, ,66, ,--,R,--,I,2.1, ,51.1, ,78.5, 
107,9/12/2022,255,0.13,R,0, ,396, ,26.4,R,--,S,68.3,Y,75.9, ,100, ,65, ,--,R,--,I,2.0, ,48.4, ,78.4, 
107,9/13/2022,256,0.17, ,0.04, ,528, ,23.0,Y,84.5, ,62.5, ,73.3, ,100, ,48, ,82,Y,67.5,Y,2.2, ,53.4, ,77.9, 
107,9/14/2022,257,0.18,R,0, ,543, ,21.0, ,100.7,R,60.3, ,72.6, ,99, ,52, ,77, ,64.9, ,2.4, ,58.6, ,76.8, 
107,9/15/2022,258,0.17,H,0, ,536, ,22.8,Y,--,S,62.1, ,73.0,H,95,H,65,H,82,Y,67.3,Y,2.5, ,59.6, ,76.3, 
107,9/16/2022,259,0.17, ,0, ,533, ,21.4, ,--,S,62.9, ,72.0, ,95, ,58, ,80, ,65.4, ,2.3, ,55.9, ,76.2, 
107,9/17/2022,260,0.14, ,0.04, ,453, ,19.9, ,77.1, ,63.1, ,69.1, ,97, ,64, ,82, ,63.4, ,2.5, ,59.4, ,75.8, 
107,9/18/2022,261,0.16, ,0, ,520, ,19.0, ,75.4, ,63.1, ,68.5, ,98, ,62, ,80, ,62.0, ,2.4, ,56.7, ,75.8, 
107,9/19/2022,262,0.06, ,0.02, ,225, ,19.8, ,76.3, ,62.9, ,68.9, ,95, ,69, ,82, ,63.3, ,2.5, ,59.9, ,75.0, 
107,9/20/2022,263,0.13,R,0, ,431, ,20.2, ,76.3, ,61.4, ,68.8, ,100, ,59, ,84, ,63.8, ,2.4, ,58.1, ,74.9, 
107,9/21/2022,264,0.16, ,0.03, ,526, ,19.3, ,86.9, ,61.2, ,70.0, ,95, ,59, ,77, ,62.5, ,2.6, ,62.5, ,74.2, 
107,9/22/2022,265,0.18, ,0, ,532, ,19.2, ,91.7,Y,60.7, ,73.6, ,97, ,38, ,68, ,62.3, ,2.2, ,53.7, ,74.5, 
107,9/23/2022,266,0.18,R,0, ,533, ,19.8, ,--,S,63.5, ,76.1,Y,91, ,42, ,64,Y,63.2,Y,1.9, ,44.5, ,75.0, 
107,9/24/2022,267,0.16, ,0, ,502, ,23.4,Y,--,S,63.3, ,73.5,H,100,H,57,H,83,Y,68.0,Y,2.1, ,50.1, ,75.0, 
107,9/25/2022,268,0.16, ,0.03, ,498, ,24.9,R,94.0,Y,64.9,Y,74.5,Y,100, ,55, ,--,R,--,I,2.5, ,58.9, ,75.3, 
107,9/26/2022,269,0.15,R,0.02, ,477, ,26.6,R,90.0, ,64.5, ,73.5, ,100, ,52, ,--,R,--,I,2.4, ,58.5, ,75.2, 
107,9/27/2022,270,0.15,R,0.04, ,469, ,24.7,Y,88.4, ,64.8,Y,73.6, ,100, ,53, ,87,Y,69.6,Y,2.0, ,46.8, ,75.3, 
107,9/28/2022,271,0.17,R,0.03, ,495, ,18.8, ,94.9,Y,64.2, ,75.9,Y,100, ,1, ,61,Y,61.7,Y,2.3, ,55.6, ,75.4, 
107,9/29/2022,272,0.18, ,0.01, ,486, ,11.0, ,91.2, ,64.1, ,73.8, ,84, ,4, ,39, ,47.1, ,2.7, ,65.4, ,75.0, 
107,9/30/2022,273,0.16,R,0.00, ,393, ,1.8,R,77.5, ,63.8, ,68.5, ,44,H,2,H,--,R,--,I,2.2, ,53.6, ,74.2, 
