6,9/1/2022,244,0.24, ,0, ,561, ,12.1, ,103.4, ,53.7, ,79.4, ,88, ,15, ,35, ,49.5, ,3.8, ,90.9, ,69.4, 
6,9/2/2022,245,0.25, ,0, ,563, ,12.4, ,102.6, ,56.1, ,79.5, ,89, ,12, ,36, ,50.3, ,4.0, ,95.9, ,70.4, 
6,9/3/2022,246,0.24, ,0, ,553, ,12.2, ,99.4, ,57.5, ,78.4, ,85, ,13, ,37, ,49.7, ,4.0, ,97.1, ,70.0, 
6,9/4/2022,247,0.25, ,0, ,544, ,11.2, ,103.2, ,57.1, ,81.9, ,83, ,12, ,30, ,47.5, ,3.9, ,92.7, ,70.4, 
6,9/5/2022,248,0.28,R,0, ,526, ,11.9, ,111.7,Y,63.6, ,88.8,R,62, ,10, ,--,R,--,I,5.0, ,120.3, ,71.7, 
6,9/6/2022,249,0.26,R,0, ,526, ,13.7, ,112.3,R,64.9, ,89.9,R,77, ,13, ,--,R,--,I,3.9, ,92.6, ,73.7, 
6,9/7/2022,250,0.28,R,0, ,512, ,12.1, ,107.2,Y,65.3, ,87.9,R,67,H,13,H,--,R,--,I,5.5, ,130.8, ,73.1, 
6,9/8/2022,251,0.25,R,0, ,509, ,13.1, ,108.6,Y,61.1, ,87.2,Y,81, ,14, ,30,Y,51.8,Y,3.9, ,93.2, ,73.5, 
6,9/9/2022,252,0.23, ,0, ,415, ,12.0, ,104.3,Y,65.6,Y,84.6,Y,70, ,14, ,30,Y,49.5,Y,5.3, ,126.7, ,73.5, 
6,9/10/2022,253,0.23, ,0, ,382, ,12.1, ,86.9, ,66.8,Y,76.1, ,65, ,21, ,39, ,49.6, ,8.4, ,202.5, ,70.3, 
6,9/11/2022,254,0.14, ,0, ,306, ,13.4, ,87.7, ,62.6, ,75.3, ,88, ,20, ,45, ,52.4, ,3.5, ,83.1, ,70.7, 
6,9/12/2022,255,0.17, ,0, ,388, ,14.4, ,90.2, ,63.1, ,75.5, ,86, ,25, ,48, ,54.3, ,4.3, ,102.3, ,71.5, 
6,9/13/2022,256,0.21, ,0, ,509, ,13.6, ,82.1, ,58.9, ,68.2, ,80, ,36, ,58, ,52.7, ,8.4, ,201.2, ,68.5, 
6,9/14/2022,257,0.18,H,0.01, ,388, ,12.9, ,79.3, ,58.3, ,69.6,H,94,H,37,H,52, ,51.3, ,7.6, ,182.5, ,69.6, 
6,9/15/2022,258,0.16, ,0, ,486, ,13.3, ,79.0, ,50.5, ,64.5, ,94, ,41, ,64, ,52.1, ,4.1, ,99.1, ,68.4, 
6,9/16/2022,259,0.17, ,0, ,483, ,13.4, ,83.0, ,50.1, ,66.7, ,93, ,37, ,60, ,52.3, ,3.9, ,94.0, ,68.8, 
6,9/17/2022,260,0.18, ,0, ,429, ,13.0, ,77.6, ,57.1, ,64.8, ,84, ,38, ,62, ,51.5, ,9.5,Y,227.6,Y,66.6, 
6,9/18/2022,261,0.07, ,1.20, ,204, ,15.4, ,73.7, ,58.2, ,63.1, ,94, ,58, ,78, ,56.1, ,7.1, ,171.0, ,64.8, 
6,9/19/2022,262,0.08, ,1.69, ,286, ,17.8,Y,74.1, ,59.3, ,63.8, ,98, ,65, ,88,Y,60.1,Y,3.6, ,86.3, ,66.6, 
6,9/20/2022,263,0.11, ,0, ,372, ,16.9, ,74.5, ,58.9, ,64.9, ,97, ,54, ,80, ,58.8, ,3.8, ,90.9, ,67.8, 
6,9/21/2022,264,0.09, ,0.03, ,307, ,16.1, ,76.9, ,60.0, ,66.3, ,92, ,45, ,73, ,57.4, ,4.3, ,103.7, ,67.6, 
6,9/22/2022,265,0.17, ,0, ,477, ,14.9, ,80.6, ,57.3, ,67.7, ,89, ,37, ,64, ,55.3, ,6.0, ,142.9, ,67.9, 
6,9/23/2022,266,0.17, ,0, ,475, ,15.5, ,86.1, ,55.9, ,69.7, ,91, ,34, ,62, ,56.3, ,3.6, ,87.2, ,68.7, 
6,9/24/2022,267,0.18, ,0, ,479, ,14.6, ,94.0, ,56.4, ,73.5, ,89, ,20, ,52, ,54.7, ,3.1, ,74.3, ,70.0, 
6,9/25/2022,268,0.17, ,0, ,457, ,14.8, ,93.6, ,58.1, ,73.7, ,87, ,22, ,52, ,55.0, ,3.3, ,78.7, ,71.6, 
6,9/26/2022,269,0.16, ,0, ,453, ,15.5, ,90.1, ,57.2, ,70.6, ,87, ,36, ,61, ,56.4, ,3.4, ,80.7, ,72.6, 
6,9/27/2022,270,0.15, ,0, ,464, ,13.2, ,83.8, ,51.3, ,66.0, ,91, ,30, ,60, ,51.9, ,3.7, ,88.2, ,70.0, 
6,9/28/2022,271,0.16, ,0, ,451, ,14.0, ,86.3, ,53.9, ,69.6, ,93, ,26, ,57, ,53.6, ,3.5, ,84.1, ,69.8, 
6,9/29/2022,272,0.16, ,0.01, ,447, ,14.9, ,86.0, ,54.6, ,69.5, ,96, ,30, ,60, ,55.2, ,4.0, ,97.2, ,69.3, 
6,9/30/2022,273,0.19, ,0, ,358, ,12.1, ,89.1, ,61.6, ,77.6, ,80, ,23, ,38, ,49.7, ,4.0, ,94.8, ,69.9, 
