262,9/1/2022,244,0.23, ,0, ,576, ,16.7, ,99.8, ,53.3, ,74.6, ,93, ,25, ,57, ,58.5, ,3.2, ,77.0, ,69.7, 
262,9/2/2022,245,0.25, ,0, ,573, ,13.9, ,98.3, ,58.5, ,76.9, ,91, ,16, ,44, ,53.3, ,4.1, ,99.0, ,70.8, 
262,9/3/2022,246,0.23, ,0, ,566, ,14.8, ,98.1, ,57.0, ,76.3, ,85, ,23, ,48, ,55.1, ,3.9, ,93.8, ,71.0, 
262,9/4/2022,247,0.22, ,0, ,562, ,17.1, ,99.7, ,56.9, ,75.6, ,94, ,22, ,56, ,59.0, ,3.0, ,72.7, ,71.3, 
262,9/5/2022,248,0.23, ,0, ,544, ,17.5, ,106.4,Y,59.9, ,80.3, ,92, ,18, ,50, ,59.8, ,3.5, ,84.1, ,71.9, 
262,9/6/2022,249,0.22,R,0, ,543, ,20.4,Y,108.3,Y,64.4, ,85.3,R,92,H,26,H,--,R,--,I,2.8, ,68.3, ,73.4, 
262,9/7/2022,250,0.23,R,0, ,535, ,18.3, ,103.0,Y,63.2, ,80.4,Y,91, ,19, ,52,Y,61.0,Y,3.6, ,85.6, ,73.8, 
262,9/8/2022,251,0.23, ,0, ,520, ,18.2, ,105.7,Y,61.4, ,80.5,Y,90, ,21, ,51,Y,60.9,Y,3.7, ,89.4, ,73.5, 
262,9/9/2022,252,0.21, ,0, ,512, ,18.9, ,101.8,Y,61.1, ,78.7, ,93, ,25, ,56, ,61.9, ,3.3, ,79.7, ,73.7, 
262,9/10/2022,253,0.14, ,0, ,338, ,16.0, ,84.8, ,61.4, ,73.3, ,70, ,43, ,57, ,57.2, ,5.2, ,125.5, ,73.9, 
262,9/11/2022,254,0.18, ,0, ,442, ,14.3, ,89.9, ,62.2, ,73.5, ,88, ,19, ,51, ,54.1, ,3.3, ,79.2, ,73.9, 
262,9/12/2022,255,0.19, ,0, ,486, ,14.9, ,89.8, ,59.1, ,72.4, ,92, ,28, ,55, ,55.3, ,3.6, ,86.4, ,73.1, 
262,9/13/2022,256,0.18, ,0, ,506, ,14.8, ,80.3, ,53.1, ,66.6, ,93, ,45, ,67, ,55.1, ,4.4, ,105.3, ,72.8, 
262,9/14/2022,257,0.18, ,0, ,520, ,13.7, ,78.0, ,50.2, ,63.3, ,96, ,46, ,69, ,53.0, ,4.1, ,99.3, ,71.4, 
262,9/15/2022,258,0.16, ,0, ,495, ,14.0, ,77.2, ,49.6, ,63.1, ,97, ,47, ,71, ,53.5, ,3.5, ,83.9, ,70.6, 
262,9/16/2022,259,0.16, ,0, ,507, ,14.1, ,82.4, ,46.0, ,63.5, ,97, ,40, ,71, ,53.8, ,3.0, ,70.9, ,69.8, 
262,9/17/2022,260,0.17, ,0, ,487, ,13.3, ,78.5, ,47.6, ,62.0, ,97, ,39, ,70, ,52.2, ,4.3, ,103.7, ,69.4, 
262,9/18/2022,261,0.10, ,0.06, ,243, ,14.5, ,75.2, ,55.3, ,63.8, ,90, ,45, ,72, ,54.5, ,6.9, ,164.9, ,69.1, 
262,9/19/2022,262,0.10, ,0.04, ,310, ,17.3, ,76.9, ,59.8, ,65.7, ,96, ,55, ,80, ,59.4, ,4.9, ,117.2, ,69.5, 
262,9/20/2022,263,0.13, ,0.08, ,439, ,15.7, ,77.9, ,52.9, ,64.3, ,98, ,47, ,76, ,56.7, ,3.0, ,72.3, ,69.6, 
262,9/21/2022,264,0.15, ,0, ,466, ,14.5, ,78.1, ,52.4, ,64.0, ,97, ,44, ,71, ,54.5, ,3.6, ,85.7, ,69.1, 
262,9/22/2022,265,0.18, ,0, ,502, ,13.7, ,81.6, ,47.1, ,63.1, ,98, ,37, ,69, ,52.9, ,4.4, ,106.4, ,68.1, 
262,9/23/2022,266,0.17, ,0, ,502, ,14.8, ,88.4, ,48.9, ,66.4, ,98, ,33, ,67, ,55.1, ,2.4, ,58.4, ,70.7, 
262,9/24/2022,267,0.18, ,0, ,498, ,15.0, ,92.0, ,49.7, ,68.3, ,97, ,25, ,64, ,55.5, ,2.7, ,65.5, ,69.9, 
262,9/25/2022,268,0.18, ,0, ,475, ,15.5, ,90.9, ,52.7, ,70.5, ,97, ,34, ,61, ,56.4, ,3.6, ,87.5, ,69.2, 
262,9/26/2022,269,0.18, ,0, ,474, ,15.0, ,89.7, ,55.0, ,70.4, ,92, ,32, ,59, ,55.5, ,4.6, ,109.3, ,69.4, 
262,9/27/2022,270,0.16, ,0, ,489, ,13.0, ,84.8, ,52.4, ,66.1, ,90, ,30, ,59, ,51.5, ,4.6, ,110.1, ,69.1, 
262,9/28/2022,271,0.17, ,0, ,471, ,12.8, ,85.3, ,47.4, ,66.0, ,95, ,23, ,59, ,51.1, ,3.6, ,85.8, ,68.1, 
262,9/29/2022,272,0.16, ,0, ,468, ,15.4, ,86.0, ,51.6, ,66.1, ,96, ,35, ,70, ,56.2, ,3.3, ,78.2, ,68.1, 
262,9/30/2022,273,0.11, ,0, ,309, ,13.7, ,88.1, ,49.3, ,65.6, ,97, ,26, ,64, ,52.9, ,2.3, ,55.4, ,67.5, 
