242,9/1/2022,244,0.24, ,0, ,584, ,14.3, ,107.1,Y,51.8, ,77.0, ,93, ,19, ,45, ,54.1, ,3.3, ,78.3, ,72.7, 
242,9/2/2022,245,0.26, ,0, ,580, ,11.9, ,99.4, ,56.9, ,77.3, ,78, ,13, ,37, ,49.2, ,4.7, ,112.6, ,73.0, 
242,9/3/2022,246,0.25, ,0, ,571, ,12.4, ,98.9, ,54.5, ,77.8, ,80, ,15, ,38, ,50.3, ,4.0, ,95.8, ,73.2, 
242,9/4/2022,247,0.23, ,0, ,551, ,15.1, ,104.3, ,55.3, ,78.4, ,85, ,20, ,45, ,55.5, ,3.0, ,71.1, ,73.3, 
242,9/5/2022,248,0.25, ,0, ,546, ,15.3, ,111.8,Y,60.8, ,84.7,Y,76, ,21, ,38,Y,56.0,Y,3.6, ,86.5, ,73.6, 
242,9/6/2022,249,0.25,R,0, ,549, ,16.5, ,114.0,R,67.0, ,88.0,Y,75,H,21,H,37,Y,58.1,Y,3.7, ,87.9, ,74.3, 
242,9/7/2022,250,0.28,R,0, ,541, ,13.1, ,103.9, ,66.1, ,84.2,Y,73, ,13, ,33,Y,51.7,Y,5.3, ,127.7, ,74.9, 
242,9/8/2022,251,0.24, ,0, ,535, ,16.1, ,108.6,Y,63.0, ,84.2,Y,71, ,24, ,40,Y,57.5,Y,3.9, ,93.0, ,75.0, 
242,9/9/2022,252,0.24, ,0, ,519, ,14.7, ,106.1,Y,61.4, ,81.3, ,76, ,21, ,40, ,54.8, ,4.0, ,96.4, ,75.2, 
242,9/10/2022,253,0.17, ,0, ,382, ,15.2, ,82.6, ,59.3, ,71.5, ,81, ,44, ,58, ,55.8, ,5.6, ,134.6, ,75.2, 
242,9/11/2022,254,0.18, ,0, ,376, ,12.1, ,91.6, ,63.5, ,75.5, ,75, ,14, ,40, ,49.6, ,4.8, ,115.0, ,74.6, 
242,9/12/2022,255,0.22, ,0, ,475, ,13.8, ,90.1, ,65.4, ,74.7, ,74, ,23, ,47, ,53.2, ,5.3, ,126.5, ,74.2, 
242,9/13/2022,256,0.22, ,0, ,526, ,14.2, ,79.5, ,60.2, ,67.8, ,76, ,43, ,61, ,54.0, ,9.7, ,232.2, ,74.1, 
242,9/14/2022,257,0.19, ,0, ,517, ,14.1, ,78.5, ,55.1, ,66.0, ,88, ,42, ,65, ,53.8, ,7.2, ,172.8, ,73.3, 
242,9/15/2022,258,0.17, ,0, ,498, ,13.8, ,77.4, ,52.1, ,64.5, ,92, ,43, ,67, ,53.2, ,5.2, ,123.6, ,72.7, 
242,9/16/2022,259,0.17, ,0, ,508, ,13.5, ,84.6, ,47.0, ,65.2, ,97, ,35, ,64, ,52.6, ,3.3, ,79.6, ,72.2, 
242,9/17/2022,260,0.16, ,0, ,420, ,12.9, ,77.9, ,44.7,Y,62.2, ,98, ,41, ,67, ,51.2, ,5.5, ,131.1, ,71.8, 
242,9/18/2022,261,0.10, ,0.00, ,245, ,15.1, ,75.4, ,53.0, ,63.9, ,89, ,52, ,75, ,55.7, ,8.0, ,191.7, ,71.3, 
242,9/19/2022,262,0.08, ,0, ,292, ,18.0,Y,79.9, ,58.4, ,65.5, ,98, ,55, ,84,Y,60.5,Y,3.5, ,84.5, ,70.8, 
242,9/20/2022,263,0.12, ,0, ,404, ,16.5, ,78.5, ,57.6, ,65.4, ,99, ,48, ,77, ,58.0, ,3.4, ,82.3, ,71.0, 
242,9/21/2022,264,0.13, ,0, ,394, ,14.9, ,78.8, ,56.1, ,65.8, ,91, ,42, ,68, ,55.2, ,3.7, ,88.9, ,71.2, 
242,9/22/2022,265,0.18, ,0, ,496, ,14.9, ,82.3, ,53.7, ,66.4, ,98, ,37, ,68, ,55.3, ,5.0, ,119.4, ,71.0, 
242,9/23/2022,266,0.17, ,0, ,498, ,15.3, ,90.9, ,51.2, ,69.0, ,97, ,31, ,63, ,56.0, ,2.7, ,65.3, ,70.4, 
242,9/24/2022,267,0.18, ,0, ,497, ,15.4, ,93.9, ,53.4, ,71.6, ,99, ,24, ,58, ,56.2, ,2.8, ,67.9, ,70.3, 
242,9/25/2022,268,0.18, ,0, ,475, ,15.0, ,91.1, ,56.1, ,70.8, ,93, ,27, ,58, ,55.4, ,3.6, ,87.3, ,70.3, 
242,9/26/2022,269,0.18, ,0, ,475, ,14.9, ,88.6, ,54.7, ,68.8, ,92, ,33, ,62, ,55.2, ,4.5, ,108.6, ,70.4, 
242,9/27/2022,270,0.17, ,0, ,490, ,13.3, ,82.8, ,53.4, ,65.6, ,90, ,32, ,62, ,52.1, ,5.9, ,141.6, ,70.3, 
242,9/28/2022,271,0.19, ,0, ,476, ,13.7, ,84.2, ,49.8, ,68.2, ,93, ,28, ,58, ,52.9, ,5.6, ,134.0, ,70.0, 
242,9/29/2022,272,0.16, ,0, ,471, ,15.5, ,87.5, ,50.4, ,68.0, ,98, ,34, ,66, ,56.3, ,3.4, ,81.2, ,69.8, 
242,9/30/2022,273,0.17, ,0, ,471, ,13.3, ,92.9, ,50.4, ,69.2, ,95, ,27, ,54, ,52.1, ,3.2, ,76.7, ,69.6, 
