183,9/1/2022,244,--,N,0, ,646,R,8.1, ,104.7,Y,69.2, ,87.6, ,35, ,9, ,18, ,39.2, ,4.7, ,112.6, ,88.0, 
183,9/2/2022,245,--,N,0, ,655,R,8.2, ,106.6,Y,69.4, ,89.3,Y,36, ,9, ,17,Y,39.3,Y,5.7, ,137.8, ,88.4, 
183,9/3/2022,246,--,N,0.03, ,487, ,12.6, ,102.0, ,71.9, ,87.6,Y,47, ,17, ,28,Y,50.8,Y,6.5, ,156.7, ,88.4, 
183,9/4/2022,247,--,N,0, ,614, ,11.9, ,104.0, ,68.1, ,86.6, ,52, ,13, ,28, ,49.2, ,4.9, ,117.0, ,87.3, 
183,9/5/2022,248,--,N,0, ,605, ,10.5, ,106.6,Y,72.3,Y,88.2,Y,48, ,10, ,23,Y,45.7,Y,5.7, ,135.7, ,88.3, 
183,9/6/2022,249,--,N,0, ,816,R,7.7, ,106.7,Y,80.0,R,--,S,46, ,9, ,--,Q,--,Q,3.7, ,88.8, ,88.2, 
183,9/7/2022,250,--,N,0, ,616,R,10.0, ,104.6,Y,70.7, ,87.4,Y,39, ,12, ,22,Y,44.4,Y,2.9, ,70.8, ,88.7, 
183,9/8/2022,251,--,N,0.02, ,556, ,11.1, ,103.0, ,71.0,Y,84.4, ,46, ,13, ,28, ,47.3, ,2.5, ,60.8, ,88.4, 
183,9/9/2022,252,--,N,0, ,513, ,11.9, ,97.8, ,69.6, ,83.3, ,49, ,15, ,31, ,49.2, ,1.4,Y,33.9,Y,87.3, 
183,9/10/2022,253,--,N,0.20, ,273, ,17.9,R,81.2, ,66.4, ,74.3, ,89, ,43, ,--,R,--,I,1.3,Y,31.9,Y,86.4, 
183,9/11/2022,254,--,N,0.00, ,432, ,17.7,R,81.5, ,62.8, ,72.3, ,94, ,43, ,--,R,--,I,1.6, ,39.3, ,81.8, 
183,9/12/2022,255,--,N,0, ,466, ,16.2,R,82.1, ,64.4, ,72.9, ,80, ,40, ,--,R,--,I,1.4, ,32.9, ,80.7, 
183,9/13/2022,256,--,N,0.00, ,373, ,15.9,R,79.9, ,64.5, ,71.3, ,81, ,45, ,--,R,--,I,1.1, ,25.5, ,80.2, 
183,9/14/2022,257,--,N,0, ,595,R,10.1, ,85.4, ,61.3, ,72.7, ,76, ,15, ,37, ,44.8, ,1.1, ,27.0, ,79.0, 
183,9/15/2022,258,--,N,0, ,603,R,7.3, ,84.0, ,54.5, ,69.9, ,58, ,15, ,29, ,36.3, ,1.5, ,35.9, ,78.5, 
183,9/16/2022,259,--,N,0, ,585,R,7.6, ,87.5, ,55.3, ,71.7, ,57, ,14, ,29, ,37.5, ,1.3, ,32.2, ,78.3, 
183,9/17/2022,260,--,N,0, ,584,R,6.8, ,87.0, ,57.7, ,72.7, ,51, ,10, ,25, ,34.7, ,1.2, ,29.0, ,78.6, 
183,9/18/2022,261,--,N,0, ,588,R,6.4, ,82.7, ,60.6, ,71.5, ,46, ,16, ,24, ,33.0, ,1.3, ,32.1, ,78.2, 
183,9/19/2022,262,--,N,0, ,587,R,6.6, ,83.0, ,56.7, ,70.8, ,47, ,14, ,26, ,33.9, ,2.2, ,52.6, ,77.1, 
183,9/20/2022,263,--,N,0, ,579,R,7.2, ,81.4, ,61.1, ,71.3, ,34, ,22, ,28, ,36.2, ,1.0, ,25.1, ,76.7, 
183,9/21/2022,264,--,N,0, ,588,R,6.6, ,82.9, ,53.6, ,68.4, ,52, ,13, ,28, ,33.7, ,6.2, ,149.7, ,76.3, 
183,9/22/2022,265,--,N,0, ,586,R,6.7, ,82.0, ,51.9, ,66.5, ,53, ,14, ,30, ,34.2, ,4.0, ,97.0, ,75.7, 
183,9/23/2022,266,--,N,0, ,582,R,6.4, ,86.3, ,51.2, ,68.2, ,62, ,10, ,27, ,33.2, ,4.0, ,95.8, ,75.8, 
183,9/24/2022,267,--,N,0, ,556,R,8.1, ,90.6, ,52.2, ,71.7, ,58, ,15, ,31, ,39.2, ,3.8, ,90.1, ,76.2, 
183,9/25/2022,268,--,N,0, ,507, ,10.8, ,92.1, ,57.5, ,75.5, ,65, ,20, ,36, ,46.5, ,4.3, ,104.2, ,77.7, 
183,9/26/2022,269,--,N,0, ,438, ,9.9, ,92.9, ,62.4, ,77.4, ,68, ,14, ,31, ,44.4, ,4.2, ,100.7, ,78.7, 
183,9/27/2022,270,--,N,0, ,413, ,8.0, ,91.8, ,59.3, ,76.9, ,58, ,12, ,25, ,38.9, ,4.8, ,114.0, ,78.7, 
183,9/28/2022,271,--,N,0, ,533,R,8.3, ,93.6, ,56.0, ,75.3, ,70, ,12, ,28, ,39.7, ,6.9, ,165.5, ,78.2, 
183,9/29/2022,272,--,N,0, ,540,R,7.5, ,92.0, ,55.7, ,74.2, ,57, ,12, ,26, ,37.2, ,4.8, ,114.9, ,78.4, 
183,9/30/2022,273,--,N,0, ,539,R,7.3, ,88.3, ,55.1, ,72.1, ,56, ,12, ,27, ,36.3, ,5.2, ,125.5, ,78.2, 
