209,9/1/2022,244,0.18, ,0, ,580, ,15.5, ,70.8, ,54.7, ,60.7, ,99, ,63, ,85, ,56.3, ,5.2, ,124.4, ,75.4, 
209,9/2/2022,245,0.17, ,0.00, ,551, ,15.4, ,71.3, ,53.6, ,60.1, ,100, ,63, ,87, ,56.1, ,4.7, ,113.5, ,76.0, 
209,9/3/2022,246,0.19, ,0, ,565, ,15.5, ,78.5, ,54.9, ,65.4, ,94, ,49, ,72, ,56.3, ,4.8, ,116.0, ,76.4, 
209,9/4/2022,247,0.20, ,0, ,561, ,15.5, ,81.3, ,56.9, ,67.0,H,96,H,41,H,68, ,56.3, ,4.5, ,107.6, ,76.9, 
209,9/5/2022,248,0.21,R,0, ,550, ,14.3, ,90.9,Y,59.3, ,70.9,Y,89,H,25,H,55,Y,54.1,Y,4.6, ,109.7, ,77.9, 
209,9/6/2022,249,0.21,R,0, ,548, ,15.1, ,84.7,Y,61.0,Y,71.9,R,84,H,33,H,--,R,--,I,5.6, ,133.6, ,78.5,Y
209,9/7/2022,250,0.19, ,0, ,549, ,17.9, ,83.0, ,61.2,Y,68.4,Y,94, ,50, ,75,Y,60.3,Y,4.5, ,108.2, ,78.6,Y
209,9/8/2022,251,0.18, ,0, ,545, ,17.4, ,77.3, ,58.7, ,65.1, ,98, ,60, ,82, ,59.6, ,5.0, ,119.2, ,78.7,Y
209,9/9/2022,252,0.16, ,0, ,524, ,16.5, ,73.4, ,57.1, ,62.2, ,98, ,66, ,86, ,58.1, ,4.7, ,112.1, ,78.2,Y
209,9/10/2022,253,0.06, ,0, ,227, ,18.5, ,75.8, ,57.3, ,64.5, ,100, ,73, ,89, ,61.2, ,4.2, ,100.1, ,77.0, 
209,9/11/2022,254,0.17,H,0, ,479, ,17.8, ,82.1, ,61.7,Y,70.1,Y,89,H,30,H,71,Y,60.2,Y,5.1, ,122.9, ,77.0, 
209,9/12/2022,255,0.17, ,0, ,529, ,16.6, ,73.6, ,58.0, ,63.6, ,99, ,58, ,83, ,58.2, ,5.8, ,139.8, ,77.8,Y
209,9/13/2022,256,0.16, ,0, ,510, ,15.7, ,69.1, ,57.2, ,61.9, ,95, ,64, ,83, ,56.6, ,5.2, ,125.8, ,77.5,Y
209,9/14/2022,257,0.15, ,0.00, ,508, ,16.2, ,67.9, ,53.0, ,60.6, ,99, ,76, ,90, ,57.6, ,5.6, ,134.8, ,76.7, 
209,9/15/2022,258,0.15, ,0, ,500, ,15.9, ,69.0, ,56.6, ,61.3, ,97, ,64, ,86, ,57.0, ,5.2, ,125.6, ,76.5, 
209,9/16/2022,259,0.14, ,0, ,487, ,14.9, ,69.1, ,55.1, ,60.2, ,96, ,70, ,84, ,55.3, ,4.7, ,113.8, ,76.0, 
209,9/17/2022,260,0.13, ,0.00, ,445, ,15.1, ,66.9, ,54.1, ,60.2, ,97, ,69, ,85, ,55.7, ,5.5, ,131.1, ,75.7, 
209,9/18/2022,261,0.04, ,0.01, ,132, ,16.5, ,68.1, ,58.1, ,61.9, ,98, ,74, ,88, ,58.1, ,8.4, ,202.5, ,74.2, 
209,9/19/2022,262,0.09, ,0.02, ,350, ,17.7, ,67.9, ,59.3, ,61.8, ,98, ,82, ,94, ,60.1, ,4.2, ,100.5, ,70.9, 
209,9/20/2022,263,0.15, ,0, ,493, ,15.9, ,69.7, ,57.8, ,63.4, ,94, ,66, ,80, ,57.1, ,5.1, ,123.4, ,72.2, 
209,9/21/2022,264,0.13, ,0, ,436, ,15.5, ,69.5, ,58.0, ,62.7, ,95, ,63, ,80, ,56.3, ,4.8, ,115.6, ,72.7, 
209,9/22/2022,265,0.16, ,0, ,517, ,15.7, ,75.6, ,55.4, ,63.6, ,94, ,61, ,78, ,56.7, ,4.2, ,99.9, ,72.6, 
209,9/23/2022,266,0.17, ,0, ,524, ,15.6, ,79.0, ,58.1, ,64.9, ,97, ,48, ,74, ,56.5, ,4.6, ,110.8, ,73.0, 
209,9/24/2022,267,0.08, ,0, ,309, ,16.6, ,65.0, ,56.4, ,60.0, ,99, ,84, ,94, ,58.2, ,4.7, ,112.6, ,72.3, 
209,9/25/2022,268,0.04, ,0, ,175, ,16.8, ,62.6, ,57.9, ,59.5, ,100, ,90, ,96, ,58.5, ,3.7, ,88.2, ,71.3, 
209,9/26/2022,269,0.04, ,0, ,202, ,16.2, ,62.4, ,57.0, ,58.7, ,100, ,89, ,96, ,57.6, ,4.2, ,99.6, ,70.6, 
209,9/27/2022,270,0.11, ,0, ,410, ,16.0, ,68.8, ,56.2, ,60.3, ,100, ,69, ,90, ,57.3, ,4.3, ,102.7, ,70.8, 
209,9/28/2022,271,0.14, ,0, ,468, ,16.5, ,75.3, ,54.7, ,62.0, ,99, ,62, ,87, ,58.1, ,4.2, ,101.7, ,71.2, 
209,9/29/2022,272,0.12, ,0, ,451, ,16.6, ,70.5, ,54.5, ,60.9, ,100, ,72, ,91, ,58.2, ,4.4, ,104.4, ,71.6, 
209,9/30/2022,273,0.10, ,0, ,384, ,15.7, ,65.9, ,53.3, ,58.2, ,100, ,79, ,95, ,56.7, ,4.1, ,98.1, ,71.3, 
