135,9/1/2022,244,--,N,0, ,587, ,22.1, ,110.4, ,77.8, ,95.6, ,75, ,23, ,39, ,66.4, ,2.4, ,57.4, ,98.7, 
135,9/2/2022,245,--,N,0.03, ,577, ,24.7, ,108.4, ,77.9, ,93.5, ,76, ,28, ,46, ,69.6, ,4.0, ,96.6, ,99.0, 
135,9/3/2022,246,--,N,0, ,575, ,26.4, ,107.3, ,77.5, ,92.2, ,88, ,28, ,51, ,71.6, ,1.7, ,41.7, ,98.1, 
135,9/4/2022,247,--,N,0, ,546, ,24.8, ,111.4, ,81.0, ,94.4, ,78, ,19, ,45, ,69.7, ,3.5, ,83.1, ,98.5, 
135,9/5/2022,248,--,N,0, ,584, ,20.2, ,112.5, ,77.6, ,94.0, ,67, ,17, ,37, ,63.8, ,3.3, ,78.7, ,98.3, 
135,9/6/2022,249,--,N,0, ,575, ,20.1, ,114.6, ,77.4, ,95.8, ,66, ,13, ,35, ,63.7, ,3.3, ,79.2, ,98.0, 
135,9/7/2022,250,--,N,0, ,562, ,25.2, ,105.6, ,79.9, ,92.9, ,80, ,27, ,48, ,70.2, ,2.5, ,59.9, ,98.3, 
135,9/8/2022,251,--,N,0, ,293, ,23.0, ,101.2, ,80.1, ,89.1, ,73, ,29, ,49, ,67.5, ,2.2, ,52.5, ,97.4, 
135,9/9/2022,252,--,N,0.00, ,263, ,24.4, ,98.1, ,78.8, ,85.0, ,75, ,42, ,59, ,69.2, ,1.8, ,44.1, ,95.2, 
135,9/10/2022,253,--,N,0, ,393, ,23.2, ,93.7, ,75.0, ,84.3, ,75, ,42, ,58, ,67.7, ,1.6, ,37.4, ,93.5, 
135,9/11/2022,254,--,N,0.05, ,504, ,23.5, ,100.7, ,73.5, ,86.2, ,89, ,31, ,55, ,68.2, ,2.8, ,68.1, ,93.5, 
135,9/12/2022,255,--,N,0, ,466, ,23.1, ,98.0, ,74.2, ,85.7, ,88, ,34, ,55, ,67.7, ,1.9, ,46.6, ,93.5, 
135,9/13/2022,256,--,N,0, ,383, ,20.4, ,95.8, ,71.8, ,85.7, ,84, ,33, ,48, ,64.1, ,1.8, ,42.5, ,93.0, 
135,9/14/2022,257,--,N,0, ,546, ,20.1, ,99.1, ,72.8, ,85.9, ,78, ,27, ,48, ,63.7, ,2.1, ,49.3, ,92.6, 
135,9/15/2022,258,--,N,0, ,557, ,16.3, ,99.5, ,68.0, ,82.4, ,81, ,19, ,43, ,57.7, ,2.7, ,64.3, ,92.8, 
135,9/16/2022,259,--,N,0, ,560, ,13.4, ,98.7, ,64.4, ,81.0, ,73, ,18, ,37, ,52.3, ,2.2, ,52.9, ,91.5, 
135,9/17/2022,260,--,N,0, ,554, ,14.9, ,100.1, ,65.8, ,82.7, ,83, ,17, ,39, ,55.3, ,2.0, ,48.2, ,90.9, 
135,9/18/2022,261,--,N,0, ,560, ,13.4, ,100.3, ,63.4, ,81.8, ,75, ,14, ,36, ,52.4, ,2.1, ,49.4, ,90.5, 
135,9/19/2022,262,--,N,0, ,548, ,13.5, ,100.2, ,63.6, ,81.8, ,69, ,15, ,36, ,52.5, ,2.4, ,58.4, ,90.0, 
135,9/20/2022,263,--,N,0, ,536, ,15.0, ,101.4, ,65.3, ,85.1, ,66, ,18, ,36, ,55.4, ,3.3, ,78.5, ,89.9, 
135,9/21/2022,264,--,N,0, ,289, ,24.6, ,96.9, ,77.4,Y,86.3, ,79, ,42, ,57, ,69.5, ,2.0, ,47.1, ,91.0, 
135,9/22/2022,265,--,N,0, ,488, ,24.8, ,99.7, ,74.2, ,87.1, ,88, ,34, ,56, ,69.7, ,2.2, ,52.3, ,91.3, 
135,9/23/2022,266,--,N,0, ,508, ,21.0, ,103.9, ,76.5,Y,88.8, ,72, ,29, ,45, ,64.9, ,2.8, ,66.5, ,92.6, 
135,9/24/2022,267,--,N,0, ,499, ,21.7, ,105.6, ,76.4,Y,89.6, ,79, ,21, ,46, ,65.9, ,3.0, ,72.1, ,93.2, 
135,9/25/2022,268,--,N,0, ,528, ,13.9, ,106.1, ,69.1, ,87.4, ,71, ,10, ,31, ,53.4, ,4.2, ,100.5, ,93.0, 
135,9/26/2022,269,--,N,0, ,516, ,11.1, ,107.2, ,62.5, ,84.9, ,64, ,9, ,27, ,47.3, ,3.2, ,76.4, ,91.1, 
135,9/27/2022,270,--,N,0, ,453, ,16.3, ,107.3, ,74.8, ,90.5,Y,55, ,18, ,33,Y,57.7,Y,3.0, ,72.7, ,91.2, 
135,9/28/2022,271,--,N,0, ,460, ,17.4, ,104.4, ,70.4, ,88.1, ,70, ,21, ,38, ,59.5, ,2.5, ,60.0, ,91.9, 
135,9/29/2022,272,--,N,0, ,474, ,20.9, ,102.6, ,74.3, ,86.9, ,71, ,26, ,48, ,64.8, ,2.9, ,70.0, ,92.3, 
135,9/30/2022,273,--,N,0, ,469, ,19.6, ,100.5, ,73.1, ,87.0, ,69, ,26, ,45, ,62.9, ,1.7, ,40.0, ,92.2, 
