244,9/1/2022,244,0.22, ,0, ,581, ,15.0, ,106.9,Y,55.5, ,79.3, ,94, ,19, ,44, ,55.5, ,2.6, ,61.4, ,73.9, 
244,9/2/2022,245,0.23, ,0, ,585, ,15.1, ,101.4, ,60.3, ,80.8, ,85, ,22, ,42, ,55.7, ,3.1, ,73.5, ,74.4, 
244,9/3/2022,246,0.22, ,0, ,576, ,14.3, ,99.0, ,60.9, ,77.7, ,74, ,23, ,44, ,54.2, ,3.3, ,79.9, ,74.1, 
244,9/4/2022,247,0.21, ,0, ,565, ,14.5, ,106.3,Y,58.0, ,78.6, ,81, ,16, ,43, ,54.5, ,2.5, ,60.4, ,73.7, 
244,9/5/2022,248,0.23,R,0, ,548, ,16.5, ,111.8,R,61.8, ,83.6,Y,78, ,19, ,42,Y,58.0,Y,3.0, ,71.6, ,74.1, 
244,9/6/2022,249,0.22, ,0, ,527, ,19.7, ,111.1,Y,65.4, ,86.5,Y,82, ,26, ,46,Y,63.1,Y,2.6, ,62.2, ,75.3, 
244,9/7/2022,250,0.22, ,0, ,513, ,18.5, ,101.0, ,66.2,Y,85.2,Y,77,H,30,H,45,Y,61.3,Y,3.6, ,87.0, ,76.0, 
244,9/8/2022,251,0.22, ,0, ,532, ,18.2, ,110.5,Y,65.6,Y,85.0,Y,80, ,20, ,44,Y,60.8,Y,2.7, ,65.0, ,75.8, 
244,9/9/2022,252,0.19, ,0, ,445, ,17.3, ,105.0,Y,64.4, ,82.2,Y,86, ,21, ,46,Y,59.3,Y,3.2, ,76.5, ,75.5, 
244,9/10/2022,253,0.19, ,0, ,448, ,14.2, ,90.1, ,63.9, ,76.2, ,58, ,33, ,46, ,53.8, ,3.9, ,94.2, ,74.5, 
244,9/11/2022,254,0.12, ,0, ,340, ,15.9, ,88.7, ,64.3, ,74.1, ,73, ,35, ,55, ,57.0, ,2.5, ,60.2, ,73.5, 
244,9/12/2022,255,0.07, ,0.05, ,198, ,18.2, ,82.5, ,67.3,Y,73.0, ,79, ,43, ,66, ,60.8, ,2.9, ,69.0, ,73.2, 
244,9/13/2022,256,0.19, ,0, ,521, ,14.9, ,82.4, ,58.7, ,69.4, ,81, ,38, ,61, ,55.3, ,6.2, ,148.8, ,72.1, 
244,9/14/2022,257,0.16, ,0, ,506, ,14.2, ,78.4, ,53.0, ,65.3, ,92, ,42, ,67, ,54.0, ,3.5, ,84.8, ,70.7, 
244,9/15/2022,258,0.16, ,0, ,510, ,14.2, ,79.5, ,50.8, ,65.7, ,97, ,42, ,66, ,53.9, ,2.8, ,68.3, ,70.0, 
244,9/16/2022,259,0.16, ,0, ,507, ,14.1, ,85.2, ,51.0, ,67.4, ,95, ,36, ,62, ,53.8, ,3.0, ,72.8, ,69.5, 
244,9/17/2022,260,0.17, ,0, ,444, ,13.7, ,79.5, ,54.8, ,66.0, ,87, ,43, ,63, ,53.0, ,6.2, ,148.0, ,69.3, 
244,9/18/2022,261,0.07, ,0.36, ,236, ,15.4, ,71.3,Y,57.6, ,62.5, ,95, ,53, ,80, ,56.2, ,5.7, ,135.7, ,68.4, 
244,9/19/2022,262,0.06, ,1.57, ,251, ,18.1, ,73.5, ,58.5, ,63.6, ,100, ,69, ,90, ,60.6, ,4.0, ,96.9, ,67.5, 
244,9/20/2022,263,0.11, ,0.00, ,375, ,16.6, ,77.3, ,54.5, ,63.3, ,100, ,55, ,84, ,58.2, ,2.3, ,56.3, ,67.2, 
244,9/21/2022,264,0.08, ,0, ,275, ,16.5, ,76.2, ,55.8, ,63.2, ,100, ,52, ,83, ,58.1, ,3.0, ,71.1, ,67.1, 
244,9/22/2022,265,0.16, ,0, ,497, ,14.8, ,81.9, ,53.7, ,65.9, ,100, ,35, ,68, ,55.0, ,4.0, ,95.9, ,67.0, 
244,9/23/2022,266,0.16, ,0, ,493, ,14.9, ,91.9, ,50.5, ,68.6, ,98, ,32, ,62, ,55.3, ,2.3, ,55.5, ,67.0, 
244,9/24/2022,267,0.16, ,0, ,493, ,15.4, ,96.3, ,52.3, ,70.9, ,100, ,27, ,60, ,56.2, ,2.4, ,57.6, ,67.3, 
244,9/25/2022,268,0.17, ,0, ,473, ,15.3, ,100.4, ,54.9, ,73.4, ,98, ,21, ,54, ,56.0, ,2.4, ,58.4, ,67.7, 
244,9/26/2022,269,0.16, ,0, ,470, ,17.0, ,96.7, ,58.1, ,75.1, ,90, ,27, ,57, ,58.9, ,2.5, ,60.8, ,68.6, 
244,9/27/2022,270,0.15, ,0, ,474, ,14.7, ,84.6, ,54.0, ,68.6, ,93, ,39, ,62, ,54.9, ,3.2, ,77.1, ,68.5, 
244,9/28/2022,271,0.15, ,0, ,466, ,14.1, ,88.1, ,51.6, ,68.1, ,92, ,33, ,60, ,53.8, ,2.7, ,65.1, ,67.8, 
244,9/29/2022,272,0.15, ,0, ,464, ,14.8, ,88.2, ,54.8, ,68.8, ,97, ,31, ,61, ,55.0, ,2.9, ,68.5, ,67.6, 
244,9/30/2022,273,0.16, ,0, ,468, ,12.9, ,93.2, ,49.9, ,69.0, ,93, ,24, ,54, ,51.4, ,2.6, ,62.0, ,66.7, 
