140,9/1/2022,244,0.25, ,0, ,556, ,12.8, ,104.8,Y,58.2, ,81.3, ,70, ,18, ,35, ,51.0, ,5.2, ,124.0, ,75.5, 
140,9/2/2022,245,0.30, ,0, ,562, ,11.8, ,96.0, ,60.5, ,78.7, ,74, ,16, ,35, ,49.0, ,9.2, ,220.9, ,75.9, 
140,9/3/2022,246,0.29, ,0, ,552, ,12.3, ,97.5, ,68.3, ,80.3, ,50, ,18, ,35, ,50.1, ,8.8, ,211.2, ,75.7, 
140,9/4/2022,247,0.24, ,0, ,538, ,12.8, ,107.6,Y,62.2, ,83.3,Y,64, ,16, ,33,Y,51.2,Y,3.8, ,91.5, ,76.8,Y
140,9/5/2022,248,0.27,R,0, ,520, ,12.6, ,112.6,Y,67.1, ,90.0,R,57,H,17,H,--,R,--,I,4.8, ,116.2, ,78.1,Y
140,9/6/2022,249,0.28,R,0, ,524, ,14.2, ,116.1,R,69.2,Y,91.0,R,66,H,17,H,--,R,--,I,5.4, ,130.1, ,79.7,R
140,9/7/2022,250,0.31,R,0, ,516, ,13.0, ,103.2, ,67.4, ,87.9,Y,68, ,13, ,29,Y,51.4,Y,7.9, ,190.4, ,79.1,R
140,9/8/2022,251,0.27,R,0, ,509, ,14.1, ,111.9,Y,--,S,92.0,R,40,H,20,H,--,R,--,I,6.7, ,159.7, ,79.6,R
140,9/9/2022,252,0.27, ,0, ,499, ,13.0, ,108.8,Y,71.2,Y,86.8,Y,47,H,18,H,30,Y,51.5,Y,6.9, ,166.7, ,79.9,R
140,9/10/2022,253,0.18, ,0, ,335, ,16.2, ,81.5, ,66.0, ,72.8, ,72, ,47, ,59, ,57.5, ,10.5, ,250.8, ,77.5,Y
140,9/11/2022,254,0.19, ,0, ,312, ,12.6, ,90.6, ,66.2, ,76.7, ,67, ,18, ,40, ,50.8, ,7.3, ,176.0, ,76.2,Y
140,9/12/2022,255,0.22, ,0, ,364, ,13.5, ,88.6, ,67.0,Y,76.0, ,62, ,26, ,44, ,52.5, ,10.7, ,257.4, ,75.4, 
140,9/13/2022,256,0.22, ,0, ,512, ,14.6, ,77.7, ,62.6, ,68.1, ,74, ,47, ,62, ,54.7, ,12.7, ,305.3, ,74.0, 
140,9/14/2022,257,0.20, ,0, ,494, ,14.6, ,76.9, ,60.9, ,67.3, ,81, ,45, ,64, ,54.6, ,10.3, ,247.9, ,73.0, 
140,9/15/2022,258,0.18, ,0, ,481, ,14.3, ,76.7, ,59.8, ,66.6, ,82, ,43, ,64, ,54.1, ,8.0, ,191.3, ,72.8, 
140,9/16/2022,259,0.18, ,0, ,495, ,13.8, ,83.3, ,47.7, ,66.5, ,99, ,35, ,62, ,53.2, ,4.4, ,105.5, ,72.9, 
140,9/17/2022,260,0.17, ,0, ,451, ,13.5, ,76.0, ,47.5, ,63.6, ,99, ,45, ,67, ,52.6, ,6.3, ,151.2, ,72.3, 
140,9/18/2022,261,0.11, ,0.09, ,280, ,16.1, ,76.4, ,58.3, ,65.1, ,93, ,55, ,76, ,57.3, ,9.4, ,225.4, ,71.4, 
140,9/19/2022,262,0.08, ,0.47, ,269, ,18.1,Y,77.4, ,59.4, ,65.9, ,100, ,56, ,83,Y,60.7,Y,4.2, ,99.7, ,71.4, 
140,9/20/2022,263,0.12, ,0, ,367, ,16.9, ,79.8, ,60.5, ,67.5, ,100, ,46, ,74, ,58.8, ,4.4, ,105.2, ,71.4, 
140,9/21/2022,264,0.13, ,0.04, ,370, ,15.0, ,79.5, ,61.7, ,67.7, ,88, ,41, ,65, ,55.4, ,6.9, ,165.4, ,71.1, 
140,9/22/2022,265,0.17, ,0, ,481, ,15.1, ,84.0, ,59.0, ,70.0, ,89, ,34, ,60, ,55.6, ,5.7, ,137.3, ,71.1, 
140,9/23/2022,266,0.18, ,0, ,485, ,15.1, ,90.3, ,53.8, ,72.4, ,94, ,32, ,55, ,55.6, ,4.3, ,104.0, ,71.7, 
140,9/24/2022,267,0.19, ,0, ,484, ,14.5, ,96.8, ,52.4, ,75.0, ,99, ,20, ,49, ,54.6, ,3.7, ,88.8, ,71.9, 
140,9/25/2022,268,0.21, ,0, ,461, ,15.3, ,89.5, ,63.8, ,74.0, ,78, ,28, ,53, ,56.0, ,10.0, ,239.8, ,72.2, 
140,9/26/2022,269,0.19, ,0, ,464, ,15.6, ,85.7, ,60.1, ,69.7, ,89, ,37, ,63, ,56.5, ,11.2, ,268.4, ,71.1, 
140,9/27/2022,270,0.18, ,0, ,477, ,14.7, ,81.3, ,57.3, ,66.9, ,90, ,37, ,65, ,54.8, ,11.4, ,273.4, ,69.5, 
140,9/28/2022,271,0.21, ,0, ,463, ,14.7, ,83.1, ,61.3, ,70.7, ,79, ,30, ,57, ,54.9, ,11.3, ,271.9, ,69.4, 
140,9/29/2022,272,0.17, ,0, ,460, ,16.9, ,89.9, ,61.7, ,73.2, ,88, ,30, ,61, ,58.7, ,6.7, ,161.8, ,70.8, 
140,9/30/2022,273,0.19, ,0, ,456, ,13.6, ,93.8, ,56.6, ,76.2, ,91, ,23, ,44, ,52.7, ,5.2, ,125.3, ,71.7, 
