219,9/1/2022,244,0.27,R,0, ,562, ,12.9, ,110.0,Y,77.4,Y,92.3,Y,56, ,14, ,25,Y,51.2,Y,2.6, ,62.4, ,82.4,Y
219,9/2/2022,245,0.24, ,0, ,533, ,16.4, ,105.2, ,72.6, ,87.7, ,63, ,20, ,37, ,58.0, ,2.8, ,66.5, ,83.0,Y
219,9/3/2022,246,0.24, ,0, ,512, ,16.1, ,107.4, ,72.8, ,89.1, ,61, ,21, ,34, ,57.4, ,2.7, ,64.4, ,83.3,Y
219,9/4/2022,247,0.26, ,0, ,534, ,15.5, ,111.2,Y,75.6,Y,91.1,Y,51, ,17, ,31,Y,56.4,Y,3.0, ,71.1, ,83.7,Y
219,9/5/2022,248,0.24, ,0, ,528, ,17.9, ,109.7,Y,73.4,Y,89.4,Y,68, ,19, ,38,Y,60.4,Y,2.8, ,67.2, ,84.1,R
219,9/6/2022,249,0.24, ,0, ,526, ,18.1, ,109.1, ,72.5, ,88.7,Y,70, ,20, ,39,Y,60.7,Y,2.5, ,60.2, ,84.2,R
219,9/7/2022,250,0.23, ,0, ,521, ,16.6, ,105.6, ,73.2,Y,87.4, ,65, ,20, ,37, ,58.2, ,2.4, ,58.8, ,84.3,R
219,9/8/2022,251,0.13, ,0, ,274, ,16.4, ,98.2, ,73.0,Y,84.0, ,61, ,27, ,41, ,57.9, ,2.5, ,60.5, ,83.9,R
219,9/9/2022,252,0.16, ,0, ,352, ,18.6, ,99.0, ,68.8, ,82.8, ,100, ,28, ,49, ,61.4, ,3.1, ,74.1, ,83.5,Y
219,9/10/2022,253,0.06, ,0, ,219, ,22.9,Y,82.0, ,68.2, ,74.0, ,100, ,59, ,80,Y,67.4,Y,2.5, ,61.1, ,82.9,Y
219,9/11/2022,254,0.17, ,0, ,465, ,22.0,Y,92.0, ,72.4,Y,79.1, ,82, ,43, ,65,Y,66.3,Y,2.6, ,62.8, ,82.3,Y
219,9/12/2022,255,0.14, ,0, ,403, ,19.7, ,88.8, ,67.8, ,76.5, ,91, ,44, ,63, ,63.1, ,2.5, ,59.8, ,82.3,Y
219,9/13/2022,256,0.19, ,0, ,515, ,16.9, ,87.2, ,65.7, ,74.6, ,87, ,40, ,58, ,58.8, ,2.8, ,66.0, ,81.9,Y
219,9/14/2022,257,0.17, ,0, ,481, ,15.9, ,84.0, ,61.8, ,70.8, ,85, ,44, ,62, ,57.1, ,2.7, ,63.7, ,81.3,Y
219,9/15/2022,258,0.17, ,0, ,481, ,15.7, ,84.1, ,59.9, ,69.3, ,90, ,42, ,64, ,56.7, ,2.6, ,63.3, ,80.5, 
219,9/16/2022,259,0.18, ,0, ,528, ,15.2, ,85.0, ,57.1, ,69.2, ,94, ,39, ,63, ,55.9, ,2.6, ,61.5, ,79.9, 
219,9/17/2022,260,0.10, ,0, ,334, ,16.3, ,79.7, ,58.7, ,66.7, ,97, ,48, ,73, ,57.7, ,2.4, ,57.2, ,79.4, 
219,9/18/2022,261,0.15, ,0, ,427, ,15.2, ,78.3, ,57.9, ,67.7, ,85, ,45, ,66, ,55.9, ,3.1, ,74.6, ,78.9, 
219,9/19/2022,262,0.17, ,0.01, ,501, ,14.7, ,83.0, ,54.0, ,66.8, ,99, ,33, ,65, ,54.9, ,2.7, ,63.8, ,78.4, 
219,9/20/2022,263,0.16, ,0, ,472, ,15.8, ,82.6, ,57.8, ,68.1, ,96, ,45, ,67, ,56.9, ,2.9, ,68.5, ,78.2, 
219,9/21/2022,264,0.18, ,0, ,519, ,12.8, ,83.8, ,53.7, ,66.7, ,98, ,24, ,57, ,51.2, ,2.6, ,62.6, ,77.9, 
219,9/22/2022,265,0.19, ,0, ,526, ,10.3, ,92.8, ,53.0, ,70.7, ,88, ,7, ,40, ,45.4, ,2.3, ,55.8, ,77.4, 
219,9/23/2022,266,0.20, ,0, ,518, ,10.1, ,96.2, ,53.9, ,74.9, ,70, ,14, ,34, ,44.9, ,2.3, ,55.1, ,77.3, 
219,9/24/2022,267,0.21, ,0, ,493, ,8.8, ,98.1, ,61.5, ,77.3, ,56, ,13, ,27, ,41.1, ,2.4, ,57.7, ,77.8, 
219,9/25/2022,268,0.22, ,0, ,500, ,7.9, ,99.2, ,62.7, ,78.8, ,39, ,10, ,23, ,38.3, ,2.4, ,58.0, ,78.1, 
219,9/26/2022,269,0.21, ,0.00, ,498, ,11.6, ,99.7, ,63.2, ,80.3, ,53, ,19, ,33, ,48.4, ,2.5, ,59.3, ,78.3,Y
219,9/27/2022,270,0.21, ,0, ,493, ,12.8, ,104.2, ,64.5, ,82.3, ,65, ,13, ,34, ,51.0, ,2.5, ,59.0, ,78.8,Y
219,9/28/2022,271,0.20, ,0, ,487, ,13.4, ,102.8, ,65.3, ,81.4, ,64, ,17, ,37, ,52.4, ,2.5, ,59.6, ,79.2,Y
219,9/29/2022,272,0.19, ,0, ,485, ,14.5, ,97.1, ,61.8, ,76.4, ,83, ,22, ,47, ,54.5, ,2.5, ,59.9, ,79.2,Y
219,9/30/2022,273,0.16, ,0, ,455, ,16.6, ,86.9, ,61.0, ,70.5, ,93, ,31, ,65, ,58.3, ,2.6, ,63.1, ,78.9,Y
