158,9/1/2022,244,0.19, ,0, ,540, ,12.2, ,93.9, ,44.7, ,65.5, ,96, ,17, ,57, ,49.8, ,2.1, ,50.2, ,66.9, 
158,9/2/2022,245,0.18, ,0, ,543, ,13.2, ,91.4, ,45.8, ,63.9, ,99, ,27, ,65, ,52.0, ,2.2, ,53.3, ,67.2, 
158,9/3/2022,246,0.20, ,0, ,533, ,13.2, ,90.5, ,50.3, ,68.8, ,91, ,26, ,55, ,51.9, ,2.4, ,58.5, ,67.8, 
158,9/4/2022,247,0.21, ,0, ,517, ,12.5, ,99.6, ,51.4, ,73.6, ,92, ,18, ,44, ,50.5, ,2.5, ,59.3, ,68.4, 
158,9/5/2022,248,0.22, ,0, ,504, ,13.7, ,107.9,Y,58.9, ,80.9,Y,74, ,15, ,38,Y,53.0,Y,2.3, ,56.4, ,69.6, 
158,9/6/2022,249,0.22, ,0, ,510, ,14.2, ,111.3,Y,63.4,Y,80.5,Y,67, ,19, ,40,Y,53.9,Y,2.3, ,55.1, ,69.1, 
158,9/7/2022,250,0.20, ,0, ,486, ,13.2, ,98.2, ,61.4,Y,75.8, ,71, ,17, ,43, ,52.0, ,2.3, ,55.9, ,70.6, 
158,9/8/2022,251,0.21, ,0, ,499, ,14.3, ,104.2,Y,58.0, ,78.0,Y,73, ,19, ,44,Y,54.1,Y,2.2, ,53.1, ,70.9, 
158,9/9/2022,252,0.16,R,0, ,445, ,13.8, ,94.0, ,52.3, ,68.1, ,94, ,25, ,59, ,53.2, ,2.1, ,50.9, ,70.5, 
158,9/10/2022,253,0.13, ,0, ,408, ,16.6, ,78.7, ,54.8, ,65.3, ,96, ,51, ,78, ,58.3, ,2.5, ,61.0, ,69.7, 
158,9/11/2022,254,0.10,R,0, ,291, ,16.1, ,85.0, ,61.6,Y,68.2, ,93, ,33, ,69, ,57.4, ,1.9, ,44.7, ,69.9, 
158,9/12/2022,255,0.14, ,0, ,415, ,15.8, ,84.4, ,54.6, ,66.5, ,92, ,42, ,71, ,56.9, ,2.3, ,55.4, ,70.1, 
158,9/13/2022,256,0.15, ,0, ,493, ,14.0, ,74.2, ,50.6, ,60.4, ,98, ,55, ,78, ,53.6, ,2.8, ,66.5, ,69.0, 
158,9/14/2022,257,0.15, ,0, ,472, ,13.3, ,72.1, ,46.4, ,58.2, ,96, ,54, ,80, ,52.1, ,3.0, ,71.7, ,67.6, 
158,9/15/2022,258,0.14, ,0, ,463, ,13.3, ,73.6, ,47.3, ,58.7, ,99, ,55, ,79, ,52.2, ,2.7, ,65.4, ,66.8, 
158,9/16/2022,259,0.15, ,0, ,465, ,12.8, ,78.0, ,47.2, ,60.4, ,96, ,45, ,71, ,51.2, ,2.7, ,65.1, ,66.6, 
158,9/17/2022,260,0.11, ,0, ,369, ,12.6, ,74.9, ,44.5, ,57.8, ,97, ,46, ,77, ,50.7, ,2.9, ,69.3, ,65.7, 
158,9/18/2022,261,0.03, ,0, ,135, ,16.0, ,66.7, ,56.0, ,60.1, ,97, ,81, ,90, ,57.2, ,2.5, ,60.0, ,65.8, 
158,9/19/2022,262,0.12, ,0, ,386, ,14.8, ,75.8, ,52.4, ,61.8, ,100, ,52, ,78, ,55.0, ,2.5, ,59.2, ,65.8, 
158,9/20/2022,263,0.08, ,0, ,278, ,13.5, ,72.0, ,47.5, ,59.5, ,98, ,59, ,78, ,52.5, ,2.5, ,60.0, ,65.6, 
158,9/21/2022,264,0.12, ,0, ,379, ,14.4, ,74.7, ,52.0, ,61.9, ,95, ,47, ,76, ,54.3, ,2.5, ,60.9, ,65.9, 
158,9/22/2022,265,0.14, ,0, ,425, ,13.3, ,81.5, ,47.8, ,62.3, ,98, ,41, ,69, ,52.2, ,2.9, ,68.6, ,65.6, 
158,9/23/2022,266,0.15,R,0, ,420, ,14.0, ,88.7, ,49.3, ,66.3, ,97, ,34, ,63, ,53.5, ,2.5, ,60.9, ,65.6, 
158,9/24/2022,267,0.16,R,0, ,427, ,12.7, ,91.6, ,49.6, ,67.0, ,95, ,23, ,56, ,50.9, ,2.4, ,57.7, ,65.8, 
158,9/25/2022,268,0.13, ,0, ,427, ,13.9, ,78.3, ,47.8, ,59.4, ,99, ,52, ,80, ,53.3, ,2.2, ,52.9, ,65.5, 
158,9/26/2022,269,0.12, ,0, ,425, ,14.2, ,77.4, ,51.5, ,59.1, ,99, ,52, ,83, ,53.9, ,2.2, ,51.9, ,66.1, 
158,9/27/2022,270,0.11, ,0, ,377, ,13.3, ,76.6, ,49.8, ,58.3, ,96, ,50, ,80, ,52.2, ,2.2, ,52.7, ,65.8, 
158,9/28/2022,271,0.12, ,0, ,410, ,14.1, ,79.9, ,46.0, ,60.1, ,99, ,47, ,80, ,53.8, ,2.4, ,57.0, ,65.1, 
158,9/29/2022,272,0.14, ,0, ,398, ,13.7, ,83.7, ,48.1, ,63.8, ,98, ,39, ,68, ,52.9, ,2.6, ,62.7, ,65.4, 
158,9/30/2022,273,0.14, ,0, ,400, ,12.3, ,87.0, ,48.8, ,64.2, ,94, ,31, ,60, ,50.0, ,2.5, ,59.8, ,65.1, 
