225,9/1/2022,244,0.21, ,0, ,764,R,8.2, ,100.3, ,49.8, ,80.2,Y,81, ,10, ,23,Y,39.5,Y,3.4, ,80.8, ,70.2, 
225,9/2/2022,245,0.23, ,0.03, ,570, ,10.0, ,97.2, ,42.2, ,67.9, ,100, ,11, ,43, ,44.6, ,3.7, ,88.0, ,65.3, 
225,9/3/2022,246,0.21, ,0, ,531, ,8.0, ,91.6, ,39.9, ,66.9, ,79, ,13, ,36, ,38.9, ,3.8, ,91.3, ,67.0, 
225,9/4/2022,247,0.19, ,0, ,475, ,9.8, ,93.9, ,42.5, ,66.7, ,83, ,17, ,44, ,44.1, ,3.3, ,80.0, ,67.0, 
225,9/5/2022,248,0.19, ,0, ,488, ,10.2, ,99.3, ,42.5, ,69.1, ,83, ,17, ,42, ,45.1, ,2.9, ,68.6, ,67.3, 
225,9/6/2022,249,0.21, ,0.02, ,522, ,12.2, ,104.3,Y,45.7, ,71.0, ,100, ,15, ,47, ,49.9, ,3.3, ,79.5, ,68.4, 
225,9/7/2022,250,0.17, ,0, ,388, ,12.1, ,99.2, ,52.1, ,74.4,Y,81, ,20, ,42,Y,49.6,Y,3.9, ,92.8, ,69.2, 
225,9/8/2022,251,0.21, ,0, ,535, ,9.4, ,97.1, ,47.9, ,72.2, ,80, ,12, ,35, ,42.8, ,3.4, ,80.7, ,69.2, 
225,9/9/2022,252,0.21, ,0, ,528, ,7.0, ,96.9, ,41.7, ,67.6, ,78, ,10, ,30, ,35.4, ,3.3, ,79.9, ,68.3, 
225,9/10/2022,253,0.19, ,0, ,437, ,8.9, ,98.0, ,41.8, ,68.3, ,77, ,19, ,38, ,41.5, ,3.2, ,76.4, ,67.6, 
225,9/11/2022,254,0.08, ,0.06, ,228, ,13.0, ,81.9, ,47.6, ,63.2, ,100, ,36, ,66, ,51.5, ,2.8, ,66.2, ,65.2, 
225,9/12/2022,255,0.19, ,0, ,483, ,10.6, ,91.5, ,49.8, ,68.6, ,84, ,20, ,44, ,46.0, ,3.8, ,90.0, ,66.0, 
225,9/13/2022,256,0.19, ,0, ,502, ,8.7, ,84.8, ,39.4, ,61.6, ,82, ,21, ,47, ,41.0, ,3.7, ,89.1, ,65.7, 
225,9/14/2022,257,0.17, ,0, ,491, ,9.7, ,80.7, ,39.8, ,60.5, ,89, ,26, ,54, ,43.7, ,3.4, ,82.4, ,65.2, 
225,9/15/2022,258,0.17, ,0, ,498, ,9.4, ,78.8, ,40.3, ,59.2, ,87, ,27, ,55, ,43.0, ,3.6, ,86.2, ,64.8, 
225,9/16/2022,259,0.16, ,0, ,483, ,9.0, ,80.2, ,38.1, ,59.2, ,93, ,22, ,53, ,41.9, ,3.4, ,81.9, ,64.4, 
225,9/17/2022,260,0.07, ,0.06, ,235, ,9.9, ,70.2, ,38.0, ,52.6, ,91, ,46, ,73, ,44.2, ,3.5, ,83.6, ,63.3, 
225,9/18/2022,261,0.06, ,0, ,167, ,10.0, ,61.1, ,46.0, ,53.4, ,92, ,50, ,71, ,44.4, ,4.5, ,107.6, ,62.7, 
225,9/19/2022,262,0.13, ,0.16, ,407, ,10.8, ,68.6, ,47.6, ,56.0, ,98, ,42, ,71, ,46.7, ,3.9, ,94.2, ,62.4, 
225,9/20/2022,263,0.11, ,0.01, ,362, ,11.2, ,68.9, ,43.8, ,57.0, ,95, ,48, ,71, ,47.6, ,3.6, ,86.4, ,62.9, 
225,9/21/2022,264,0.10, ,0, ,330, ,10.1, ,68.8, ,39.8, ,52.6, ,98, ,51, ,75, ,44.7, ,3.1, ,74.0, ,62.2, 
225,9/22/2022,265,0.14, ,0, ,459, ,9.5, ,77.1, ,34.7, ,54.5, ,100, ,34, ,65, ,43.2, ,2.7, ,64.3, ,61.6, 
225,9/23/2022,266,0.15, ,0, ,476, ,8.6, ,83.1, ,32.9, ,56.4, ,100, ,18, ,56, ,40.7, ,2.9, ,69.4, ,61.3, 
225,9/24/2022,267,0.15, ,0, ,471, ,8.2, ,87.4, ,33.3, ,58.3, ,97, ,17, ,49, ,39.3, ,2.4, ,57.2, ,61.0, 
225,9/25/2022,268,0.16, ,0, ,464, ,8.4, ,90.2, ,33.6, ,60.0, ,89, ,19, ,47, ,40.0, ,3.1, ,73.8, ,60.9, 
225,9/26/2022,269,0.16, ,0, ,453, ,9.5, ,90.9, ,36.9, ,62.4, ,91, ,24, ,49, ,43.2, ,3.0, ,72.4, ,60.9, 
225,9/27/2022,270,0.17, ,0, ,428, ,8.7, ,86.8, ,35.9, ,62.7, ,91, ,21, ,45, ,40.9, ,4.7, ,111.7, ,61.0, 
225,9/28/2022,271,0.13, ,0, ,364, ,10.5, ,75.7, ,41.1, ,57.1, ,100, ,39, ,66, ,45.9, ,5.1, ,123.5, ,60.2, 
225,9/29/2022,272,0.13, ,0, ,444, ,9.0, ,74.4, ,31.0, ,53.9, ,100, ,34, ,63, ,41.7, ,3.1, ,75.2, ,58.8, 
225,9/30/2022,273,0.14, ,0, ,442, ,7.9, ,79.1, ,32.1, ,53.5, ,94, ,23, ,57, ,38.6, ,3.0, ,73.0, ,58.9, 
