265,9/1/2022,244,0.26, ,0, ,596, ,12.2, ,107.6, ,56.0, ,80.6,Y,77, ,14, ,34,Y,49.8,Y,3.5,Y,84.5,Y,71.3, 
265,9/2/2022,245,0.29, ,0, ,595, ,11.2, ,104.7, ,60.2, ,80.7,Y,73, ,14, ,31,Y,47.4,Y,5.2,R,124.6,R,72.1, 
265,9/3/2022,246,0.27, ,0, ,584, ,11.0, ,103.9, ,57.1, ,79.7, ,70, ,15, ,32, ,47.0, ,4.6,R,110.1,R,72.1, 
265,9/4/2022,247,0.26, ,0, ,557, ,12.6, ,105.7, ,59.1, ,82.5,Y,58, ,22, ,33,Y,50.6,Y,3.2, ,77.8, ,72.6, 
265,9/5/2022,248,0.24, ,0, ,542, ,12.5, ,108.0,Y,62.6,Y,82.3,Y,60, ,17, ,33,Y,50.6,Y,3.0, ,70.8, ,73.8, 
265,9/6/2022,249,0.27, ,0, ,567, ,12.7, ,103.8, ,60.2, ,81.2,Y,61, ,20, ,35,Y,50.8,Y,4.3,R,104.1,R,74.0,Y
265,9/7/2022,250,0.27, ,0, ,560, ,12.4, ,105.9, ,60.7, ,83.2,Y,73, ,17, ,32,Y,50.3,Y,4.5,R,108.5,R,73.5,Y
265,9/8/2022,251,0.25, ,0, ,535, ,11.8, ,104.5, ,61.3,Y,79.7,Y,56, ,18, ,34,Y,48.9,Y,4.2,R,99.8,R,73.4,Y
265,9/9/2022,252,0.21, ,0, ,441, ,15.3, ,100.3, ,59.7, ,78.5,Y,71, ,21, ,46,Y,56.1,Y,5.2,R,124.1,R,73.3,Y
265,9/10/2022,253,0.19, ,0, ,428, ,18.8,R,89.4, ,--,S,77.8,Y,76,H,40,H,--,R,--,I,6.8,R,163.9,R,73.9,Y
265,9/11/2022,254,0.18, ,0.00, ,424, ,18.3,R,90.1, ,--,S,76.4, ,84, ,35, ,--,R,--,I,5.3,R,126.9,R,74.2,Y
265,9/12/2022,255,0.23, ,0, ,533, ,11.5, ,91.1, ,59.6,Y,73.6, ,64, ,26, ,41, ,48.2, ,4.9,R,118.7,R,73.4,Y
265,9/13/2022,256,0.21, ,0, ,573, ,13.1, ,84.0, ,56.9, ,67.2, ,87, ,34, ,58, ,51.7, ,7.4,R,176.9,R,72.3,Y
265,9/14/2022,257,0.19, ,0, ,562, ,12.4, ,79.0, ,46.3, ,62.9, ,89, ,41, ,63, ,50.2, ,5.7,R,136.4,R,71.4, 
265,9/15/2022,258,0.19, ,0, ,544, ,12.8, ,78.7, ,49.4, ,63.9, ,89, ,39, ,63, ,51.1, ,5.9,R,142.7,R,71.1, 
265,9/16/2022,259,0.19, ,0, ,553, ,12.3, ,82.8, ,50.5, ,64.7, ,89, ,22, ,59, ,50.0, ,6.0,R,144.5,R,70.4, 
265,9/17/2022,260,0.17, ,0, ,536, ,12.9, ,74.2, ,51.7, ,60.0, ,90, ,48, ,73, ,51.2, ,6.8,R,162.4,R,69.8, 
265,9/18/2022,261,0.12, ,0.05, ,323, ,13.5, ,71.9, ,53.4, ,61.6, ,90, ,50, ,72, ,52.6, ,7.2,R,172.4,R,68.6, 
265,9/19/2022,262,0.06, ,0.14, ,216, ,16.4,Y,67.6,Y,55.9, ,61.4, ,96, ,73, ,88,Y,57.9,Y,4.2,R,100.0,R,68.5, 
265,9/20/2022,263,0.15, ,0.00, ,457, ,14.1, ,73.5, ,51.1, ,60.8, ,98, ,46, ,78, ,53.8, ,3.7,Y,88.0,Y,68.3, 
265,9/21/2022,264,0.17, ,0, ,531, ,13.2, ,76.6, ,45.4, ,61.6, ,98, ,47, ,71, ,52.0, ,4.8,R,115.9,R,67.7, 
265,9/22/2022,265,0.18, ,0, ,536, ,12.7, ,83.0, ,49.0, ,65.9, ,96, ,30, ,58, ,51.0, ,3.4, ,81.1, ,68.1, 
265,9/23/2022,266,0.18, ,0, ,535, ,11.9, ,89.7, ,46.9, ,66.8, ,93, ,21, ,53, ,49.2, ,2.4, ,56.5, ,67.8, 
265,9/24/2022,267,0.20, ,0, ,524, ,11.4, ,89.4, ,47.9, ,67.6, ,91, ,12, ,49, ,47.9, ,3.3, ,80.4, ,67.9, 
265,9/25/2022,268,0.18, ,0, ,468, ,13.4, ,90.0, ,52.8, ,67.5, ,95, ,19, ,58, ,52.4, ,4.0,R,95.2,R,68.2, 
265,9/26/2022,269,0.18, ,0, ,492, ,14.3, ,93.3, ,53.8, ,67.7, ,97, ,30, ,62, ,54.2, ,4.3,R,102.1,R,68.5, 
265,9/27/2022,270,0.18, ,0, ,476, ,13.4, ,93.5, ,54.2, ,68.4, ,96, ,20, ,56, ,52.3, ,5.0,R,120.7,R,68.7, 
265,9/28/2022,271,0.19, ,0, ,504, ,12.5, ,94.5, ,49.2, ,69.5, ,92, ,20, ,51, ,50.4, ,4.3,R,103.1,R,68.1, 
265,9/29/2022,272,0.18, ,0, ,497, ,13.0, ,88.7, ,49.7, ,68.0, ,85, ,28, ,56, ,51.5, ,3.7,Y,88.4,Y,68.1, 
265,9/30/2022,273,0.18, ,0, ,499, ,13.3, ,86.5, ,49.0, ,65.4, ,92, ,35, ,62, ,52.1, ,3.6,Y,87.0,Y,67.6, 
