71,9/1/2022,244,0.23, ,0, ,577, ,17.5, ,96.4, ,54.8, ,75.9, ,92, ,33, ,57, ,59.6, ,4.0, ,97.1, ,70.9, 
71,9/2/2022,245,0.24, ,0, ,570, ,15.9, ,97.8, ,59.8, ,77.5, ,88, ,26, ,49, ,57.1, ,4.7, ,113.0, ,70.8, 
71,9/3/2022,246,0.23, ,0, ,564, ,16.2, ,96.4, ,57.9, ,76.7, ,82, ,34, ,52, ,57.6, ,4.5, ,108.0, ,70.1, 
71,9/4/2022,247,0.22, ,0, ,560, ,17.8, ,96.6, ,57.4, ,76.8, ,86, ,32, ,57, ,60.2, ,3.6, ,87.1, ,70.7, 
71,9/5/2022,248,0.22, ,0, ,528, ,20.0, ,101.2,Y,61.8, ,80.7,Y,87, ,31, ,56,Y,63.4,Y,4.0, ,96.5, ,71.3, 
71,9/6/2022,249,0.22,R,0, ,541, ,21.9,Y,108.9,R,67.0,Y,84.9,Y,89, ,28, ,53,Y,66.1,Y,3.1, ,73.7, ,72.2, 
71,9/7/2022,250,0.25, ,0, ,534, ,17.4, ,101.5,Y,66.3,Y,82.5,Y,84, ,28, ,46,Y,59.6,Y,4.8, ,115.6, ,72.8, 
71,9/8/2022,251,0.25, ,0, ,530, ,18.2, ,101.4,Y,64.2, ,82.9,Y,68, ,32, ,47,Y,60.8,Y,5.0, ,119.0, ,72.6, 
71,9/9/2022,252,0.21, ,0, ,518, ,19.3, ,100.1,Y,64.0, ,80.8,Y,80, ,32, ,54,Y,62.5,Y,4.2, ,100.0, ,72.6, 
71,9/10/2022,253,0.12, ,0, ,304, ,18.9, ,85.4, ,63.7,Y,73.1, ,83, ,48, ,68, ,61.9, ,5.2, ,124.4, ,72.4, 
71,9/11/2022,254,0.13, ,0, ,315, ,17.0, ,86.9, ,62.9, ,73.7, ,88, ,40, ,60, ,59.0, ,3.5, ,84.9, ,72.1, 
71,9/12/2022,255,0.19, ,0, ,438, ,13.3, ,90.4, ,59.7, ,73.2, ,84, ,25, ,48, ,52.2, ,4.3, ,103.5, ,71.3, 
71,9/13/2022,256,0.19, ,0, ,496, ,14.6, ,79.4, ,57.2, ,66.9, ,87, ,47, ,65, ,54.8, ,6.3, ,151.5, ,69.7, 
71,9/14/2022,257,0.18, ,0, ,505, ,14.3, ,77.7, ,50.9, ,64.9, ,93, ,49, ,68, ,54.1, ,6.0, ,143.2, ,63.5, 
71,9/15/2022,258,0.17, ,0, ,506, ,14.4, ,76.7, ,54.2, ,64.2, ,91, ,50, ,70, ,54.2, ,5.0, ,119.7, ,63.1, 
71,9/16/2022,259,0.16, ,0, ,506, ,14.9, ,80.8, ,50.0, ,64.3, ,96, ,47, ,72, ,55.2, ,3.4, ,80.7, ,65.2, 
71,9/17/2022,260,0.17, ,0, ,481, ,13.6, ,79.5, ,48.9, ,62.9, ,96, ,41, ,69, ,52.8, ,5.1, ,122.9, ,64.8, 
71,9/18/2022,261,0.12, ,0.07, ,308, ,15.5, ,76.4, ,55.4, ,62.8, ,93, ,50, ,80, ,56.4, ,8.5,R,203.6,R,64.3, 
71,9/19/2022,262,0.09, ,0.04, ,286, ,17.4, ,75.7, ,59.0, ,65.3, ,95, ,60, ,82, ,59.6, ,5.6, ,134.8, ,64.3, 
71,9/20/2022,263,0.15, ,0, ,470, ,16.2, ,77.6, ,54.6, ,65.1, ,97, ,51, ,76, ,57.5, ,3.9, ,92.5, ,65.4, 
71,9/21/2022,264,0.14, ,0, ,441, ,15.1, ,76.6, ,54.2, ,64.9, ,92, ,53, ,72, ,55.6, ,4.2, ,99.6, ,66.0, 
71,9/22/2022,265,0.17, ,0, ,492, ,14.8, ,78.9, ,52.2, ,64.1, ,93, ,49, ,72, ,55.1, ,5.5, ,131.8, ,68.5, 
71,9/23/2022,266,0.17, ,0, ,497, ,15.2, ,85.9, ,50.7, ,67.3, ,96, ,40, ,67, ,55.8, ,3.4, ,81.7, ,66.8, 
71,9/24/2022,267,0.18, ,0, ,494, ,15.0, ,90.4, ,51.5, ,70.4, ,94, ,29, ,59, ,55.4, ,3.9, ,93.1, ,66.1, 
71,9/25/2022,268,0.18, ,0, ,476, ,16.0, ,89.4, ,56.0, ,71.3, ,88, ,34, ,61, ,57.2, ,4.2, ,101.2, ,65.9, 
71,9/26/2022,269,0.17, ,0, ,475, ,16.1, ,89.3, ,54.6, ,69.7, ,96, ,39, ,65, ,57.4, ,4.4, ,105.4, ,65.8, 
71,9/27/2022,270,0.16, ,0, ,491, ,14.1, ,85.2, ,51.5, ,66.2, ,91, ,34, ,64, ,53.7, ,3.9, ,94.8, ,65.4, 
71,9/28/2022,271,0.18, ,0, ,477, ,13.4, ,87.6, ,49.2, ,67.6, ,96, ,25, ,58, ,52.4, ,4.7, ,112.4, ,64.8, 
71,9/29/2022,272,0.16, ,0, ,472, ,15.9, ,83.0, ,53.1, ,67.3, ,96, ,43, ,70, ,57.1, ,4.6, ,110.9, ,63.9, 
71,9/30/2022,273,0.18, ,0, ,475, ,14.5, ,86.3, ,52.0, ,68.6, ,95, ,32, ,61, ,54.6, ,4.2, ,100.5, ,64.7, 
