106,9/1/2022,244,0.24, ,0, ,563, ,9.5, ,104.8, ,45.7, ,74.0, ,83, ,11, ,33, ,43.1, ,3.0, ,72.2, ,78.3, 
106,9/2/2022,245,0.23, ,0, ,553, ,9.8, ,103.5, ,46.4, ,72.9, ,68, ,10, ,35, ,44.0, ,3.5, ,84.5, ,78.4, 
106,9/3/2022,246,0.22, ,0, ,543, ,12.6, ,96.5, ,48.8, ,71.2, ,85, ,24, ,48, ,50.8, ,3.7, ,89.4, ,78.2, 
106,9/4/2022,247,0.23, ,0, ,538, ,12.0, ,107.5,Y,48.7, ,76.4, ,89, ,8, ,38, ,49.3, ,3.0, ,72.5, ,78.1, 
106,9/5/2022,248,0.23, ,0, ,520, ,11.9, ,113.9,Y,55.7, ,82.1,Y,70, ,12, ,32,Y,49.0,Y,2.7, ,65.4, ,79.0,Y
106,9/6/2022,249,0.25,R,0, ,523, ,11.3, ,118.4,R,58.4, ,85.6,R,58,H,9,H,--,R,--,I,3.2, ,77.4, ,80.0,Y
106,9/7/2022,250,0.24, ,0, ,495, ,11.7, ,107.2,Y,61.8,Y,82.0,Y,60, ,15, ,31,Y,48.7,Y,3.3, ,78.7, ,80.8,Y
106,9/8/2022,251,0.25, ,0, ,510, ,11.3, ,112.0,Y,56.8, ,81.7,Y,64, ,14, ,31,Y,47.8,Y,3.5, ,84.9, ,80.7,Y
106,9/9/2022,252,0.22, ,0, ,458, ,11.6, ,107.9,Y,52.3, ,79.4,Y,63, ,14, ,34,Y,48.5,Y,3.4, ,81.8, ,80.3,Y
106,9/10/2022,253,0.17, ,0, ,395, ,13.6, ,85.9, ,56.8, ,70.5, ,86, ,29, ,53, ,52.7, ,5.0, ,120.7, ,79.7,Y
106,9/11/2022,254,0.07, ,0, ,175, ,13.9, ,83.3, ,59.7,Y,70.3, ,76, ,28, ,55, ,53.3, ,2.2, ,52.6, ,78.3,Y
106,9/12/2022,255,0.19, ,0, ,445, ,13.3, ,94.2, ,57.7, ,71.7, ,80, ,20, ,50, ,52.2, ,4.0, ,96.4, ,77.5,Y
106,9/13/2022,256,0.19, ,0, ,497, ,12.3, ,79.8, ,49.3, ,63.3, ,94, ,39, ,62, ,50.1, ,4.8, ,115.9, ,77.1,Y
106,9/14/2022,257,0.17, ,0, ,479, ,10.9, ,78.6, ,44.0, ,60.4, ,93, ,34, ,61, ,46.9, ,3.5, ,83.0, ,75.7, 
106,9/15/2022,258,0.17, ,0, ,477, ,12.0, ,81.4, ,43.4, ,61.3, ,95, ,37, ,65, ,49.3, ,4.0, ,95.0, ,74.9, 
106,9/16/2022,259,0.17, ,0, ,478, ,11.9, ,86.2, ,44.8, ,63.1, ,95, ,32, ,60, ,49.2, ,3.6, ,85.2, ,74.5, 
106,9/17/2022,260,0.12, ,0.04, ,338, ,11.6, ,75.9, ,44.8, ,59.8, ,94, ,37, ,66, ,48.5, ,4.1, ,98.6, ,74.0, 
106,9/18/2022,261,0.01, ,1.49, ,63, ,15.3, ,64.2,Y,54.9, ,59.2, ,94, ,82, ,89, ,55.9, ,4.6, ,110.1, ,71.7, 
106,9/19/2022,262,0.13, ,0.02, ,387, ,14.4, ,76.0, ,55.0, ,64.1, ,94, ,45, ,71, ,54.4, ,4.3, ,104.3, ,70.4, 
106,9/20/2022,263,0.10, ,0, ,315, ,13.4, ,74.5, ,48.3, ,61.0, ,96, ,46, ,73, ,52.3, ,3.2, ,77.0, ,71.0, 
106,9/21/2022,264,0.14, ,0, ,402, ,13.7, ,78.7, ,52.8, ,63.8, ,95, ,40, ,68, ,52.9, ,3.5, ,84.3, ,70.8, 
106,9/22/2022,265,0.16, ,0, ,459, ,13.4, ,84.3, ,47.3, ,63.4, ,96, ,35, ,67, ,52.3, ,3.5, ,83.8, ,70.6, 
106,9/23/2022,266,0.16, ,0, ,460, ,12.9, ,93.7, ,47.5, ,67.1, ,97, ,23, ,57, ,51.4, ,2.6, ,63.2, ,70.9, 
106,9/24/2022,267,0.17, ,0, ,463, ,12.5, ,94.9, ,47.4, ,68.3, ,95, ,19, ,53, ,50.5, ,2.5, ,59.8, ,71.3, 
106,9/25/2022,268,0.17, ,0, ,459, ,11.7, ,96.4, ,44.3, ,67.9, ,94, ,19, ,50, ,48.7, ,2.5, ,59.2, ,71.4, 
106,9/26/2022,269,0.16, ,0, ,449, ,13.3, ,91.5, ,46.6, ,66.6, ,96, ,29, ,60, ,52.2, ,2.8, ,66.4, ,71.4, 
106,9/27/2022,270,0.14, ,0, ,412, ,12.4, ,87.9, ,47.0, ,62.1, ,97, ,28, ,65, ,50.3, ,2.7, ,65.3, ,71.3, 
106,9/28/2022,271,0.15, ,0, ,430, ,13.4, ,83.9, ,42.9, ,62.6, ,96, ,36, ,69, ,52.4, ,3.8, ,91.9, ,70.6, 
106,9/29/2022,272,0.16, ,0, ,436, ,13.1, ,89.5, ,47.6, ,65.7, ,96, ,25, ,61, ,51.8, ,3.3, ,79.5, ,70.2, 
106,9/30/2022,273,0.15, ,0, ,436, ,12.1, ,94.8, ,46.7, ,66.8, ,96, ,19, ,54, ,49.5, ,2.4, ,58.3, ,70.2, 
