251,9/1/2022,244,0.26, ,0.02, ,495, ,13.7, ,106.8, ,74.5,Y,91.1,Y,45, ,16, ,28,Y,53.0,Y,4.1, ,99.5, ,77.0, 
251,9/2/2022,245,0.20, ,0.05, ,413, ,17.5, ,102.6, ,74.4,Y,88.2, ,57, ,22, ,38, ,59.7, ,3.5, ,82.8, ,77.3, 
251,9/3/2022,246,0.27, ,0.03, ,559, ,19.6, ,106.6, ,75.7,Y,90.6, ,61, ,24, ,40, ,62.9, ,4.5, ,108.8, ,77.7, 
251,9/4/2022,247,0.23, ,0.13, ,501, ,20.2, ,105.7, ,77.6,Y,88.6, ,66, ,24, ,44, ,63.8, ,4.1, ,97.3, ,78.1, 
251,9/5/2022,248,0.27, ,0.07, ,553, ,18.7, ,108.2,Y,73.3, ,90.3,Y,74, ,16, ,38,Y,61.5,Y,4.3, ,102.0, ,78.2, 
251,9/6/2022,249,0.27, ,0.07, ,545, ,16.8, ,107.2, ,74.0,Y,90.0,Y,63, ,18, ,35,Y,58.6,Y,4.3, ,103.7, ,78.1, 
251,9/7/2022,250,0.25, ,0, ,510, ,17.1, ,106.0, ,75.2,Y,89.6,Y,53, ,21, ,36,Y,59.0,Y,4.1, ,99.5, ,78.0, 
251,9/8/2022,251,0.19, ,0.08, ,354, ,17.4, ,99.9, ,74.5,Y,86.9, ,56, ,24, ,40, ,59.6, ,4.1, ,98.0, ,77.6, 
251,9/9/2022,252,0.08, ,0.15, ,153, ,20.1, ,90.9, ,73.0,Y,80.9, ,96, ,36, ,56, ,63.7, ,3.7, ,87.8, ,77.6, 
251,9/10/2022,253,0.08, ,0.04, ,257, ,23.9,Y,85.5, ,71.9, ,76.4, ,100, ,45, ,77,Y,68.6,Y,3.6, ,86.4, ,77.5, 
251,9/11/2022,254,0.15, ,0.09, ,396, ,23.0,Y,90.2, ,71.0, ,76.7, ,92, ,43, ,73,Y,67.5,Y,4.0, ,95.8, ,78.0, 
251,9/12/2022,255,0.13, ,0.10, ,383, ,22.0,Y,86.7, ,69.2, ,75.0, ,91, ,48, ,74,Y,66.3,Y,3.6, ,86.9, ,78.5, 
251,9/13/2022,256,0.13, ,0.04, ,353, ,20.0, ,82.7, ,67.3, ,74.4, ,91, ,53, ,69, ,63.4, ,4.0, ,96.3, ,78.0, 
251,9/14/2022,257,0.19, ,0, ,524, ,17.2, ,85.0, ,63.6, ,72.8, ,84, ,36, ,62, ,59.2, ,4.0, ,97.1, ,77.7, 
251,9/15/2022,258,0.19, ,0, ,525, ,15.2, ,83.4, ,63.5, ,71.8, ,77, ,33, ,57, ,55.8, ,4.2, ,101.6, ,77.4, 
251,9/16/2022,259,0.20, ,0, ,540, ,14.5, ,84.7, ,57.8, ,70.8, ,80, ,26, ,56, ,54.5, ,4.0, ,96.9, ,76.6, 
251,9/17/2022,260,0.15, ,0.07, ,450, ,15.9, ,80.6, ,58.9, ,68.7, ,83, ,43, ,66, ,57.0, ,3.7, ,89.3, ,75.7, 
251,9/18/2022,261,0.17, ,0.09, ,498, ,14.8, ,81.3, ,58.6, ,68.7, ,84, ,35, ,62, ,55.0, ,4.2, ,100.5, ,75.3, 
251,9/19/2022,262,0.18, ,0.05, ,520, ,13.8, ,84.7, ,57.5, ,69.2, ,88, ,26, ,57, ,53.1, ,3.9, ,94.5, ,74.9, 
251,9/20/2022,263,0.19, ,0.04, ,515, ,14.2, ,85.4, ,57.3, ,70.4, ,81, ,27, ,56, ,53.9, ,3.9, ,94.4, ,74.4, 
251,9/21/2022,264,0.19, ,0.02, ,526, ,13.4, ,83.5, ,57.2, ,70.0, ,85, ,26, ,53, ,52.3, ,3.6, ,85.7, ,74.5, 
251,9/22/2022,265,0.20, ,0.03, ,541, ,9.4, ,92.7, ,55.3, ,73.6, ,74, ,10, ,33, ,43.0, ,3.0, ,71.0, ,73.3, 
251,9/23/2022,266,0.22, ,0.01, ,498, ,13.4, ,95.3, ,63.1, ,79.0, ,61, ,26, ,40, ,52.4, ,3.8, ,91.3, ,73.9, 
251,9/24/2022,267,0.21, ,0.07, ,493, ,14.0, ,95.6, ,65.3, ,80.3, ,65, ,28, ,40, ,53.6, ,3.7, ,89.2, ,74.6, 
251,9/25/2022,268,0.22, ,0, ,498, ,12.4, ,96.4, ,66.1, ,81.0, ,57, ,24, ,34, ,50.2, ,3.6, ,85.5, ,75.0, 
251,9/26/2022,269,0.22, ,0, ,501, ,13.1, ,98.7, ,66.6, ,82.2, ,59, ,19, ,35, ,51.7, ,3.7, ,89.3, ,75.0, 
251,9/27/2022,270,0.22, ,0, ,508, ,11.5, ,103.1, ,65.3, ,83.6, ,53, ,10, ,29, ,48.1, ,3.7, ,89.8, ,74.8, 
251,9/28/2022,271,0.22, ,0.04, ,496, ,14.2, ,101.7, ,69.0,Y,83.5, ,63, ,18, ,36, ,53.9, ,4.0, ,96.2, ,74.9, 
251,9/29/2022,272,0.20, ,0.04, ,483, ,16.3, ,95.7, ,66.0, ,79.2, ,71, ,26, ,48, ,57.7, ,4.0, ,97.0, ,74.6, 
251,9/30/2022,273,0.18, ,0.04, ,474, ,15.3, ,88.9, ,60.9, ,73.3, ,81, ,29, ,55, ,55.9, ,4.3, ,102.1, ,74.3, 
