240,9/1/2022,244,0.30, ,0, ,576, ,13.7, ,106.6, ,70.6, ,88.9, ,51, ,15, ,30, ,53.0, ,5.4, ,129.3, ,78.4,Y
240,9/2/2022,245,0.28, ,0, ,568, ,17.7, ,106.4, ,73.9,Y,89.7, ,61, ,21, ,37, ,60.1, ,4.9, ,118.6, ,79.0,Y
240,9/3/2022,246,0.25, ,0, ,520, ,19.1, ,106.8, ,77.6,Y,90.9,Y,55, ,22, ,38,Y,62.1,Y,4.2, ,101.3, ,79.7,Y
240,9/4/2022,247,0.27, ,0, ,582, ,20.2, ,107.4, ,76.4,Y,89.6, ,60, ,23, ,43, ,63.8, ,5.1, ,123.4, ,80.1,R
240,9/5/2022,248,0.26, ,0, ,479, ,16.9, ,110.2,Y,74.2,Y,91.2,Y,69, ,11, ,34,Y,58.8,Y,4.5, ,108.7, ,80.3,R
240,9/6/2022,249,0.26, ,0, ,532, ,15.4, ,108.3, ,72.3, ,89.7,Y,62, ,14, ,32,Y,56.2,Y,3.7, ,89.6, ,80.0,R
240,9/7/2022,250,0.17, ,0, ,353, ,15.4, ,102.8, ,73.8,Y,88.5, ,53, ,18, ,34, ,56.2, ,3.0, ,72.6, ,79.9,Y
240,9/8/2022,251,0.20, ,0, ,369, ,16.7, ,97.8, ,73.4,Y,86.8, ,56, ,27, ,38, ,58.4, ,4.8, ,114.1, ,79.3,Y
240,9/9/2022,252,0.06, ,0.23, ,113, ,22.1,Y,87.2, ,73.5,Y,78.9, ,97, ,44, ,65,Y,66.3,Y,5.0, ,120.1, ,78.7,Y
240,9/10/2022,253,0.08, ,0, ,236, ,22.6,Y,84.7, ,71.7, ,76.7, ,87, ,50, ,72,Y,67.0,Y,4.1, ,99.4, ,77.4, 
240,9/11/2022,254,0.15, ,0.14, ,425, ,22.6,Y,90.5, ,69.4, ,75.7, ,93, ,43, ,74,Y,67.0,Y,4.4, ,105.4, ,77.1, 
240,9/12/2022,255,0.13, ,0, ,355, ,22.2,Y,85.5, ,69.1, ,75.2, ,95, ,52, ,74,Y,66.5,Y,4.0, ,96.8, ,76.7, 
240,9/13/2022,256,0.13, ,0, ,341, ,19.9, ,83.9, ,68.8, ,74.7, ,92, ,53, ,68, ,63.4, ,5.1, ,121.8, ,76.5, 
240,9/14/2022,257,0.18, ,0, ,465, ,17.6, ,85.9, ,63.0, ,71.9, ,85, ,45, ,66, ,59.8, ,5.9, ,142.5, ,75.8, 
240,9/15/2022,258,0.17, ,0, ,488, ,16.3, ,84.8, ,62.2, ,70.4, ,92, ,35, ,64, ,57.7, ,4.8, ,114.3, ,75.2, 
240,9/16/2022,259,0.20, ,0, ,560, ,15.5, ,85.9, ,56.1, ,70.6, ,92, ,34, ,61, ,56.3, ,3.9, ,94.0, ,74.6, 
240,9/17/2022,260,0.18, ,0, ,519, ,16.2, ,82.8, ,58.3, ,68.8, ,97, ,41, ,67, ,57.5, ,5.2, ,124.9, ,74.3, 
240,9/18/2022,261,0.19, ,0, ,533, ,14.7, ,83.0, ,61.7, ,69.4, ,86, ,32, ,60, ,55.0, ,5.0, ,119.2, ,74.2, 
240,9/19/2022,262,0.18, ,0, ,513, ,14.4, ,87.3, ,56.9, ,69.7, ,90, ,17, ,58, ,54.3, ,4.2, ,101.7, ,73.9, 
240,9/20/2022,263,0.20, ,0, ,543, ,14.6, ,87.4, ,53.3, ,70.3, ,90, ,22, ,58, ,54.8, ,4.4, ,104.7, ,73.5, 
240,9/21/2022,264,0.20, ,0, ,547, ,13.9, ,85.6, ,55.6, ,70.3, ,93, ,30, ,55, ,53.3, ,4.3, ,102.9, ,73.4, 
240,9/22/2022,265,0.21, ,0, ,564,R,9.8, ,92.9, ,50.4, ,72.3, ,80, ,9, ,36, ,44.0, ,3.6, ,87.5, ,72.8, 
240,9/23/2022,266,0.23, ,0, ,512, ,12.9, ,96.2, ,60.5, ,78.4, ,64, ,24, ,39, ,51.4, ,4.5, ,107.3, ,73.0, 
240,9/24/2022,267,0.23, ,0, ,509, ,13.7, ,97.5, ,65.4, ,80.9, ,59, ,28, ,38, ,52.9, ,4.1, ,98.1, ,74.0, 
240,9/25/2022,268,0.24, ,0, ,508, ,11.6, ,99.0, ,65.1, ,81.6, ,52, ,20, ,32, ,48.5, ,4.8, ,114.3, ,74.5, 
240,9/26/2022,269,0.24, ,0, ,513, ,12.2, ,101.8, ,64.6, ,82.7, ,53, ,15, ,32, ,49.8, ,4.4, ,105.4, ,74.8, 
240,9/27/2022,270,0.23, ,0, ,519, ,12.9, ,104.3, ,62.9, ,83.6, ,68, ,8, ,33, ,51.3, ,3.8, ,91.4, ,75.1, 
240,9/28/2022,271,0.22, ,0, ,484, ,14.9, ,101.7, ,65.8, ,83.4, ,64, ,14, ,38, ,55.3, ,4.0, ,96.7, ,75.4, 
240,9/29/2022,272,0.21, ,0, ,468, ,16.3, ,97.6, ,64.1, ,80.0, ,76, ,17, ,47, ,57.8, ,4.5, ,107.6, ,75.5, 
240,9/30/2022,273,0.20, ,0, ,504, ,15.6, ,90.6, ,57.3, ,73.4, ,92, ,29, ,55, ,56.5, ,5.2, ,124.0, ,75.0, 
