199,9/1/2022,244,0.15, ,0, ,417, ,9.3, ,84.0, ,51.4, ,67.0, ,63, ,19, ,41, ,42.5, ,1.9, ,46.1, ,65.1, 
199,9/2/2022,245,0.19, ,0, ,507, ,9.7, ,84.8, ,48.8, ,67.4, ,81, ,20, ,42, ,43.6, ,2.5, ,59.6, ,64.9, 
199,9/3/2022,246,0.17, ,0, ,465, ,10.4, ,82.6, ,51.9, ,67.1, ,80, ,23, ,46, ,45.6, ,2.8, ,66.4, ,65.7, 
199,9/4/2022,247,0.17, ,0, ,459, ,12.2, ,81.0, ,51.4, ,68.6, ,88, ,35, ,51, ,49.8, ,3.3, ,78.3, ,66.5, 
199,9/5/2022,248,0.21, ,0, ,577, ,9.5, ,81.7, ,49.1, ,65.5, ,81, ,24, ,44, ,43.1, ,2.9, ,70.6, ,67.2,Y
199,9/6/2022,249,0.15, ,0, ,413, ,9.8, ,84.8, ,49.6, ,66.0, ,74, ,21, ,45, ,44.1, ,2.4, ,56.9, ,66.5, 
199,9/7/2022,250,0.15, ,0, ,441, ,10.8, ,81.7, ,49.4, ,64.7, ,82, ,29, ,52, ,46.5, ,2.3, ,55.8, ,66.4, 
199,9/8/2022,251,0.13, ,0, ,398, ,10.7, ,78.5, ,47.8, ,61.0, ,93, ,28, ,58, ,46.3, ,2.0, ,49.0, ,65.6, 
199,9/9/2022,252,0.04, ,0, ,134, ,12.4, ,68.6, ,52.4, ,60.2, ,92, ,43, ,70, ,50.3, ,5.0, ,118.9, ,63.8, 
199,9/10/2022,253,0.01, ,0, ,100, ,14.1,Y,60.6,Y,51.1, ,57.0, ,97, ,74, ,89,Y,53.8,Y,2.0, ,47.0, ,62.6, 
199,9/11/2022,254,0.15, ,0, ,487, ,11.8, ,70.8, ,50.1, ,59.5, ,98, ,45, ,68, ,49.0, ,3.5, ,82.8, ,62.8, 
199,9/12/2022,255,0.04, ,0, ,207, ,12.4, ,69.4, ,45.9, ,54.4, ,98, ,58, ,86, ,50.2, ,1.7, ,39.7, ,62.0, 
199,9/13/2022,256,0.14, ,0, ,484, ,11.9, ,67.2, ,42.2, ,53.6, ,99, ,64, ,85, ,49.1, ,2.1, ,50.5, ,61.3, 
199,9/14/2022,257,0.16, ,0, ,555, ,9.5, ,66.6, ,40.2, ,52.1, ,98, ,48, ,71, ,43.1, ,2.4, ,57.9, ,61.1, 
199,9/15/2022,258,0.17, ,0, ,568, ,6.9, ,70.2, ,34.5, ,51.1, ,94, ,26, ,54, ,35.1, ,2.1, ,51.0, ,59.7, 
199,9/16/2022,259,0.17, ,0, ,563, ,6.5, ,71.9, ,35.2, ,52.6, ,85, ,22, ,48, ,33.5, ,2.0, ,47.8, ,59.1, 
199,9/17/2022,260,0.17, ,0, ,566, ,5.4, ,69.7, ,35.2, ,51.4, ,78, ,15, ,42, ,28.8, ,2.1, ,50.6, ,58.8, 
199,9/18/2022,261,0.16, ,0, ,564, ,5.2, ,68.5, ,33.0, ,50.1, ,64, ,20, ,42, ,28.1, ,2.1, ,50.0, ,58.5, 
199,9/19/2022,262,0.16, ,0.01,H,559, ,5.0, ,70.0, ,31.8, ,50.3, ,60, ,17, ,40, ,27.0, ,2.1, ,50.7, ,57.4, 
199,9/20/2022,263,0.17, ,0, ,551, ,6.2, ,69.3, ,35.9, ,54.7, ,58, ,31, ,42, ,32.2, ,3.5, ,83.2, ,57.5, 
199,9/21/2022,264,0.17, ,0, ,558, ,5.3, ,66.9, ,33.1, ,53.0, ,66, ,21, ,38, ,28.3, ,3.2, ,77.7, ,58.1, 
199,9/22/2022,265,0.17, ,0, ,561, ,3.5, ,72.5, ,32.1, ,50.5, ,51, ,10, ,28, ,18.5, ,2.3, ,56.3, ,56.5, 
199,9/23/2022,266,0.17, ,0, ,549, ,8.9, ,75.4, ,34.0, ,55.8, ,85, ,33, ,58, ,41.4, ,2.3, ,55.4, ,58.0, 
199,9/24/2022,267,0.08, ,0, ,303, ,11.5,Y,77.6, ,42.4, ,58.6, ,95, ,43, ,68,Y,48.2,Y,1.6, ,38.3, ,60.2, 
199,9/25/2022,268,0.11, ,0, ,364, ,10.1, ,75.9, ,43.9, ,58.5, ,96, ,33, ,60, ,44.8, ,2.0, ,48.7, ,60.4, 
199,9/26/2022,269,0.17, ,0, ,527, ,6.1, ,78.1, ,40.3, ,57.5, ,75, ,17, ,37, ,31.8, ,2.1, ,51.2, ,60.4, 
199,9/27/2022,270,0.17, ,0, ,540, ,6.6, ,78.9, ,38.0, ,58.6, ,66, ,17, ,39, ,34.0, ,1.8, ,44.2, ,60.1, 
199,9/28/2022,271,0.09, ,0, ,331, ,9.1, ,77.8, ,41.5, ,58.2, ,78, ,34, ,55, ,42.0, ,2.1, ,50.5, ,60.0, 
199,9/29/2022,272,0.16, ,0, ,509, ,7.1, ,75.8, ,40.9, ,57.9, ,77, ,24, ,43, ,35.7, ,2.3, ,55.2, ,60.3, 
199,9/30/2022,273,0.15, ,0, ,512, ,6.3, ,72.0, ,36.8, ,53.3, ,67, ,26, ,46, ,32.8, ,2.3, ,55.2, ,58.9, 
