143,9/1/2022,244,0.24, ,0, ,582, ,13.2, ,98.1, ,53.7, ,71.6, ,82, ,19, ,50, ,51.9, ,4.2, ,99.8, ,69.8, 
143,9/2/2022,245,0.23, ,0, ,570, ,13.6, ,96.6, ,53.3, ,70.1, ,84, ,26, ,54, ,52.8, ,3.8, ,91.2, ,70.4, 
143,9/3/2022,246,0.25, ,0, ,567, ,12.0, ,99.6, ,56.1, ,76.3,Y,70, ,19, ,39,Y,49.4,Y,3.8, ,92.3, ,70.8, 
143,9/4/2022,247,0.27, ,0, ,561, ,10.5, ,105.5,Y,57.5, ,78.5,Y,56, ,15, ,32,Y,45.9,Y,4.7, ,113.2, ,71.4, 
143,9/5/2022,248,0.27,R,0, ,553, ,10.1, ,111.5,R,62.5,Y,82.7,R,51, ,8, ,--,R,--,I,3.9, ,93.1, ,72.2, 
143,9/6/2022,249,0.28,R,0, ,520, ,12.6, ,105.0,Y,63.5,Y,78.7,Y,66, ,18, ,38,Y,50.6,Y,6.2, ,148.0, ,72.9, 
143,9/7/2022,250,0.26, ,0, ,517, ,12.7, ,104.8,Y,59.3, ,77.1,Y,74, ,9, ,40,Y,50.9,Y,5.1, ,122.6, ,72.8, 
143,9/8/2022,251,0.24,R,0, ,509, ,12.2, ,105.9,Y,60.3, ,78.2,Y,75, ,13, ,37,Y,49.7,Y,4.0, ,96.6, ,73.1, 
143,9/9/2022,252,0.23, ,0, ,506, ,13.6, ,99.2,Y,57.8, ,71.9, ,81, ,19, ,51, ,52.8, ,4.8, ,116.2, ,73.2, 
143,9/10/2022,253,0.12, ,0.01, ,326, ,17.9, ,81.8, ,58.4, ,68.7, ,88, ,58, ,75, ,60.4, ,5.0, ,120.7, ,72.4, 
143,9/11/2022,254,0.22,R,0, ,467, ,14.9, ,93.5, ,64.1,Y,77.1,Y,81, ,20, ,47,Y,55.3,Y,5.0, ,121.0, ,72.7, 
143,9/12/2022,255,0.21, ,0, ,488, ,11.8, ,90.2, ,57.3, ,70.0, ,84, ,18, ,47, ,48.8, ,4.7, ,113.0, ,72.5, 
143,9/13/2022,256,0.19, ,0, ,497, ,13.5, ,76.8, ,53.0, ,64.1, ,88, ,46, ,66, ,52.5, ,5.8, ,139.0, ,71.9, 
143,9/14/2022,257,0.19, ,0, ,511, ,12.7, ,76.5, ,49.5, ,62.7, ,90, ,43, ,65, ,50.9, ,5.7, ,137.5, ,70.6, 
143,9/15/2022,258,0.19, ,0, ,685,R,12.6, ,75.5, ,51.2, ,65.6, ,93, ,43, ,59, ,50.8, ,7.2, ,172.2, ,70.1, 
143,9/16/2022,259,0.19, ,0, ,518, ,12.5, ,81.3, ,48.9, ,62.7, ,92, ,37, ,64, ,50.5, ,4.7, ,113.6, ,69.6, 
143,9/17/2022,260,0.17, ,0, ,487, ,12.6, ,72.7, ,48.5, ,60.4, ,92, ,47, ,70, ,50.7, ,5.9, ,142.4, ,69.3, 
143,9/18/2022,261,0.13, ,0.06, ,369, ,14.3, ,78.9, ,56.2, ,64.7, ,85, ,42, ,69, ,54.2, ,5.2, ,125.7, ,69.0, 
143,9/19/2022,262,0.05, ,0.20, ,180, ,16.4, ,71.2, ,55.6, ,63.1, ,91, ,68, ,83, ,57.9, ,4.8, ,114.8, ,68.9, 
143,9/20/2022,263,0.15, ,0, ,419, ,13.7, ,77.6, ,54.8, ,64.5, ,93, ,43, ,66, ,53.0, ,4.9, ,116.5, ,68.4, 
143,9/21/2022,264,0.15, ,0, ,419, ,12.9, ,77.9, ,50.3, ,62.5, ,91, ,42, ,67, ,51.3, ,5.0, ,119.8, ,67.6, 
143,9/22/2022,265,0.18, ,0, ,504, ,12.7, ,85.4, ,49.1, ,66.3, ,93, ,30, ,58, ,51.0, ,3.8, ,91.8, ,67.7, 
143,9/23/2022,266,0.19, ,0, ,507, ,11.8, ,91.7, ,49.1, ,68.4, ,87, ,23, ,50, ,49.0, ,3.7, ,88.1, ,68.3, 
143,9/24/2022,267,0.19, ,0, ,503, ,13.3, ,84.7, ,50.8, ,64.2, ,93, ,37, ,65, ,52.2, ,5.6, ,133.7, ,68.5, 
143,9/25/2022,268,0.15, ,0, ,425, ,14.9, ,78.9, ,52.4, ,62.2, ,95, ,47, ,78, ,55.3, ,5.2, ,123.7, ,68.2, 
143,9/26/2022,269,0.15, ,0, ,438, ,14.9, ,78.4, ,51.9, ,61.2, ,99, ,50, ,81, ,55.3, ,4.8, ,114.9, ,68.1, 
143,9/27/2022,270,0.15, ,0, ,426, ,14.0, ,84.5, ,54.8, ,63.6, ,99, ,31, ,70, ,53.5, ,3.7, ,89.6, ,68.0, 
143,9/28/2022,271,0.17, ,0, ,471, ,13.2, ,88.0, ,50.1, ,67.5, ,93, ,27, ,57, ,51.9, ,4.2, ,101.4, ,68.3, 
143,9/29/2022,272,0.17, ,0, ,476, ,14.3, ,84.0, ,52.3, ,65.6, ,93, ,36, ,66, ,54.1, ,4.1, ,98.9, ,68.8, 
143,9/30/2022,273,0.18, ,0, ,468, ,13.4, ,85.8, ,49.6, ,63.6, ,95, ,33, ,67, ,52.4, ,5.2, ,124.2, ,68.6, 
