221,9/1/2022,244,0.33, ,0, ,589, ,16.3, ,112.6, ,88.9, ,102.2, ,34, ,15, ,23, ,57.8, ,5.5, ,130.9, ,97.2,R
221,9/2/2022,245,0.34, ,0, ,571, ,20.8, ,110.2, ,93.3,Y,101.8, ,41, ,19, ,30, ,64.6, ,7.3, ,175.7, ,97.7,R
221,9/3/2022,246,0.32, ,0, ,561, ,19.3, ,110.0, ,89.7,Y,99.6, ,42, ,17, ,30, ,62.5, ,6.1, ,145.2, ,98.2,R
221,9/4/2022,247,0.32, ,0, ,559, ,17.5, ,110.6, ,90.7,Y,100.9, ,34, ,19, ,26, ,59.8, ,5.9, ,140.8, ,--,S
221,9/5/2022,248,0.33, ,0, ,573, ,13.3, ,112.3, ,88.6, ,101.0, ,33, ,13, ,20, ,52.2, ,5.6, ,135.3, ,--,S
221,9/6/2022,249,0.31, ,0, ,569, ,12.7, ,114.4, ,83.6, ,101.8,Y,26, ,11, ,18,Y,50.9,Y,4.3, ,103.5, ,--,S
221,9/7/2022,250,0.33, ,0, ,558, ,20.0, ,109.8, ,89.3,Y,100.3, ,44, ,19, ,30, ,63.4, ,6.9, ,164.4, ,--,S
221,9/8/2022,251,0.29, ,0, ,469, ,18.2, ,110.0, ,87.6, ,97.1, ,49, ,16, ,30, ,60.8, ,6.8, ,163.7, ,--,S
221,9/9/2022,252,0.13, ,0, ,194, ,22.2, ,95.9, ,79.7, ,87.4, ,65, ,34, ,50, ,66.5, ,7.7, ,184.5, ,96.3,R
221,9/10/2022,253,0.13, ,0.01, ,301, ,22.1, ,90.2, ,74.6, ,82.1, ,79, ,45, ,59, ,66.4, ,4.9, ,117.2, ,93.8,R
221,9/11/2022,254,0.20, ,0, ,441, ,20.0, ,105.0, ,76.3, ,88.8, ,61, ,31, ,43, ,63.5, ,4.1, ,98.9, ,92.3,Y
221,9/12/2022,255,0.14, ,0.02, ,309, ,21.7, ,98.1, ,78.7, ,85.7, ,67, ,36, ,52, ,65.9, ,4.0, ,97.2, ,91.8,Y
221,9/13/2022,256,0.23, ,0, ,464, ,17.2, ,102.4, ,76.6, ,87.4, ,57, ,24, ,39, ,59.3, ,4.3, ,104.0, ,91.2,Y
221,9/14/2022,257,0.25, ,0, ,523, ,15.5, ,101.5, ,73.0, ,87.0, ,55, ,24, ,35, ,56.3, ,4.2, ,99.9, ,91.3,Y
221,9/15/2022,258,0.25, ,0, ,546, ,11.7, ,99.1, ,66.6, ,85.6, ,50, ,20, ,28, ,48.7, ,4.2, ,99.6, ,90.8,Y
221,9/16/2022,259,0.24, ,0, ,555, ,10.7, ,106.2, ,67.4, ,85.3, ,47, ,14, ,26, ,46.4, ,3.5, ,84.2, ,90.0,Y
221,9/17/2022,260,0.27, ,0, ,563, ,9.4, ,103.5, ,72.6, ,86.9, ,34, ,10, ,22, ,42.9, ,5.2, ,124.2, ,89.4,Y
221,9/18/2022,261,0.28, ,0, ,572,R,7.4, ,100.0, ,64.5, ,84.7, ,38, ,7, ,18, ,36.9, ,5.6, ,134.5, ,88.8,Y
221,9/19/2022,262,0.25, ,0, ,552, ,9.7, ,101.8, ,66.6, ,84.8, ,38, ,15, ,24, ,43.7, ,4.1, ,97.4, ,87.9,Y
221,9/20/2022,263,0.27, ,0, ,549, ,10.7, ,112.0, ,69.1, ,87.9, ,39, ,13, ,24, ,46.3, ,5.1, ,122.2, ,87.6,Y
221,9/21/2022,264,0.26, ,0, ,527, ,11.9, ,104.6, ,73.9, ,88.3, ,54, ,12, ,26, ,49.1, ,5.1, ,121.5, ,87.8,Y
221,9/22/2022,265,0.23, ,0, ,547,R,11.8, ,100.6, ,72.4, ,86.8, ,48, ,16, ,27, ,48.9, ,3.3, ,78.5, ,87.4,Y
221,9/23/2022,266,0.25, ,0, ,506, ,12.5, ,105.3, ,74.6, ,90.2, ,46, ,14, ,26, ,50.4, ,4.1, ,98.4, ,87.4,Y
221,9/24/2022,267,0.25, ,0, ,502, ,15.8, ,104.6, ,81.5,Y,94.5, ,46, ,19, ,29, ,56.9, ,4.5, ,107.6, ,89.4,R
221,9/25/2022,268,0.30, ,0, ,525, ,8.4, ,107.4, ,80.3, ,96.6,Y,34, ,7, ,14,Y,40.1,Y,6.2, ,148.9, ,90.2,R
221,9/26/2022,269,0.26, ,0, ,538,R,7.9, ,113.9,Y,74.0, ,95.7,Y,22, ,7, ,14,Y,38.4,Y,4.3, ,103.9, ,90.1,R
221,9/27/2022,270,0.22, ,0, ,432, ,12.4, ,--,S,77.6, ,94.9, ,30, ,15, ,22, ,50.2, ,4.1, ,98.7, ,89.9,R
221,9/28/2022,271,0.27, ,0, ,453, ,14.8, ,109.1, ,81.2,Y,94.6, ,40, ,16, ,27, ,55.1, ,5.5, ,131.1, ,--,S
221,9/29/2022,272,0.27, ,0, ,486, ,17.9, ,107.2, ,84.7,Y,94.0, ,45, ,21, ,33, ,60.3, ,5.9, ,141.3, ,--,S
221,9/30/2022,273,0.24, ,0, ,486, ,14.9, ,106.7, ,78.2, ,91.2, ,52, ,19, ,30, ,55.2, ,4.3, ,102.0, ,--,S
