174,9/1/2022,244,0.19, ,0, ,536, ,20.2, ,85.5, ,66.9, ,75.2, ,85, ,49, ,68, ,63.8, ,3.5, ,84.7, ,81.3, 
174,9/2/2022,245,0.21, ,0, ,553, ,21.0, ,89.2, ,67.0, ,76.7, ,90, ,44, ,67, ,64.9, ,3.1, ,74.8, ,81.4, 
174,9/3/2022,246,0.21, ,0, ,544, ,20.6, ,98.3, ,68.4, ,80.5,Y,90, ,31, ,58,Y,64.4,Y,2.6, ,62.4, ,81.6, 
174,9/4/2022,247,0.15,R,0, ,438, ,22.7, ,106.8,Y,71.1,Y,80.9,Y,85,H,40,H,63,Y,67.1,Y,3.6, ,86.3, ,82.0, 
174,9/5/2022,248,0.21, ,0, ,557, ,22.6, ,95.3, ,70.7, ,79.5, ,88, ,39, ,66, ,67.0, ,3.0, ,72.6, ,82.1, 
174,9/6/2022,249,0.19, ,0, ,541, ,22.7, ,87.5, ,69.1, ,77.3, ,89, ,48, ,71, ,67.1, ,2.6, ,62.4, ,82.4, 
174,9/7/2022,250,0.19, ,0, ,496, ,21.1, ,95.6, ,67.7, ,79.6, ,85, ,39, ,61, ,65.0, ,2.6, ,62.8, ,82.3, 
174,9/8/2022,251,0.19, ,0, ,458, ,20.2, ,102.1,Y,68.2, ,82.7,Y,85, ,28, ,53,Y,63.8,Y,2.9, ,69.4, ,82.7, 
174,9/9/2022,252,0.09, ,0.26, ,201, ,21.9, ,99.3, ,70.3, ,80.0, ,87, ,33, ,63, ,66.0, ,3.6, ,85.7, ,83.3, 
174,9/10/2022,253,0.06,R,0, ,190, ,22.5, ,81.5, ,70.3, ,74.6, ,86, ,67, ,77, ,66.9, ,2.6, ,63.0, ,82.0, 
174,9/11/2022,254,0.19, ,0, ,524, ,22.4, ,87.1, ,72.1,Y,78.9, ,82, ,53, ,66, ,66.7, ,3.4, ,81.9, ,81.4, 
174,9/12/2022,255,0.19, ,0, ,501, ,20.7, ,87.4, ,68.4, ,76.5, ,84, ,50, ,66, ,64.4, ,3.2, ,78.0, ,81.9, 
174,9/13/2022,256,0.18, ,0, ,520, ,19.5, ,81.0, ,65.1, ,72.9, ,86, ,54, ,70, ,62.7, ,3.3, ,78.2, ,82.1, 
174,9/14/2022,257,0.18, ,0, ,532, ,18.2, ,78.2, ,63.0, ,70.5, ,87, ,58, ,71, ,60.8, ,3.1, ,75.4, ,81.5, 
174,9/15/2022,258,0.17, ,0, ,517, ,16.8, ,78.0, ,59.6, ,69.1, ,87, ,53, ,69, ,58.5, ,3.1, ,74.8, ,80.9, 
174,9/16/2022,259,0.17, ,0, ,526, ,17.0, ,78.5, ,58.6, ,68.5, ,87, ,54, ,72, ,59.0, ,2.9, ,70.3, ,80.2, 
174,9/17/2022,260,0.15, ,0, ,439, ,16.7, ,75.9, ,60.6, ,68.4, ,87, ,55, ,70, ,58.4, ,3.5, ,83.4, ,79.9, 
174,9/18/2022,261,0.18, ,0, ,518, ,15.8, ,75.6, ,59.6, ,69.3, ,82, ,57, ,65, ,56.9, ,3.9,Y,93.8,Y,79.9, 
174,9/19/2022,262,0.18, ,0, ,532, ,15.7, ,81.1, ,56.7, ,68.2, ,88, ,43, ,67, ,56.8, ,3.1, ,74.0, ,79.2, 
174,9/20/2022,263,0.18, ,0, ,519, ,17.5, ,83.8, ,59.7, ,70.6, ,88, ,49, ,69, ,59.7, ,3.2, ,76.9, ,79.1, 
174,9/21/2022,264,0.18, ,0, ,533, ,15.1, ,84.0, ,57.1, ,69.1, ,90, ,33, ,62, ,55.6, ,2.6, ,63.4, ,78.5, 
174,9/22/2022,265,0.18, ,0.00,H,539, ,15.5, ,86.9, ,55.2, ,69.0, ,90, ,33, ,64, ,56.4, ,2.3, ,54.0, ,77.3, 
174,9/23/2022,266,0.18, ,0.00, ,503, ,15.5, ,88.8, ,55.2, ,71.1, ,90, ,27, ,60, ,56.3, ,2.2, ,52.9, ,76.6, 
174,9/24/2022,267,0.18, ,0, ,382, ,15.0, ,92.6, ,64.5, ,76.3, ,90, ,28, ,48, ,55.4, ,2.5, ,60.1, ,77.3, 
174,9/25/2022,268,0.18, ,0, ,500, ,16.8, ,92.0, ,61.8, ,73.1, ,90, ,31, ,60, ,58.5, ,2.5, ,60.5, ,77.5, 
174,9/26/2022,269,0.17, ,0, ,496, ,17.7, ,91.6, ,61.2, ,73.3, ,90, ,32, ,63, ,60.0, ,2.2, ,52.8, ,78.0, 
174,9/27/2022,270,0.17, ,0, ,490, ,18.7, ,92.4, ,61.8, ,73.9, ,89, ,40, ,65, ,61.5, ,2.4, ,56.9, ,78.3, 
174,9/28/2022,271,0.15, ,0.00, ,471, ,20.7, ,81.2, ,63.6, ,71.5, ,90, ,61, ,79, ,64.5, ,3.4, ,81.7, ,78.6, 
174,9/29/2022,272,0.13, ,0, ,424, ,19.9, ,81.2, ,64.0, ,70.6, ,90, ,55, ,78, ,63.4, ,2.9, ,70.4, ,78.6, 
174,9/30/2022,273,0.13, ,0, ,415, ,17.6, ,74.0, ,63.6, ,68.6, ,87, ,62, ,74, ,59.9, ,3.6, ,86.1, ,78.3, 
