169,9/1/2022,244,0.23, ,0, ,539, ,17.2, ,104.3, ,67.2, ,84.0, ,76, ,18, ,43, ,59.3, ,3.0, ,71.2, ,91.0, 
169,9/2/2022,245,0.25, ,0, ,534, ,18.2, ,106.6, ,69.2, ,86.5, ,78, ,21, ,42, ,60.8, ,3.5, ,84.0, ,91.7,Y
169,9/3/2022,246,0.23, ,0, ,538, ,15.7, ,103.4, ,67.4, ,82.6, ,76, ,17, ,41, ,56.8, ,3.6, ,86.1, ,91.4,Y
169,9/4/2022,247,0.22, ,0, ,497, ,17.9, ,106.3, ,67.1, ,85.6, ,77, ,20, ,43, ,60.3, ,3.1, ,74.2, ,91.3,Y
169,9/5/2022,248,0.24, ,0, ,507, ,17.3, ,107.3,Y,71.0,Y,88.1,Y,67, ,18, ,38,Y,59.3,Y,3.4, ,82.6, ,92.0,Y
169,9/6/2022,249,0.25,R,0, ,516, ,17.5, ,112.9,Y,68.8, ,90.9,Y,76, ,17, ,35,Y,59.8,Y,3.4, ,81.6, ,92.6,Y
169,9/7/2022,250,0.25,R,0, ,506, ,17.3, ,109.8,Y,73.0,Y,90.6,Y,63, ,19, ,35,Y,59.4,Y,3.7, ,89.9, ,93.3,Y
169,9/8/2022,251,0.22, ,0, ,453, ,15.9, ,104.7, ,71.2,Y,86.3, ,64, ,17, ,37, ,57.0, ,3.3, ,78.3, ,92.8,Y
169,9/9/2022,252,0.21, ,0.00, ,425, ,18.8, ,106.8,Y,68.7, ,88.0,Y,73, ,21, ,41,Y,61.7,Y,3.8, ,90.3, ,91.7,Y
169,9/10/2022,253,0.15, ,0.07, ,352, ,24.3,R,96.4, ,74.3,Y,83.8, ,97, ,39, ,--,R,--,I,3.7, ,88.4, ,92.1,Y
169,9/11/2022,254,0.16, ,0, ,424, ,24.4,R,93.1, ,68.8,Y,79.9, ,99, ,42, ,--,R,--,I,2.8, ,66.3, ,89.6, 
169,9/12/2022,255,0.16, ,0, ,377, ,18.0, ,95.0, ,68.5,Y,80.8, ,87, ,24, ,50, ,60.5, ,3.4, ,81.5, ,88.2, 
169,9/13/2022,256,0.17, ,0, ,427, ,13.7, ,92.0, ,64.4, ,76.2, ,71, ,22, ,44, ,53.0, ,3.2, ,76.0, ,87.3, 
169,9/14/2022,257,0.18, ,0, ,520, ,14.0, ,84.3, ,55.3, ,68.4, ,88, ,34, ,59, ,53.6, ,3.2, ,76.4, ,85.0, 
169,9/15/2022,258,0.17, ,0, ,504, ,14.5, ,83.8, ,54.8, ,67.8, ,91, ,37, ,63, ,54.5, ,3.3, ,78.1, ,83.3, 
169,9/16/2022,259,0.17, ,0, ,496, ,14.9, ,85.0, ,54.4, ,68.7, ,91, ,36, ,62, ,55.3, ,3.0, ,72.1, ,82.7, 
169,9/17/2022,260,0.19, ,0, ,501, ,13.4, ,88.1, ,54.9, ,71.2, ,86, ,28, ,51, ,52.4, ,3.8, ,90.5, ,82.6, 
169,9/18/2022,261,0.18, ,0, ,503, ,12.7, ,84.7, ,54.1, ,68.0, ,84, ,28, ,54, ,50.9, ,3.9, ,92.6, ,82.2, 
169,9/19/2022,262,0.18, ,0, ,497, ,15.7, ,81.4, ,53.1, ,67.7, ,91, ,45, ,68, ,56.7, ,5.0,R,120.7,R,81.5, 
169,9/20/2022,263,0.17, ,0, ,469, ,15.7, ,84.1, ,60.0, ,71.5, ,90, ,41, ,60, ,56.7, ,3.6, ,86.7, ,81.9, 
169,9/21/2022,264,0.18, ,0, ,481, ,13.5, ,83.1, ,57.0, ,69.2, ,84, ,35, ,55, ,52.5, ,4.1, ,97.3, ,82.4, 
169,9/22/2022,265,0.17, ,0, ,487, ,14.3, ,84.6, ,53.2, ,67.6, ,92, ,36, ,62, ,54.2, ,3.4, ,82.1, ,80.9, 
169,9/23/2022,266,0.18, ,0, ,490, ,14.9, ,90.4, ,54.1, ,70.9, ,93, ,30, ,58, ,55.2, ,3.0, ,70.8, ,80.8, 
169,9/24/2022,267,0.18, ,0, ,473, ,16.0, ,95.7, ,57.5, ,75.7, ,90, ,26, ,53, ,57.3, ,2.7, ,65.4, ,82.0, 
169,9/25/2022,268,0.19, ,0, ,459, ,16.2, ,98.4, ,61.5, ,78.6, ,85, ,24, ,48, ,57.5, ,3.0, ,71.8, ,83.6, 
169,9/26/2022,269,0.17, ,0, ,445, ,17.8,Y,99.1, ,62.3, ,79.1, ,83, ,26, ,52,Y,60.1,Y,2.7, ,64.8, ,84.6,Y
169,9/27/2022,270,0.18, ,0, ,443, ,18.9,Y,97.2, ,66.6,Y,79.5, ,81, ,31, ,55,Y,61.9,Y,3.1, ,75.2, ,85.9,Y
169,9/28/2022,271,0.17, ,0, ,443, ,16.8, ,95.8, ,59.9, ,75.4, ,89, ,28, ,56, ,58.6, ,3.1, ,73.4, ,85.0,Y
169,9/29/2022,272,0.17, ,0, ,445, ,15.1, ,90.8, ,58.2, ,72.4, ,86, ,31, ,55, ,55.5, ,3.6, ,86.7, ,83.5, 
169,9/30/2022,273,0.17, ,0, ,442, ,15.3, ,92.4, ,57.8, ,72.7, ,86, ,30, ,56, ,56.1, ,3.2, ,77.8, ,82.5, 
