263,9/1/2022,244,0.11, ,0.01, ,424, ,15.4, ,64.1, ,53.5, ,57.5, ,100, ,85, ,95, ,56.2, ,3.8, ,90.1, ,64.1, 
263,9/2/2022,245,0.04, ,0, ,180, ,16.2, ,64.0, ,55.0, ,59.0, ,100, ,85, ,95, ,57.6, ,3.6, ,86.5, ,64.1, 
263,9/3/2022,246,0.14, ,0, ,492, ,16.5, ,67.1, ,52.1, ,59.9, ,100, ,82, ,94, ,58.1, ,3.2,Y,77.8,Y,64.2, 
263,9/4/2022,247,0.14, ,0, ,480, ,15.8, ,71.9, ,46.0, ,59.1, ,100, ,73, ,92, ,56.9, ,2.8,Y,67.8,Y,64.2, 
263,9/5/2022,248,0.14, ,0.01, ,488, ,16.5, ,75.8, ,50.5, ,60.7, ,100, ,68, ,91, ,58.1, ,3.1,Y,75.5,Y,65.2, 
263,9/6/2022,249,0.15,R,0.00, ,506, ,15.0, ,70.6, ,46.5, ,58.3, ,100, ,71, ,90, ,55.4, ,2.6,Y,62.4,Y,64.8, 
263,9/7/2022,250,0.14, ,0, ,475, ,15.4, ,76.6, ,48.9, ,59.3, ,100, ,68, ,89, ,56.1, ,2.7,Y,65.4,Y,64.7, 
263,9/8/2022,251,0.16, ,0.00, ,540, ,13.2, ,70.3, ,45.6, ,57.5, ,100, ,58, ,81, ,51.9, ,3.9, ,92.9, ,64.4, 
263,9/9/2022,252,0.16,R,0, ,514, ,14.1, ,84.8,Y,41.9,Y,59.5, ,100, ,38, ,81, ,53.7, ,2.5,Y,59.1,Y,63.9, 
263,9/10/2022,253,0.12, ,0, ,397, ,16.4, ,69.7, ,50.5, ,60.7, ,100, ,72, ,90, ,57.8, ,4.4, ,106.3, ,64.2, 
263,9/11/2022,254,0.03, ,0, ,172, ,17.7, ,67.9, ,55.7, ,61.7, ,100, ,81, ,94, ,60.0, ,2.4,Y,56.6,Y,64.7, 
263,9/12/2022,255,0.13, ,0.01, ,468, ,15.5, ,66.5, ,50.5, ,57.8, ,100, ,78, ,95, ,56.4, ,2.6,Y,62.1,Y,64.6, 
263,9/13/2022,256,0.12, ,0.01, ,469, ,14.2, ,65.9, ,44.8, ,55.1, ,100, ,79, ,96, ,53.9, ,2.6,Y,63.5,Y,64.4, 
263,9/14/2022,257,0.08, ,0.01, ,333, ,14.6, ,61.9, ,48.0, ,55.4, ,100, ,90, ,98, ,54.8, ,3.1,Y,73.6,Y,64.3, 
263,9/15/2022,258,0.09, ,0, ,370, ,15.1, ,63.0, ,51.5, ,56.8, ,100, ,87, ,96, ,55.7, ,3.8, ,90.4, ,64.1, 
263,9/16/2022,259,0.11, ,0, ,409, ,13.4, ,65.2, ,43.9, ,55.2, ,100, ,72, ,90, ,52.4, ,4.6, ,109.9, ,63.5, 
263,9/17/2022,260,0.05, ,0.18, ,208, ,13.5, ,62.5, ,43.4,Y,53.9, ,100, ,78, ,95, ,52.5, ,2.9,Y,68.6,Y,62.4,Y
263,9/18/2022,261,0.06, ,0.09, ,235, ,15.5, ,65.9, ,50.0, ,58.0, ,100, ,78, ,94, ,56.3, ,2.7,Y,64.6,Y,62.0,Y
263,9/19/2022,262,0.12, ,0.00, ,434, ,16.3, ,68.8, ,54.1, ,60.3, ,100, ,75, ,92, ,57.8, ,4.5, ,109.1, ,62.6, 
263,9/20/2022,263,0.08, ,0.06, ,321, ,16.7, ,67.8, ,56.4, ,60.3, ,100, ,75, ,93, ,58.4, ,3.1,Y,73.9,Y,63.4, 
263,9/21/2022,264,0.05,R,0, ,220, ,15.6, ,63.5, ,50.8, ,57.3, ,100, ,89, ,97, ,56.6, ,2.7,Y,64.2,Y,63.4, 
263,9/22/2022,265,0.12, ,0, ,458, ,14.1, ,67.4, ,44.5, ,55.3, ,100, ,76, ,94, ,53.7, ,2.7,Y,64.3,Y,62.7, 
263,9/23/2022,266,0.11, ,0.01, ,448, ,14.0, ,67.2, ,45.6, ,54.9, ,100, ,78, ,95, ,53.6, ,2.5,Y,61.2,Y,62.5, 
263,9/24/2022,267,0.13, ,0.01, ,471, ,13.8, ,75.8, ,42.0,Y,56.7, ,100, ,57, ,88, ,53.1, ,2.2,Y,52.8,Y,62.3, 
263,9/25/2022,268,0.11, ,0.01, ,419, ,14.0, ,68.1, ,43.9, ,54.5, ,100, ,80, ,97, ,53.6, ,2.3,Y,55.1,Y,62.2, 
263,9/26/2022,269,0.07,R,0.01, ,292, ,15.0, ,65.1, ,51.5, ,55.8, ,100, ,86, ,99, ,55.3, ,2.7,Y,65.1,Y,62.3, 
263,9/27/2022,270,0.03, ,0.02, ,148, ,14.7, ,61.6, ,46.0, ,56.1, ,100, ,83, ,96, ,54.9, ,3.2, ,76.2, ,62.2, 
263,9/28/2022,271,0.08, ,0.05, ,305, ,16.5, ,67.8, ,48.7, ,59.1, ,100, ,86, ,97, ,58.1, ,3.6, ,86.7, ,61.6, 
263,9/29/2022,272,0.12, ,0, ,431, ,16.0, ,66.2, ,47.8, ,58.4, ,100, ,83, ,96, ,57.2, ,5.9, ,140.7, ,62.3, 
263,9/30/2022,273,0.13, ,0.00, ,440, ,14.6, ,75.1, ,44.6, ,58.4, ,100, ,62, ,88, ,54.8, ,3.0, ,71.8, ,61.8, 
