90,9/1/2022,244,0.23, ,0, ,625,R,4.9, ,96.8, ,36.6, ,68.8, ,61, ,6, ,20, ,26.7, ,3.7, ,89.0, ,68.0, 
90,9/2/2022,245,0.31, ,0, ,602, ,5.7, ,98.4,Y,44.5, ,72.8,Y,53, ,9, ,21,Y,30.4,Y,7.6,Y,181.7,Y,68.1, 
90,9/3/2022,246,0.27, ,0, ,609,R,5.4, ,91.9, ,43.5, ,69.7, ,59, ,9, ,22, ,28.8, ,6.4, ,153.8, ,68.0, 
90,9/4/2022,247,0.25, ,0, ,605,R,5.0, ,98.0, ,36.5, ,67.9, ,64, ,8, ,22, ,27.2, ,5.3, ,127.8, ,67.5, 
90,9/5/2022,248,0.23, ,0, ,579, ,6.9, ,98.9,Y,40.4, ,71.2, ,66, ,11, ,27, ,35.1, ,4.2, ,101.0, ,67.7, 
90,9/6/2022,249,0.23, ,0, ,578, ,7.3, ,101.9,Y,46.1, ,75.4,Y,60, ,8, ,24,Y,36.3,Y,4.4, ,106.5, ,68.5,Y
90,9/7/2022,250,0.25, ,0, ,541, ,8.1, ,99.6,Y,51.8,Y,75.8,Y,63, ,11, ,27,Y,39.0,Y,5.6, ,135.3, ,69.2,Y
90,9/8/2022,251,0.22, ,0, ,688,R,5.6, ,90.6, ,49.8,Y,75.9,Y,69, ,13, ,18,Y,30.0,Y,5.5, ,132.2, ,69.5,Y
90,9/9/2022,252,0.22, ,0, ,579,R,3.5, ,90.3, ,40.9, ,68.6, ,45, ,7, ,15, ,18.6, ,5.1, ,121.3, ,68.0,Y
90,9/10/2022,253,0.21, ,0, ,513, ,5.5, ,94.4, ,39.5, ,68.7, ,46, ,9, ,23, ,29.4, ,3.8, ,90.3, ,67.6, 
90,9/11/2022,254,0.17, ,0, ,381, ,8.2, ,88.6, ,44.9, ,66.5, ,73, ,16, ,37, ,39.5, ,4.0, ,95.5, ,67.2, 
90,9/12/2022,255,0.07, ,0.00, ,176, ,11.6, ,72.3, ,55.6,R,63.9, ,73, ,39, ,57, ,48.4, ,3.6, ,85.6, ,66.4, 
90,9/13/2022,256,0.20, ,0, ,529, ,9.3, ,81.6, ,43.9, ,62.6, ,92, ,23, ,48, ,42.8, ,4.9, ,118.2, ,65.9, 
90,9/14/2022,257,0.18, ,0, ,528, ,6.0, ,76.4, ,34.9, ,56.5, ,84, ,15, ,39, ,31.6, ,4.5, ,108.7, ,65.1, 
90,9/15/2022,258,0.16, ,0, ,531, ,6.2, ,75.7, ,34.2, ,55.2, ,83, ,16, ,42, ,32.5, ,3.5, ,85.2, ,64.4, 
90,9/16/2022,259,0.16, ,0, ,528, ,6.9, ,76.1, ,31.3, ,55.1, ,91, ,17, ,47, ,35.1, ,3.4, ,82.6, ,63.9, 
90,9/17/2022,260,0.14, ,0, ,405, ,7.2, ,72.4, ,30.8, ,53.2, ,83, ,27, ,52, ,36.1, ,4.2, ,100.3, ,63.1, 
90,9/18/2022,261,0.14, ,0.02, ,333, ,7.4, ,69.2, ,46.1,Y,55.4, ,79, ,26, ,50, ,36.9, ,7.1, ,171.2, ,62.3, 
90,9/19/2022,262,0.11, ,0.42, ,366, ,9.5, ,67.7, ,46.9,Y,54.5, ,94, ,36, ,65, ,43.2, ,5.1, ,122.4, ,61.8, 
90,9/20/2022,263,0.04, ,0.34, ,194, ,9.9, ,59.1, ,40.1, ,49.7, ,95, ,56, ,82, ,44.3, ,4.3, ,103.0, ,60.4, 
90,9/21/2022,264,0.11, ,0, ,370, ,8.7, ,65.5, ,36.7, ,49.1, ,98, ,43, ,74, ,41.0, ,4.1, ,98.0, ,59.4, 
90,9/22/2022,265,0.13, ,0, ,468, ,8.8, ,67.3, ,36.2, ,50.9, ,97, ,40, ,69, ,41.2, ,3.0, ,72.4, ,59.4, 
90,9/23/2022,266,0.15, ,0.00, ,519,R,7.8, ,78.3, ,29.9, ,54.1, ,97, ,19, ,55, ,38.2, ,2.8, ,67.9, ,59.5, 
90,9/24/2022,267,0.16, ,0, ,518,R,7.1, ,83.5, ,35.3, ,58.3, ,95, ,13, ,43, ,35.8, ,3.1, ,75.2, ,59.8, 
90,9/25/2022,268,0.17, ,0, ,511,R,6.2, ,85.6, ,33.9, ,59.6, ,88, ,10, ,35, ,32.2, ,3.9, ,94.7, ,60.0, 
90,9/26/2022,269,0.19, ,0, ,491, ,7.2, ,88.7, ,37.4, ,62.5, ,82, ,11, ,37, ,36.0, ,4.7, ,112.5, ,60.2, 
90,9/27/2022,270,0.18, ,0, ,479, ,7.9, ,86.6, ,39.4, ,61.5, ,91, ,10, ,42, ,38.5, ,4.8, ,115.3, ,60.7, 
90,9/28/2022,271,0.18, ,0, ,389, ,6.6, ,81.9, ,36.1, ,58.8, ,79, ,16, ,39, ,33.8, ,7.6, ,182.5, ,60.1, 
90,9/29/2022,272,0.14, ,0, ,489,R,7.2, ,69.4, ,36.4, ,52.1, ,92, ,23, ,55, ,36.2, ,3.6, ,85.7, ,59.5, 
90,9/30/2022,273,0.14, ,0, ,486,R,6.7, ,72.5, ,28.9, ,53.2, ,93, ,21, ,48, ,34.3, ,3.9, ,94.1, ,58.7, 
