214,9/1/2022,244,0.22, ,0, ,584, ,14.6, ,78.2, ,51.6, ,62.7, ,95, ,52, ,75, ,54.7, ,7.6, ,182.2, ,69.6, 
214,9/2/2022,245,0.21, ,0, ,555, ,15.0, ,79.1, ,53.6, ,62.7, ,98, ,51, ,77, ,55.4, ,9.7,Y,231.7,Y,69.8, 
214,9/3/2022,246,0.24, ,0, ,571, ,14.9, ,83.5, ,53.6, ,67.7, ,94, ,45, ,64, ,55.2, ,8.5, ,203.6, ,69.9, 
214,9/4/2022,247,0.25,R,0, ,569, ,14.7, ,91.1, ,54.1, ,71.0, ,93, ,32, ,57, ,54.9, ,6.7, ,161.9, ,71.6, 
214,9/5/2022,248,0.27,R,0, ,562, ,14.4, ,101.0,R,60.0, ,75.1,Y,82, ,23, ,49,Y,54.4,Y,7.0, ,166.9, ,72.5, 
214,9/6/2022,249,0.25,R,0, ,542, ,15.8, ,96.0,Y,60.6, ,72.4,Y,88, ,29, ,58,Y,56.9,Y,8.1, ,195.0, ,72.4, 
214,9/7/2022,250,0.24,R,0, ,530, ,16.7, ,93.9,Y,59.0, ,72.2,Y,88, ,25, ,62,Y,58.5,Y,6.6, ,158.1, ,73.0, 
214,9/8/2022,251,0.24,R,0, ,522, ,16.4, ,92.7,Y,58.0, ,71.6, ,93, ,33, ,62, ,57.9, ,7.3, ,174.8, ,73.8,Y
214,9/9/2022,252,0.20, ,0, ,514, ,15.9, ,83.6, ,56.0, ,65.7, ,93, ,47, ,74, ,57.1, ,7.1, ,169.4, ,73.5,Y
214,9/10/2022,253,0.12, ,0, ,323, ,18.3, ,77.5, ,58.7, ,67.3,H,95,H,65,H,80, ,60.9, ,8.1,Y,195.3,Y,72.2, 
214,9/11/2022,254,0.22, ,0, ,482, ,17.2, ,87.3, ,62.2, ,73.0,Y,88, ,36, ,62,Y,59.3,Y,7.5, ,179.4, ,74.0,Y
214,9/12/2022,255,0.19, ,0, ,507, ,15.9, ,77.5, ,58.2, ,65.2, ,95, ,51, ,75, ,57.1, ,11.3,R,270.5,R,73.5,Y
214,9/13/2022,256,0.19, ,0, ,518, ,14.5, ,73.1, ,58.0, ,64.0, ,88, ,54, ,71, ,54.6, ,10.3,R,247.2,R,72.6,Y
214,9/14/2022,257,0.19, ,0, ,521, ,14.7, ,76.1, ,53.1, ,64.1, ,92, ,43, ,72, ,54.8, ,7.3, ,174.8, ,71.9, 
214,9/15/2022,258,0.17, ,0, ,511, ,14.9, ,71.8, ,54.8, ,62.2, ,93, ,57, ,78, ,55.3, ,8.4,Y,201.1,Y,71.5, 
214,9/16/2022,259,0.18, ,0, ,512, ,14.0, ,73.3, ,54.7, ,61.7, ,87, ,60, ,75, ,53.6, ,9.7,Y,233.8,Y,70.1, 
214,9/17/2022,260,0.16, ,0, ,450, ,13.8, ,70.4, ,56.2, ,61.6, ,84, ,58, ,74, ,53.1, ,9.7,Y,233.9,Y,68.1, 
214,9/18/2022,261,0.10, ,0.04, ,230, ,14.9, ,72.1, ,56.9, ,62.2, ,92, ,59, ,78, ,55.3, ,11.4,R,273.8,R,66.8, 
214,9/19/2022,262,0.08, ,0.01, ,255, ,17.2, ,74.9, ,58.4, ,63.2, ,94, ,63, ,87, ,59.3, ,7.4, ,176.7, ,66.2, 
214,9/20/2022,263,0.15, ,0, ,414, ,15.3, ,77.5, ,57.0, ,64.0, ,95, ,48, ,75, ,56.0, ,7.1, ,169.3, ,67.7, 
214,9/21/2022,264,0.16, ,0, ,470, ,14.2, ,75.3, ,52.8, ,62.5, ,90, ,50, ,74, ,54.0, ,7.0, ,167.2, ,68.2, 
214,9/22/2022,265,0.19, ,0, ,513, ,13.9, ,79.4, ,50.9, ,63.2, ,92, ,46, ,70, ,53.3, ,6.0, ,144.7, ,68.8, 
214,9/23/2022,266,0.19, ,0.01,H,519, ,13.9, ,86.1, ,51.9, ,65.4, ,89, ,36, ,65, ,53.4, ,6.0, ,143.0, ,68.9, 
214,9/24/2022,267,0.17, ,0, ,508, ,14.8, ,74.5, ,51.8, ,61.9, ,90, ,56, ,78, ,55.0, ,8.1, ,193.8, ,67.6, 
214,9/25/2022,268,0.13, ,0, ,405, ,15.5, ,71.9, ,57.9, ,61.6, ,93, ,64, ,83, ,56.3, ,7.5, ,179.3, ,67.9, 
214,9/26/2022,269,0.12, ,0, ,392, ,15.2, ,69.9, ,56.8, ,60.2, ,94, ,68, ,85, ,55.7, ,7.9, ,190.4, ,67.9, 
214,9/27/2022,270,0.13, ,0, ,399, ,14.8, ,75.9, ,55.1, ,60.4, ,94, ,58, ,83, ,55.1, ,6.8, ,163.3, ,67.9, 
214,9/28/2022,271,0.16, ,0.02, ,580,R,15.6, ,80.6, ,60.8, ,68.4, ,98, ,44, ,66, ,56.5, ,12.2,R,292.9,R,69.6, 
214,9/29/2022,272,0.15, ,0, ,433, ,15.5, ,77.8, ,53.0, ,62.4, ,99, ,57, ,81, ,56.4, ,6.9, ,166.5, ,68.6, 
214,9/30/2022,273,0.16, ,0, ,473, ,14.7, ,75.1, ,51.4, ,61.0, ,96, ,57, ,80, ,54.8, ,8.3,Y,199.3,Y,67.3, 
