229,9/1/2022,244,0.16, ,0, ,514, ,13.7, ,72.4, ,47.3, ,59.5, ,96, ,57, ,79, ,53.0, ,3.1, ,74.3, ,74.7, 
229,9/2/2022,245,0.16, ,0, ,510, ,14.2, ,70.8, ,53.0, ,60.9, ,97, ,62, ,78, ,53.8, ,3.6, ,86.0, ,75.1, 
229,9/3/2022,246,0.18, ,0.00, ,509, ,13.2, ,80.3, ,49.5, ,64.5, ,93, ,41, ,64, ,51.9, ,3.1, ,73.8, ,75.1, 
229,9/4/2022,247,0.18,R,0, ,507, ,13.6, ,87.4,Y,50.0, ,67.4,Y,93,H,40,H,60,Y,52.8,Y,2.7, ,63.7, ,75.3, 
229,9/5/2022,248,0.16,R,0, ,513, ,13.0, ,--,S,56.4, ,--,S,82,H,32,H,--,Q,--,Q,3.0, ,72.4, ,76.1, 
229,9/6/2022,249,0.15,R,0, ,527, ,14.0, ,--,S,59.6, ,--,S,84,H,44,H,--,Q,--,Q,2.3, ,56.4, ,77.2,Y
229,9/7/2022,250,0.17,R,0.01, ,526, ,15.2, ,--,S,55.0, ,70.7,R,90,H,42,H,--,R,--,I,2.5, ,59.0, ,77.7,Y
229,9/8/2022,251,0.15,H,0.01, ,504, ,14.5, ,--,S,56.1, ,72.3,R,87,H,51,H,--,R,--,I,2.7, ,64.9, ,77.8,Y
229,9/9/2022,252,0.16, ,0, ,497, ,14.6, ,76.6, ,53.7, ,63.6, ,91, ,53, ,73, ,54.7, ,2.7, ,64.4, ,77.7,Y
229,9/10/2022,253,0.11, ,0.00, ,343, ,17.4, ,77.3, ,55.1, ,65.9, ,93, ,61, ,80, ,59.5, ,2.1, ,50.4, ,76.8,Y
229,9/11/2022,254,0.15, ,0.01, ,420, ,16.5, ,82.2,Y,59.4, ,70.7,R,87, ,44, ,--,R,--,I,2.9, ,69.4, ,76.7,Y
229,9/12/2022,255,0.15, ,0.00, ,470, ,15.2, ,72.9, ,57.2, ,63.8, ,92, ,57, ,75, ,55.8, ,3.5, ,85.1, ,76.8,Y
229,9/13/2022,256,0.16, ,0.00, ,486, ,13.9, ,72.5, ,55.3, ,63.1, ,88, ,51, ,70, ,53.3, ,3.3, ,78.8, ,76.5,Y
229,9/14/2022,257,0.12, ,0.01, ,366, ,13.3, ,73.3, ,49.8, ,61.6, ,94, ,49, ,71, ,52.2, ,2.7, ,65.2, ,75.9,Y
229,9/15/2022,258,0.14, ,0.01, ,459, ,13.4, ,69.3, ,48.3, ,58.9, ,95, ,57, ,79, ,52.4, ,3.1, ,73.2, ,74.7, 
229,9/16/2022,259,0.14, ,0, ,465, ,13.5, ,69.6, ,54.5, ,61.3, ,87, ,60, ,73, ,52.5, ,3.3, ,78.5, ,74.4, 
229,9/17/2022,260,0.11, ,0, ,356, ,13.2, ,69.0, ,55.5, ,60.3, ,86, ,59, ,74, ,51.9, ,2.9, ,69.0, ,74.4, 
229,9/18/2022,261,0.06, ,0.46, ,201, ,14.5, ,71.9, ,56.6, ,63.3, ,95, ,57, ,73, ,54.5, ,2.7, ,63.9, ,73.7, 
229,9/19/2022,262,0.08, ,0.10, ,278, ,17.0, ,72.5, ,57.9, ,63.4, ,96, ,64, ,85, ,58.9, ,2.5, ,60.7, ,72.5, 
229,9/20/2022,263,0.14, ,0, ,431, ,14.2, ,77.6, ,51.4, ,63.2, ,95, ,43, ,72, ,54.0, ,2.9, ,69.7, ,72.2, 
229,9/21/2022,264,0.11, ,0.01, ,349, ,14.2, ,74.7, ,51.2, ,61.1, ,94, ,52, ,77, ,53.9, ,2.6, ,62.9, ,72.1, 
229,9/22/2022,265,0.15, ,0, ,454, ,13.1, ,74.4, ,46.6, ,60.7, ,96, ,47, ,72, ,51.7, ,2.8, ,66.4, ,71.8, 
229,9/23/2022,266,0.15, ,0, ,453, ,13.3, ,80.2, ,47.3, ,62.9, ,94, ,43, ,68, ,52.1, ,2.7, ,63.7, ,72.1, 
229,9/24/2022,267,0.14, ,0.00, ,453, ,13.9, ,79.7, ,47.5, ,61.3, ,94, ,46, ,75, ,53.3, ,2.4, ,58.5, ,72.4, 
229,9/25/2022,268,0.11, ,0.00, ,383, ,15.1, ,68.9, ,55.5, ,60.3, ,94, ,68, ,84, ,55.6, ,2.6, ,62.9, ,72.9, 
229,9/26/2022,269,0.07, ,0, ,278, ,14.9, ,66.2, ,55.8, ,58.8, ,96, ,73, ,88, ,55.2, ,2.7, ,65.0, ,72.8, 
229,9/27/2022,270,0.11, ,0.01, ,379, ,13.9, ,73.1, ,50.2, ,58.2, ,97, ,61, ,84, ,53.4, ,2.6, ,62.9, ,72.1, 
229,9/28/2022,271,0.13, ,0.01, ,416, ,13.7, ,76.1, ,47.5, ,60.6, ,97, ,48, ,76, ,53.0, ,3.0, ,71.2, ,71.8, 
229,9/29/2022,272,0.11, ,0.00, ,390, ,14.7, ,74.4, ,51.2, ,60.5, ,96, ,61, ,82, ,54.8, ,2.7, ,65.2, ,72.0, 
229,9/30/2022,273,0.13, ,0, ,415, ,13.7, ,79.3, ,45.9, ,59.8, ,95, ,46, ,78, ,53.0, ,2.8, ,66.8, ,71.9, 
