146,9/1/2022,244,0.25, ,0, ,577, ,13.8, ,103.4, ,66.9, ,84.4, ,52, ,20, ,34, ,53.2, ,3.0, ,72.1, ,80.3, 
146,9/2/2022,245,0.25, ,0, ,570, ,14.5, ,106.5, ,69.2, ,87.4,Y,52, ,17, ,33,Y,54.6,Y,3.2, ,76.1, ,80.6, 
146,9/3/2022,246,0.24, ,0, ,575, ,12.5, ,103.1, ,67.5, ,84.0, ,59, ,15, ,31, ,50.4, ,2.8, ,66.4, ,80.5, 
146,9/4/2022,247,0.25, ,0.12, ,565, ,13.9, ,105.2, ,70.1, ,86.9, ,49, ,19, ,32, ,53.4, ,3.4, ,81.9, ,80.4, 
146,9/5/2022,248,0.25, ,0, ,566, ,14.6, ,107.0, ,71.4,Y,88.2,Y,47, ,18, ,32,Y,54.7,Y,2.8, ,67.9, ,80.6, 
146,9/6/2022,249,0.27, ,0, ,561, ,15.0, ,112.9,Y,69.2, ,91.3,Y,52,H,16,H,30,Y,55.4,Y,4.7, ,112.0, ,80.2, 
146,9/7/2022,250,0.25, ,0, ,553, ,16.7, ,110.7,Y,71.2,Y,89.7,Y,59, ,18, ,35,Y,58.3,Y,3.1, ,74.5, ,81.1, 
146,9/8/2022,251,0.23, ,0.09, ,515, ,15.8, ,101.0, ,72.0,Y,85.9, ,54, ,25, ,37, ,56.9, ,3.3, ,79.9, ,80.9, 
146,9/9/2022,252,0.21, ,0.11, ,449, ,18.5, ,105.3, ,68.5, ,86.7,Y,74, ,26, ,43,Y,61.2,Y,4.2, ,100.1, ,79.9, 
146,9/10/2022,253,0.17, ,0.09, ,386, ,22.9,R,98.0, ,72.7,Y,82.3, ,81, ,34, ,--,R,--,I,5.1,Y,122.6,Y,80.7, 
146,9/11/2022,254,0.18, ,0.08, ,470, ,21.0,Y,93.0, ,71.3,Y,79.7, ,82, ,43, ,61,Y,64.9,Y,3.8, ,90.9, ,80.2, 
146,9/12/2022,255,0.21, ,0.01, ,458, ,15.1, ,93.8, ,66.8, ,81.8, ,79, ,22, ,41, ,55.6, ,4.6, ,111.4, ,79.4, 
146,9/13/2022,256,0.21, ,0.24, ,504, ,12.3, ,90.2, ,62.4, ,76.4, ,60, ,24, ,40, ,50.0, ,4.7, ,114.0, ,78.2, 
146,9/14/2022,257,0.18, ,0.30, ,547, ,12.9, ,82.1, ,53.4, ,68.0, ,76, ,35, ,55, ,51.2, ,3.2, ,77.5, ,75.2, 
146,9/15/2022,258,0.18, ,0, ,537, ,13.0, ,83.0, ,55.1, ,68.4, ,75, ,35, ,55, ,51.5, ,3.2, ,76.2, ,74.2, 
146,9/16/2022,259,0.17, ,0.25, ,536, ,13.3, ,81.8, ,54.2, ,68.2, ,76, ,39, ,57, ,52.2, ,2.8, ,66.1, ,73.7, 
146,9/17/2022,260,0.22, ,0.17, ,530, ,11.4, ,89.3, ,55.5, ,70.7, ,72, ,19, ,44, ,48.1, ,5.1, ,121.9, ,73.0, 
146,9/18/2022,261,0.19, ,0, ,494, ,11.5, ,82.8, ,49.5, ,67.3, ,76, ,34, ,51, ,48.3, ,4.6, ,110.2, ,72.1, 
146,9/19/2022,262,0.15, ,0, ,428, ,15.5, ,79.4, ,60.0, ,68.8, ,76, ,50, ,65, ,56.4, ,4.7, ,113.8, ,72.7, 
146,9/20/2022,263,0.14, ,0, ,361, ,14.7, ,80.1, ,63.3, ,69.8, ,76, ,46, ,59, ,54.8, ,4.4, ,105.6, ,73.5, 
146,9/21/2022,264,0.18, ,0, ,520, ,12.4, ,81.4, ,56.3, ,68.4, ,72, ,35, ,52, ,50.2, ,3.8, ,91.8, ,73.0, 
146,9/22/2022,265,0.17, ,0, ,524, ,13.1, ,82.8, ,53.3, ,68.2, ,76, ,35, ,55, ,51.6, ,3.3, ,80.2, ,72.4, 
146,9/23/2022,266,0.17, ,0, ,520, ,13.0, ,88.3, ,55.1, ,70.8, ,70, ,30, ,50, ,51.4, ,2.7, ,65.9, ,72.1, 
146,9/24/2022,267,0.19, ,0, ,493, ,14.0, ,94.5, ,60.9, ,76.1, ,65, ,30, ,46, ,53.6, ,3.1, ,74.3, ,72.7, 
146,9/25/2022,268,0.20, ,0, ,492, ,12.9, ,98.0, ,63.6, ,79.4, ,52, ,23, ,38, ,51.3, ,3.0, ,72.4, ,73.7, 
146,9/26/2022,269,0.19, ,0, ,489, ,14.3, ,97.6, ,62.7, ,80.0, ,59, ,25, ,41, ,54.1, ,3.0, ,71.6, ,74.3, 
146,9/27/2022,270,0.18, ,0, ,483, ,14.9, ,94.6, ,64.1, ,78.0, ,63, ,28, ,46, ,55.3, ,3.1, ,74.1, ,74.9, 
146,9/28/2022,271,0.18, ,0.03, ,482, ,13.5, ,91.3, ,59.5, ,74.0, ,63, ,30, ,47, ,52.5, ,3.0, ,72.9, ,74.4, 
146,9/29/2022,272,0.17, ,0.06, ,487, ,14.8, ,87.7, ,56.4, ,71.7, ,68, ,39, ,56, ,55.0, ,3.1, ,75.4, ,72.8, 
146,9/30/2022,273,0.17, ,0.01, ,479, ,13.3, ,90.4, ,56.6, ,73.1, ,67, ,30, ,48, ,52.2, ,3.0, ,71.6, ,71.7, 
