213,9/1/2022,244,0.18, ,0, ,595, ,15.2, ,74.2, ,54.3, ,61.1, ,100, ,57, ,82, ,55.8, ,5.2, ,124.8, ,69.5, 
213,9/2/2022,245,0.16, ,0, ,553, ,14.9, ,70.9, ,53.1, ,59.7, ,100, ,65, ,85, ,55.3, ,5.9, ,142.2, ,69.5, 
213,9/3/2022,246,0.19, ,0, ,580, ,15.0, ,77.4, ,57.2, ,66.5, ,88, ,49, ,68, ,55.5, ,5.2, ,125.7, ,70.0, 
213,9/4/2022,247,0.20, ,0.01, ,564, ,14.3, ,89.7, ,56.4, ,74.0,Y,95,H,31,H,50,Y,54.2,Y,3.2, ,78.0, ,71.1, 
213,9/5/2022,248,0.21,H,0.04, ,549, ,12.0, ,99.0,Y,62.2,Y,--,S,44,H,18,H,--,Q,--,Q,3.1, ,73.8, ,72.8, 
213,9/6/2022,249,0.22,R,0, ,542, ,12.1, ,103.8,Y,63.7,Y,81.8,R,77,H,21,H,--,R,--,I,4.9, ,118.4, ,74.0,Y
213,9/7/2022,250,0.19, ,0.01, ,525, ,16.3, ,86.9, ,61.2,Y,69.7,H,90,H,36,H,66, ,57.7, ,5.5, ,131.9, ,72.9, 
213,9/8/2022,251,0.20, ,0.02, ,521, ,14.6, ,91.0, ,59.4, ,73.9,Y,82,H,33,H,51,Y,54.7,Y,4.1, ,97.5, ,72.6, 
213,9/9/2022,252,0.16, ,0.01, ,497, ,15.0, ,73.2, ,56.5, ,61.9, ,100, ,58, ,79, ,55.5, ,6.5, ,156.4, ,72.0, 
213,9/10/2022,253,0.06, ,0.02, ,243, ,17.4, ,66.4, ,57.7, ,61.7, ,100, ,83, ,93, ,59.6, ,5.8, ,140.3, ,70.3, 
213,9/11/2022,254,0.11, ,0, ,357, ,17.2, ,71.6, ,59.8, ,65.2, ,97, ,66, ,81, ,59.2, ,4.9, ,118.7, ,70.0, 
213,9/12/2022,255,0.12, ,0.03, ,416, ,16.8, ,67.9, ,57.7, ,61.2, ,100, ,74, ,91, ,58.5, ,6.5, ,157.0, ,69.8, 
213,9/13/2022,256,0.14, ,0, ,490, ,15.8, ,67.1, ,56.0, ,60.2, ,100, ,74, ,89, ,56.8, ,6.0, ,143.1, ,69.2, 
213,9/14/2022,257,0.07, ,0.01, ,276, ,16.8, ,65.8, ,56.6, ,59.8, ,100, ,82, ,96, ,58.6, ,5.2, ,123.8, ,68.6, 
213,9/15/2022,258,0.11, ,0.02, ,390, ,15.4, ,65.3, ,55.6, ,59.1, ,100, ,75, ,90, ,56.1, ,5.3, ,127.6, ,68.5, 
213,9/16/2022,259,0.14, ,0.01, ,484, ,14.9, ,66.6, ,55.7, ,59.9, ,100, ,67, ,85, ,55.3, ,5.8, ,138.9, ,68.4, 
213,9/17/2022,260,0.13, ,0, ,431, ,14.4, ,67.7, ,54.4, ,58.7, ,100, ,67, ,85, ,54.2, ,6.6, ,159.5, ,67.8, 
213,9/18/2022,261,0.05, ,0.19, ,156, ,15.4, ,66.4, ,57.2, ,61.3, ,99, ,69, ,83, ,56.1, ,7.1, ,169.5, ,66.7, 
213,9/19/2022,262,0.13, ,0, ,439, ,15.2, ,70.8, ,57.2, ,61.9, ,99, ,60, ,81, ,55.9, ,4.2, ,101.6, ,66.8, 
213,9/20/2022,263,0.11, ,0.01, ,369, ,13.9, ,70.7, ,56.5, ,61.8, ,87, ,61, ,74, ,53.3, ,3.7, ,88.5, ,67.5, 
213,9/21/2022,264,0.11, ,0.00, ,364, ,14.5, ,68.9, ,56.7, ,61.7, ,88, ,62, ,77, ,54.5, ,4.3, ,102.3, ,67.6, 
213,9/22/2022,265,0.16, ,0, ,495, ,14.0, ,77.2, ,55.4, ,65.0, ,100, ,40, ,66, ,53.5, ,3.8, ,90.4, ,67.8, 
213,9/23/2022,266,0.17, ,0, ,490, ,13.7, ,84.4, ,56.9, ,69.9, ,92, ,35, ,55, ,53.0, ,3.4, ,82.3, ,68.7, 
213,9/24/2022,267,0.16, ,0, ,499, ,15.0, ,77.3, ,57.6, ,66.9, ,100, ,49, ,67, ,55.5, ,3.9, ,92.9, ,69.6, 
213,9/25/2022,268,0.11, ,0.02, ,422, ,15.8, ,64.3, ,54.6, ,58.4, ,100, ,79, ,94, ,56.8, ,6.3, ,151.8, ,69.3, 
213,9/26/2022,269,0.09, ,0.00, ,369, ,15.1, ,62.2, ,54.7, ,56.8, ,100, ,82, ,96, ,55.6, ,6.5, ,156.4, ,68.1, 
213,9/27/2022,270,0.12, ,0.00, ,425, ,14.3, ,65.7, ,52.3, ,57.8, ,100, ,69, ,88, ,54.1, ,5.6, ,133.2, ,67.4, 
213,9/28/2022,271,0.13, ,0, ,457, ,16.3, ,66.1, ,54.9, ,60.3, ,100, ,76, ,91, ,57.7, ,5.7, ,136.5, ,67.2, 
213,9/29/2022,272,0.14, ,0, ,462, ,15.7, ,74.4, ,56.5, ,64.1, ,100, ,56, ,77, ,56.6, ,4.0, ,96.6, ,68.2, 
213,9/30/2022,273,0.15, ,0.01, ,467, ,14.8, ,77.1, ,54.4, ,63.6, ,100, ,46, ,73, ,55.0, ,5.0, ,119.2, ,68.5, 
