84,9/1/2022,244,0.26, ,0, ,589, ,11.3, ,100.3, ,67.7, ,85.2, ,41, ,17, ,27, ,47.7, ,3.5, ,83.8, ,77.3, 
84,9/2/2022,245,0.27, ,0, ,582, ,9.6, ,101.4, ,76.7, ,88.1, ,33, ,9, ,21, ,43.5, ,4.8, ,114.6, ,77.4, 
84,9/3/2022,246,0.26, ,0, ,581, ,9.6, ,98.1, ,65.9, ,84.3, ,35, ,16, ,24, ,43.3, ,4.5, ,107.7, ,77.1, 
84,9/4/2022,247,0.25, ,0, ,566, ,9.7, ,101.8, ,70.6, ,86.8, ,35, ,12, ,22, ,43.8, ,3.3, ,78.7, ,77.1, 
84,9/5/2022,248,0.26, ,0, ,550, ,10.3, ,107.6,Y,75.8, ,91.3,Y,29, ,12, ,20,Y,45.3,Y,3.6, ,86.5, ,76.5, 
84,9/6/2022,249,0.29,R,0, ,554, ,12.3, ,109.7,Y,78.6,Y,95.2,Y,30, ,16, ,22,Y,50.0,Y,4.9, ,116.6, ,71.5, 
84,9/7/2022,250,0.29, ,0, ,529, ,10.8, ,105.0,Y,82.8,Y,92.8,Y,27, ,15, ,21,Y,46.6,Y,5.4, ,129.6, ,75.0, 
84,9/8/2022,251,0.27, ,0, ,542, ,12.3, ,104.2,Y,74.7, ,91.6,Y,34, ,18, ,24,Y,50.1,Y,4.5, ,108.5, ,76.6, 
84,9/9/2022,252,0.17, ,0, ,306, ,12.7, ,99.0, ,73.3, ,87.1, ,39, ,23, ,29, ,50.9, ,3.6, ,85.5, ,77.0, 
84,9/10/2022,253,0.19, ,0, ,360, ,11.0, ,88.4, ,74.0, ,81.5, ,38, ,23, ,30, ,47.0, ,5.0, ,119.5, ,76.6, 
84,9/11/2022,254,0.18, ,0, ,459, ,12.1, ,89.6, ,64.4, ,77.7, ,56, ,24, ,37, ,49.7, ,2.7, ,64.8, ,76.1, 
84,9/12/2022,255,0.15, ,0, ,336, ,12.7, ,89.5, ,70.3, ,78.1, ,49, ,28, ,39, ,50.9, ,2.7, ,64.1, ,76.6, 
84,9/13/2022,256,0.20, ,0, ,523, ,12.3, ,82.2, ,63.5, ,71.9, ,59, ,30, ,46, ,50.0, ,5.0, ,120.4, ,75.6, 
84,9/14/2022,257,0.18, ,0, ,500, ,11.8, ,77.4, ,54.4, ,67.1, ,69, ,35, ,52, ,49.0, ,4.6, ,110.4, ,69.9, 
84,9/15/2022,258,0.16, ,0, ,504, ,12.2, ,78.0, ,53.9, ,65.7, ,74, ,40, ,57, ,49.9, ,3.2, ,76.3, ,71.1, 
84,9/16/2022,259,0.17, ,0, ,506, ,12.4, ,80.0, ,51.4, ,67.0, ,84, ,36, ,55, ,50.3, ,3.4, ,81.7, ,71.8, 
84,9/17/2022,260,0.18, ,0, ,430, ,11.2, ,77.4, ,56.9, ,67.6, ,67, ,37, ,48, ,47.4, ,6.2,Y,149.5,Y,71.8, 
84,9/18/2022,261,0.09, ,0.40, ,230, ,12.5, ,72.8, ,59.1, ,63.6, ,88, ,40, ,62, ,50.4, ,5.9, ,142.4, ,70.9, 
84,9/19/2022,262,0.07, ,1.00, ,281, ,16.5, ,71.0, ,57.9, ,62.9, ,95, ,66, ,84, ,58.1, ,3.9, ,94.6, ,69.7, 
84,9/20/2022,263,0.13, ,0.20, ,468, ,15.4, ,74.2, ,57.6, ,64.3, ,96, ,51, ,75, ,56.2, ,3.2, ,76.6, ,69.9, 
84,9/21/2022,264,0.11, ,0.01, ,327, ,13.5, ,76.0, ,58.1, ,65.0, ,76, ,43, ,64, ,52.5, ,4.4, ,104.7, ,70.4, 
84,9/22/2022,265,0.17, ,0, ,498, ,12.8, ,79.0, ,54.3, ,67.6, ,77, ,39, ,55, ,51.0, ,4.6, ,110.8, ,70.3, 
84,9/23/2022,266,0.18, ,0, ,495, ,13.1, ,87.3, ,61.0, ,72.7, ,68, ,31, ,48, ,51.7, ,4.1, ,99.2, ,70.9, 
84,9/24/2022,267,0.19, ,0, ,496, ,12.6, ,90.6, ,64.4, ,76.7, ,54, ,25, ,40, ,50.7, ,3.8, ,90.8, ,71.9, 
84,9/25/2022,268,0.19, ,0, ,480, ,13.2, ,91.8, ,69.1, ,79.4, ,53, ,28, ,38, ,51.9, ,3.9, ,94.0, ,72.6, 
84,9/26/2022,269,0.17, ,0, ,471, ,15.7, ,92.0, ,63.5, ,77.5, ,70, ,33, ,49, ,56.8, ,3.3, ,78.1, ,73.4, 
84,9/27/2022,270,0.16, ,0, ,469, ,13.7, ,86.2, ,57.8, ,72.4, ,81, ,29, ,50, ,53.0, ,3.4, ,82.0, ,73.7, 
84,9/28/2022,271,0.17, ,0, ,474, ,11.2, ,85.0, ,55.2, ,72.0, ,69, ,25, ,42, ,47.6, ,3.9, ,92.5, ,73.0, 
84,9/29/2022,272,0.17, ,0, ,471, ,11.5, ,84.2, ,57.9, ,71.0, ,57, ,29, ,44, ,48.2, ,3.8, ,90.2, ,72.4, 
84,9/30/2022,273,0.17, ,0, ,466, ,11.6, ,87.2, ,60.3, ,73.4, ,57, ,27, ,41, ,48.4, ,3.2, ,77.9, ,72.0, 
