170,9/1/2022,244,0.22, ,0, ,612,R,14.0, ,98.0, ,54.9, ,74.0, ,93, ,17, ,49, ,53.6, ,2.7, ,65.9, ,68.2, 
170,9/2/2022,245,0.21, ,0, ,611,R,14.1, ,91.3, ,56.8, ,71.8, ,90, ,26, ,53, ,53.8, ,4.1, ,98.8, ,68.6, 
170,9/3/2022,246,0.22, ,0, ,602,R,13.7, ,93.1, ,61.3, ,75.1, ,78, ,27, ,46, ,53.0, ,3.5, ,83.9, ,68.9, 
170,9/4/2022,247,0.22, ,0, ,592, ,13.5, ,100.5, ,56.0, ,78.2, ,92, ,15, ,41, ,52.6, ,2.5, ,60.0, ,69.0, 
170,9/5/2022,248,0.24,R,0, ,576, ,12.6, ,108.5,Y,61.9, ,84.3,Y,76, ,12, ,31,Y,50.7,Y,2.5, ,60.0, ,69.9, 
170,9/6/2022,249,0.24,R,0, ,575, ,13.0, ,109.7,Y,67.1,Y,85.8,R,63, ,14, ,--,R,--,I,2.6, ,62.5, ,71.2, 
170,9/7/2022,250,0.23, ,0, ,562, ,14.8, ,101.4, ,66.3,Y,81.8,Y,77,H,16,H,40,Y,55.0,Y,3.3, ,80.1, ,71.7, 
170,9/8/2022,251,0.22, ,0, ,560, ,14.8, ,107.8,Y,63.0, ,83.2,Y,78, ,15, ,38,Y,55.0,Y,2.3, ,55.0, ,71.6, 
170,9/9/2022,252,0.21, ,0.01,H,544, ,14.5, ,96.2, ,60.2, ,76.6, ,83, ,21, ,46, ,54.5, ,3.3, ,78.5, ,71.5, 
170,9/10/2022,253,0.13, ,0, ,365, ,16.2, ,78.6, ,63.4, ,70.0, ,79, ,53, ,65, ,57.6, ,5.0, ,119.5, ,70.5, 
170,9/11/2022,254,0.13, ,0, ,312, ,15.1, ,85.5, ,64.0,Y,72.6, ,80, ,19, ,55, ,55.5, ,3.3, ,79.6, ,69.6, 
170,9/12/2022,255,0.16, ,0, ,426, ,14.6, ,87.1, ,61.1, ,72.2, ,81, ,29, ,54, ,54.7, ,4.4, ,105.9, ,69.3, 
170,9/13/2022,256,0.18, ,0, ,560,R,14.7, ,75.5, ,60.2, ,65.6, ,85, ,49, ,68, ,54.9, ,5.8, ,138.7, ,68.3, 
170,9/14/2022,257,0.17, ,0, ,532, ,14.8, ,76.0, ,56.1, ,65.4, ,89, ,50, ,69, ,55.0, ,4.0, ,95.0, ,67.5, 
170,9/15/2022,258,0.15, ,0, ,497, ,14.3, ,75.5, ,56.4, ,64.4, ,88, ,49, ,70, ,54.2, ,3.8, ,91.3, ,67.1, 
170,9/16/2022,259,0.17, ,0, ,536, ,14.3, ,81.7, ,54.7, ,66.7, ,89, ,38, ,64, ,54.2, ,3.7, ,87.8, ,66.9, 
170,9/17/2022,260,0.16, ,0, ,491, ,13.4, ,75.2, ,57.0, ,63.8, ,82, ,43, ,66, ,52.3, ,4.9, ,118.3, ,66.7, 
170,9/18/2022,261,0.09, ,0.19, ,274, ,15.4, ,74.0, ,60.5, ,64.9, ,93, ,59, ,73, ,56.1, ,4.3, ,103.0, ,66.3, 
170,9/19/2022,262,0.10, ,0.04, ,349, ,16.1, ,76.0, ,53.7, ,63.6, ,97, ,59, ,80, ,57.4, ,2.0, ,47.0, ,65.7, 
170,9/20/2022,263,0.11, ,0, ,389, ,14.5, ,76.1, ,52.1, ,63.3, ,96, ,53, ,73, ,54.5, ,2.0, ,49.0, ,65.5, 
170,9/21/2022,264,0.12, ,0.00, ,389, ,14.0, ,78.0, ,55.6, ,65.8, ,91, ,40, ,65, ,53.6, ,2.8, ,66.8, ,65.7, 
170,9/22/2022,265,0.16, ,0, ,521,R,13.5, ,82.1, ,50.9, ,65.6, ,93, ,34, ,63, ,52.6, ,2.1, ,50.3, ,65.4, 
170,9/23/2022,266,0.17, ,0, ,522,R,13.3, ,89.3, ,52.4, ,69.3, ,90, ,25, ,55, ,52.2, ,1.9, ,45.7, ,65.3, 
170,9/24/2022,267,0.18, ,0, ,525,R,12.6, ,92.8, ,51.6, ,71.6, ,88, ,18, ,48, ,50.7, ,2.0, ,48.2, ,65.5, 
170,9/25/2022,268,0.16, ,0, ,504, ,15.3, ,82.7, ,54.0, ,66.7, ,93, ,43, ,68, ,56.0, ,3.6, ,85.6, ,65.6, 
170,9/26/2022,269,0.15, ,0, ,501, ,14.6, ,79.9, ,56.9, ,65.2, ,89, ,45, ,69, ,54.8, ,4.0, ,96.5, ,66.1, 
170,9/27/2022,270,0.15, ,0, ,496, ,13.7, ,77.7, ,54.1, ,63.6, ,91, ,44, ,68, ,53.0, ,4.2, ,99.7, ,65.6, 
170,9/28/2022,271,0.16, ,0, ,500,R,14.4, ,82.0, ,53.1, ,67.2, ,91, ,33, ,63, ,54.2, ,3.5, ,83.5, ,65.2, 
170,9/29/2022,272,0.15, ,0, ,490, ,15.6, ,85.8, ,56.5, ,69.0, ,94, ,37, ,65, ,56.6, ,2.4, ,57.0, ,65.6, 
170,9/30/2022,273,0.16, ,0, ,493,R,12.5, ,89.1, ,51.2, ,69.7, ,91, ,24, ,50, ,50.4, ,2.3, ,54.6, ,65.5, 
