223,9/1/2022,244,0.25, ,0, ,572, ,18.5, ,100.8, ,72.3, ,87.7,Y,68, ,21, ,41,Y,61.2,Y,2.7, ,65.1, ,79.1, 
223,9/2/2022,245,0.22, ,0, ,524, ,20.9, ,101.0, ,72.5, ,86.4, ,95, ,28, ,48, ,64.7, ,2.4, ,56.8, ,79.1, 
223,9/3/2022,246,0.24, ,0, ,547, ,19.3, ,106.6, ,75.5,Y,89.6,Y,67, ,27, ,41,Y,62.5,Y,2.1, ,51.6, ,80.1, 
223,9/4/2022,247,0.22, ,0, ,501, ,19.1, ,111.1,Y,78.2,Y,90.7,Y,73, ,22, ,39,Y,62.1,Y,2.3, ,54.8, ,81.3, 
223,9/5/2022,248,0.22, ,0, ,553, ,25.3,R,103.4, ,80.0,R,90.5,Y,89, ,27, ,--,R,--,I,1.6,Y,38.4,Y,81.7, 
223,9/6/2022,249,0.20,R,0, ,542, ,23.5,Y,100.6, ,74.9,Y,86.3, ,82, ,29, ,55,Y,68.2,Y,1.1,R,25.6,R,81.8, 
223,9/7/2022,250,0.22, ,0, ,534, ,22.6,Y,105.4, ,71.5, ,87.7,Y,96, ,28, ,51,Y,67.1,Y,1.7,Y,41.8,Y,81.5, 
223,9/8/2022,251,0.14, ,0, ,320, ,21.4, ,104.4, ,73.1,Y,88.2,Y,83, ,28, ,47,Y,65.4,Y,2.1, ,49.4, ,80.5, 
223,9/9/2022,252,0.11,R,0.17, ,242, ,23.4,Y,102.5, ,71.6, ,85.6, ,100, ,32, ,56,Y,68.0,Y,2.6, ,63.2, ,79.6, 
223,9/10/2022,253,0.04, ,0.00, ,163, ,26.1,R,83.0, ,70.5, ,77.3, ,100, ,66, ,--,R,--,I,1.8,Y,42.1,Y,78.4, 
223,9/11/2022,254,0.18, ,0, ,511, ,25.8,R,94.1, ,76.1,Y,82.7, ,85, ,39, ,--,R,--,I,2.1, ,49.3, ,79.0, 
223,9/12/2022,255,0.16,R,0, ,472, ,25.1,R,90.0, ,71.6,Y,79.5, ,100, ,53, ,--,R,--,I,1.4,Y,32.9,Y,79.1, 
223,9/13/2022,256,0.17,R,0, ,518, ,21.4,Y,87.9, ,68.2, ,77.2, ,91, ,44, ,67,Y,65.5,Y,1.1,R,26.4,R,78.5, 
223,9/14/2022,257,0.15,R,0, ,479, ,20.5, ,85.0, ,64.9, ,72.7, ,100, ,50, ,75, ,64.2, ,1.1,R,25.3,R,77.2, 
223,9/15/2022,258,0.14, ,0.00,H,458, ,19.0, ,83.8, ,62.0, ,70.9, ,100, ,49, ,74, ,62.1, ,1.3,R,30.1,R,75.6, 
223,9/16/2022,259,0.17,R,0, ,528, ,18.8, ,83.1, ,60.4, ,70.4, ,100, ,51, ,74, ,61.7, ,1.3,R,30.5,R,74.6, 
223,9/17/2022,260,0.08, ,0, ,275, ,18.8, ,81.3, ,61.3, ,68.8, ,99, ,53, ,78, ,61.7, ,1.1,R,26.7,R,73.8, 
223,9/18/2022,261,0.14,R,0, ,472, ,17.4, ,79.3, ,62.3, ,69.8, ,88, ,56, ,70, ,59.6, ,1.0,R,24.8,R,73.8, 
223,9/19/2022,262,0.16,R,0, ,530, ,17.2, ,82.5, ,57.7, ,68.7, ,100, ,43, ,72, ,59.2, ,1.0,R,24.2,R,72.9, 
223,9/20/2022,263,0.16,R,0, ,517, ,17.3, ,85.0, ,61.0, ,71.5, ,97, ,46, ,66, ,59.4, ,1.0,R,24.3,R,73.1, 
223,9/21/2022,264,0.16,R,0, ,530, ,14.3, ,84.3, ,57.2, ,69.7, ,100, ,33, ,58, ,54.2, ,1.0,R,24.1,R,72.4, 
223,9/22/2022,265,0.17,R,0, ,535, ,14.4, ,89.3, ,55.8, ,71.1, ,100, ,23, ,55, ,54.2, ,1.0,R,24.1,R,71.5, 
223,9/23/2022,266,0.17,R,0, ,509, ,12.9, ,90.9, ,56.8, ,73.9, ,100, ,14, ,45, ,51.3, ,1.0,R,24.1,R,71.6, 
223,9/24/2022,267,0.17,R,0, ,494, ,12.6, ,94.9, ,64.5, ,77.9, ,75, ,11, ,39, ,50.8, ,1.0,I,24.0,I,72.9, 
223,9/25/2022,268,0.17,R,0, ,493, ,16.6, ,94.3, ,65.8, ,79.1, ,73, ,28, ,49, ,58.3, ,1.0,I,24.0,I,73.9, 
223,9/26/2022,269,0.18,R,0, ,489, ,17.4, ,96.9, ,63.4, ,79.2, ,96, ,27, ,51, ,59.5, ,1.4,R,32.6,R,74.3, 
223,9/27/2022,270,0.17,R,0, ,493, ,18.5, ,98.2, ,65.4, ,81.9, ,78, ,30, ,50, ,61.3, ,1.0,R,24.6,R,74.8, 
223,9/28/2022,271,0.17,R,0, ,486, ,19.4, ,96.5, ,67.9, ,81.0, ,79, ,32, ,54, ,62.6, ,1.0,I,24.0,I,75.5, 
223,9/29/2022,272,0.16,R,0, ,485, ,21.4,Y,89.2, ,64.1, ,75.5, ,95, ,46, ,71,Y,65.4,Y,1.0,I,24.0,I,75.6, 
223,9/30/2022,273,0.14,R,0, ,449, ,21.0,Y,90.4, ,65.2, ,72.7, ,97, ,53, ,77,Y,64.9,Y,1.0,R,24.1,R,75.5, 
