152,9/1/2022,244,0.21, ,0.13, ,582, ,19.0, ,86.9, ,62.0, ,72.4, ,100, ,45, ,70, ,62.0, ,3.0, ,72.7, ,70.6, 
152,9/2/2022,245,0.21, ,0.11, ,576, ,19.7, ,87.5, ,59.6, ,73.7, ,100, ,49, ,69, ,63.0, ,3.2, ,76.8, ,70.8, 
152,9/3/2022,246,0.22, ,0, ,553, ,18.9, ,92.9,Y,64.2, ,77.9,Y,94, ,36, ,58,Y,61.9,Y,3.3, ,78.4, ,72.7, 
152,9/4/2022,247,0.19,R,0.08, ,536, ,18.2, ,--,S,66.3, ,--,S,82,H,29,H,--,Q,--,Q,3.2, ,75.9, ,74.3, 
152,9/5/2022,248,0.20, ,0.11, ,541, ,21.9, ,92.8,Y,63.9, ,78.0,Y,100, ,44, ,67,Y,66.1,Y,2.7, ,63.9, ,74.2, 
152,9/6/2022,249,0.20, ,0.11, ,552, ,23.0, ,88.8, ,65.6, ,76.2, ,100, ,52, ,75, ,67.5, ,3.3, ,78.7, ,73.8, 
152,9/7/2022,250,0.20, ,0.10, ,537, ,21.2, ,91.3,Y,64.2, ,75.9, ,100, ,46, ,69, ,65.1, ,2.8, ,66.6, ,73.2, 
152,9/8/2022,251,0.12, ,0.13, ,342, ,21.5, ,89.4, ,63.2, ,75.9, ,99, ,52, ,70, ,65.5, ,2.0,Y,48.4,Y,72.0, 
152,9/9/2022,252,0.16,R,0.02, ,390, ,21.8, ,97.4,Y,66.4, ,81.2,Y,99, ,34, ,60,Y,66.0,Y,3.1, ,74.1, ,73.1, 
152,9/10/2022,253,0.06, ,0.13, ,214, ,24.8,Y,85.9, ,68.4,Y,76.0, ,99, ,56, ,81,Y,69.7,Y,2.0,Y,47.9,Y,73.1, 
152,9/11/2022,254,0.17, ,0, ,491, ,24.9,Y,84.3, ,72.9,R,77.3,Y,95, ,62, ,78,Y,69.8,Y,3.3, ,80.1, ,74.4, 
152,9/12/2022,255,0.18, ,0.05, ,524, ,22.4, ,84.8, ,67.2,Y,74.4, ,99, ,58, ,77, ,66.7, ,3.4, ,81.6, ,73.9, 
152,9/13/2022,256,0.17, ,0.07, ,517, ,20.3, ,79.4, ,61.7, ,70.3, ,99, ,64, ,80, ,63.9, ,3.3, ,80.4, ,72.3, 
152,9/14/2022,257,0.17, ,0.07, ,539, ,18.1, ,77.7, ,56.5, ,66.8, ,100, ,60, ,81, ,60.6, ,3.2, ,77.0, ,69.8, 
152,9/15/2022,258,0.17, ,0.06, ,539, ,17.3, ,77.2, ,55.8, ,66.4, ,100, ,59, ,78, ,59.5, ,3.1, ,75.1, ,68.7, 
152,9/16/2022,259,0.17, ,0, ,536, ,17.0, ,77.5, ,55.7, ,66.7, ,99, ,57, ,76, ,58.9, ,3.2, ,75.9, ,68.8, 
152,9/17/2022,260,0.13, ,0.08, ,435, ,17.3, ,75.3, ,54.7, ,65.1, ,99, ,66, ,82, ,59.4, ,3.0, ,72.4, ,67.4, 
152,9/18/2022,261,0.16, ,0.06, ,512, ,17.2, ,75.0, ,58.9, ,65.9, ,99, ,60, ,79, ,59.2, ,3.4, ,81.2, ,67.6, 
152,9/19/2022,262,0.16, ,0.06,H,531, ,17.2, ,76.5, ,55.3, ,66.4, ,99, ,57, ,78, ,59.3, ,3.8, ,91.2, ,67.0, 
152,9/20/2022,263,0.14, ,0.07, ,461, ,18.7, ,77.2, ,60.4, ,67.6, ,99, ,66, ,81, ,61.6, ,3.6, ,85.8, ,67.7, 
152,9/21/2022,264,0.17, ,0.07, ,538, ,16.6, ,76.4, ,57.8, ,66.4, ,99, ,50, ,75, ,58.2, ,3.4, ,81.7, ,67.2, 
152,9/22/2022,265,0.18, ,0.06, ,543, ,14.9, ,82.2, ,54.6, ,67.7, ,99, ,35, ,64, ,55.2, ,3.5, ,84.5, ,66.3, 
152,9/23/2022,266,0.18, ,0.06, ,541, ,15.0, ,82.5, ,51.1, ,67.5, ,99, ,41, ,65, ,55.5, ,3.1, ,73.5, ,65.8, 
152,9/24/2022,267,0.17, ,0, ,509, ,16.8, ,79.5, ,55.8, ,67.6, ,96, ,49, ,73, ,58.6, ,2.7, ,65.6, ,67.1, 
152,9/25/2022,268,0.15, ,0.07, ,495, ,18.3, ,79.9, ,57.5, ,67.4, ,99, ,52, ,80, ,60.9, ,2.6, ,62.2, ,68.1, 
152,9/26/2022,269,0.16, ,0.08, ,497, ,18.2, ,81.9, ,56.1, ,68.0, ,100, ,48, ,78, ,60.9, ,2.5, ,60.9, ,67.6, 
152,9/27/2022,270,0.16, ,0.10, ,483, ,18.8, ,83.1, ,58.9, ,69.9, ,99, ,50, ,76, ,61.8, ,2.6, ,61.2, ,68.0, 
152,9/28/2022,271,0.17, ,0.06, ,498, ,18.4, ,85.1, ,57.6, ,70.4, ,100, ,48, ,72, ,61.1, ,2.8, ,66.3, ,67.9, 
152,9/29/2022,272,0.15, ,0.06, ,489, ,18.0, ,79.0, ,55.8, ,66.2, ,100, ,59, ,82, ,60.5, ,2.8, ,66.8, ,67.0, 
152,9/30/2022,273,0.13, ,0, ,458, ,18.1, ,76.2, ,55.8, ,65.4, ,99, ,64, ,85, ,60.6, ,2.8, ,68.0, ,67.5, 
