35,9/1/2022,244,0.23, ,0, ,620, ,13.4, ,102.8,Y,52.3, ,77.0, ,72, ,17, ,42, ,52.3, ,2.5, ,59.5, ,69.3, 
35,9/2/2022,245,0.22, ,0, ,594, ,13.1, ,105.5,Y,55.1, ,79.1,Y,74, ,16, ,39,Y,51.8,Y,2.7, ,64.1, ,69.6, 
35,9/3/2022,246,0.24, ,0, ,558, ,12.7, ,102.4,Y,54.8, ,80.4,Y,70, ,20, ,36,Y,50.9,Y,3.5, ,83.1, ,69.9, 
35,9/4/2022,247,0.21, ,0, ,533, ,13.5, ,105.5,Y,57.0, ,77.6, ,67, ,22, ,42, ,52.6, ,2.3, ,55.7, ,70.0, 
35,9/5/2022,248,0.24, ,0, ,605, ,12.5, ,106.8,R,57.7,Y,80.9,Y,68, ,16, ,35,Y,50.5,Y,2.8, ,67.6, ,70.0, 
35,9/6/2022,249,0.24, ,0, ,597, ,11.7, ,105.8,R,53.9, ,80.0,Y,68, ,14, ,33,Y,48.6,Y,3.0, ,71.5, ,70.0, 
35,9/7/2022,250,0.25,R,0.01, ,590, ,12.5, ,107.2,R,55.2, ,81.4,Y,73, ,15, ,34,Y,50.4,Y,3.5, ,84.7, ,70.1, 
35,9/8/2022,251,0.23, ,0, ,588, ,12.2, ,105.2,R,53.4, ,80.3,Y,74, ,18, ,35,Y,49.8,Y,2.7, ,64.9, ,70.6, 
35,9/9/2022,252,0.23, ,0, ,539, ,12.8, ,98.4, ,54.5, ,79.7,Y,70, ,19, ,37,Y,51.2,Y,4.2, ,100.2, ,70.6, 
35,9/10/2022,253,0.08,R,0.55, ,212, ,17.4,R,82.4, ,57.9,Y,69.5, ,94, ,46, ,--,R,--,I,3.4, ,81.7, ,71.0, 
35,9/11/2022,254,0.19, ,0, ,565, ,15.7,R,86.8, ,52.4, ,69.9, ,100, ,36, ,--,R,--,I,2.8, ,68.0, ,68.9, 
35,9/12/2022,255,0.15,R,0.09, ,401, ,15.9,R,83.2, ,53.6, ,66.2, ,96, ,43, ,--,R,--,I,2.8, ,66.6, ,68.4, 
35,9/13/2022,256,0.11,R,0, ,331, ,15.8,R,81.4, ,56.6,Y,66.2, ,99, ,46, ,--,R,--,I,1.5, ,36.9, ,67.9, 
35,9/14/2022,257,0.20, ,0, ,544, ,10.7, ,82.9, ,48.1, ,67.2, ,91, ,28, ,47, ,46.4, ,3.5, ,85.1, ,67.1, 
35,9/15/2022,258,0.19, ,0, ,559, ,8.5, ,81.6, ,43.5, ,63.9, ,87, ,21, ,42, ,40.4, ,2.3, ,54.2, ,66.1, 
35,9/16/2022,259,0.18,R,0, ,529, ,8.7, ,84.3, ,43.1, ,65.1, ,87, ,22, ,41, ,41.0, ,2.2, ,53.3, ,65.1, 
35,9/17/2022,260,0.18, ,0, ,544, ,7.9, ,84.0, ,40.6, ,61.7, ,81, ,20, ,42, ,38.4, ,2.5, ,61.1, ,64.7, 
35,9/18/2022,261,0.22, ,0, ,555, ,7.2, ,80.2, ,39.4, ,64.6, ,72, ,21, ,35, ,36.0, ,6.1,R,146.8,R,64.0, 
35,9/19/2022,262,0.24, ,0, ,540, ,7.0, ,79.8, ,56.4,Y,67.8, ,48, ,20, ,30, ,35.2, ,7.9,R,188.4,R,64.4, 
35,9/20/2022,263,0.22, ,0, ,527, ,7.7, ,78.5, ,46.1, ,66.5, ,57, ,26, ,35, ,37.9, ,5.7,Y,137.6,Y,62.5, 
35,9/21/2022,264,0.17, ,0.00,H,532, ,7.6, ,77.7, ,39.8, ,60.0, ,81, ,21, ,43, ,37.4, ,2.5, ,61.2, ,62.2, 
35,9/22/2022,265,0.16, ,0, ,531, ,7.8, ,82.0, ,35.2, ,56.5, ,90, ,23, ,50, ,38.0, ,1.6, ,39.1, ,61.0, 
35,9/23/2022,266,0.17, ,0, ,526, ,7.6, ,82.8, ,37.5, ,59.4, ,83, ,19, ,44, ,37.4, ,2.1, ,50.8, ,60.5, 
35,9/24/2022,267,0.17, ,0, ,521, ,8.1, ,88.0, ,39.7, ,63.5, ,76, ,19, ,41, ,39.1, ,1.8, ,42.9, ,60.4, 
35,9/25/2022,268,0.16, ,0, ,463, ,10.3, ,91.7, ,45.5, ,68.4, ,78, ,22, ,44, ,45.4, ,1.8, ,42.3, ,61.3, 
35,9/26/2022,269,0.13, ,0, ,342, ,11.2,Y,88.8, ,50.4, ,68.6, ,78, ,25, ,47,Y,47.6,Y,1.9, ,45.8, ,62.4, 
35,9/27/2022,270,0.11, ,0, ,336, ,11.0,Y,88.6, ,47.7, ,68.1, ,83, ,21, ,47,Y,47.1,Y,1.8, ,43.0, ,62.8, 
35,9/28/2022,271,0.18, ,0, ,498, ,8.6, ,93.6, ,43.9, ,68.5, ,78, ,18, ,36, ,40.6, ,2.5, ,60.4, ,62.4, 
35,9/29/2022,272,0.16, ,0, ,498, ,8.5, ,92.8, ,42.5, ,65.2, ,78, ,18, ,40, ,40.2, ,2.0, ,47.2, ,62.0, 
35,9/30/2022,273,0.16,R,0, ,488, ,9.1, ,94.3, ,41.9, ,65.6, ,80, ,21, ,42, ,42.0, ,1.8, ,43.9, ,61.6, 
