192,2/1/2022,32,0.06, ,0, ,243, ,2.8, ,46.1, ,28.8, ,38.3, ,62, ,26, ,36, ,13.7, ,4.2, ,100.5, ,33.0, 
192,2/2/2022,33,0.10, ,0, ,398,R,1.4, ,37.4, ,26.1, ,31.5, ,27, ,20, ,23, ,-1.6, ,9.5, ,227.3, ,33.0, 
192,2/3/2022,34,0.10, ,0, ,388, ,2.0, ,44.4, ,28.7, ,35.9, ,32, ,24, ,27, ,5.5, ,6.8, ,162.6, ,33.0, 
192,2/4/2022,35,0.09, ,0, ,400, ,2.0, ,45.7, ,22.1, ,35.1, ,52, ,20, ,30, ,6.5, ,5.9, ,140.8, ,32.9, 
192,2/5/2022,36,0.10, ,0.00,H,407,R,1.9, ,49.2, ,16.9, ,35.5, ,60, ,14, ,27, ,4.9, ,5.3, ,126.8, ,32.9, 
192,2/6/2022,37,0.12, ,0, ,407, ,2.0, ,56.3, ,26.5, ,44.2, ,43, ,13, ,21, ,6.3, ,6.1, ,146.5, ,32.9, 
192,2/7/2022,38,0.10, ,0, ,407, ,2.4, ,57.9, ,24.1, ,40.4, ,56, ,13, ,28, ,9.7, ,3.6, ,86.8, ,32.9, 
192,2/8/2022,39,0.11, ,0, ,406, ,2.7, ,58.3, ,23.3, ,41.4, ,65, ,16, ,30, ,12.6, ,4.5, ,108.3, ,33.0, 
192,2/9/2022,40,0.13, ,0, ,419,R,2.4, ,60.5, ,32.2, ,49.5, ,44, ,12, ,20, ,10.0, ,6.2, ,147.9, ,33.1, 
192,2/10/2022,41,0.14, ,0, ,418, ,3.9, ,61.1, ,30.9, ,48.6, ,63, ,20, ,33, ,20.9, ,6.2, ,148.0, ,34.0, 
192,2/11/2022,42,0.13, ,0, ,420, ,3.8, ,64.8, ,29.0, ,48.5, ,57, ,15, ,33, ,20.7, ,3.8, ,90.5, ,35.2, 
192,2/12/2022,43,0.12, ,0, ,428, ,3.2, ,64.5, ,26.1, ,43.0, ,65, ,12, ,34, ,16.8, ,2.9, ,70.3, ,35.7, 
192,2/13/2022,44,0.12, ,0.00,H,436,R,3.1, ,65.8, ,23.5, ,41.0, ,66, ,9, ,36, ,15.9, ,2.4, ,57.7, ,35.7, 
192,2/14/2022,45,0.14, ,0, ,440,R,3.3, ,61.7, ,24.1, ,44.2, ,69, ,14, ,33, ,17.4, ,4.9, ,117.7, ,35.6, 
192,2/15/2022,46,0.02, ,0, ,74, ,5.1, ,46.8, ,20.2, ,34.3, ,90, ,35, ,76, ,27.5, ,7.6, ,183.4, ,36.0, 
192,2/16/2022,47,0.08, ,0, ,414, ,4.6, ,45.5, ,17.5, ,31.7, ,89, ,51, ,75, ,24.8, ,3.5, ,83.5, ,35.4, 
192,2/17/2022,48,0.11, ,0, ,459,R,2.9, ,43.7, ,18.4, ,33.3, ,75, ,26, ,44, ,14.0, ,6.6, ,159.6, ,34.8, 
192,2/18/2022,49,0.11, ,0, ,460,R,2.9, ,50.8, ,16.9, ,32.5, ,77, ,19, ,46, ,13.9, ,3.4, ,82.1, ,34.5, 
192,2/19/2022,50,0.11, ,0, ,459,R,3.7, ,55.9, ,22.4, ,36.1, ,76, ,24, ,52, ,20.2, ,2.5, ,59.4, ,34.1, 
192,2/20/2022,51,0.12, ,0, ,456, ,4.3, ,54.1, ,23.5, ,39.0, ,79, ,22, ,53, ,23.4, ,4.4, ,106.0, ,33.9, 
192,2/21/2022,52,0.02, ,0, ,158, ,6.0, ,37.7, ,31.8, ,34.5, ,90, ,78, ,89, ,31.5, ,8.2, ,196.3, ,33.7, 
192,2/22/2022,53,0.01, ,0, ,83, ,5.2, ,32.2, ,24.6, ,30.3, ,90, ,89, ,90, ,27.8, ,10.4,Y,248.8,Y,33.7, 
192,2/23/2022,54,0.04, ,0, ,259, ,3.5, ,28.8,Y,7.9,Y,22.4,Y,89, ,74, ,86,Y,18.9,Y,4.5, ,108.6, ,33.8, 
192,2/24/2022,55,0.08, ,0, ,467, ,2.7, ,38.9, ,5.7,Y,21.9,Y,82, ,31, ,68,Y,13.1,Y,2.1, ,50.6, ,33.8, 
192,2/25/2022,56,0.10, ,0, ,472, ,2.4, ,42.6, ,11.0,Y,26.3, ,84, ,22, ,50, ,10.1, ,2.8, ,66.0, ,33.7, 
192,2/26/2022,57,0.11, ,0, ,484, ,2.2, ,45.2, ,14.7, ,29.7, ,72, ,17, ,39, ,7.6, ,4.0, ,95.8, ,33.5, 
192,2/27/2022,58,0.12, ,0, ,490,R,2.2, ,49.7, ,15.5, ,31.8, ,66, ,14, ,36, ,8.3, ,3.2, ,77.7, ,33.4, 
192,2/28/2022,59,0.15, ,0, ,497,R,2.4, ,57.5, ,22.8, ,42.1, ,63, ,15, ,26, ,9.9, ,4.9, ,117.2, ,33.3, 
