6,2/1/2022,32,0.22, ,0, ,329, ,3.7,Y,58.8, ,45.8, ,51.7, ,36, ,22, ,28,Y,19.8,Y,18.6,R,447.2,R,47.4, 
6,2/2/2022,33,0.18, ,0.01, ,319, ,4.3, ,59.5, ,46.2, ,51.2, ,50, ,25, ,33, ,23.3, ,15.0,Y,358.8,Y,47.1, 
6,2/3/2022,34,0.09, ,0, ,281, ,5.8, ,60.2, ,35.5, ,48.7, ,78, ,32, ,50, ,30.8, ,5.0, ,119.2, ,47.9, 
6,2/4/2022,35,0.07, ,0.01, ,310, ,7.9, ,65.6, ,33.6, ,47.0, ,100, ,36, ,72, ,38.6, ,2.1, ,49.8, ,49.2, 
6,2/5/2022,36,0.08, ,0, ,299, ,7.3, ,63.5, ,36.6, ,47.9, ,89, ,36, ,64, ,36.4, ,3.0, ,73.1, ,48.7, 
6,2/6/2022,37,0.08, ,0, ,329, ,7.8, ,67.8, ,32.0, ,48.9, ,99, ,29, ,66, ,38.2, ,2.4, ,56.4, ,48.8, 
6,2/7/2022,38,0.09, ,0, ,325, ,8.3, ,69.4, ,36.8, ,51.0, ,96, ,31, ,65, ,39.8, ,3.5, ,84.0, ,49.3, 
6,2/8/2022,39,0.09, ,0, ,329, ,8.3, ,69.5, ,35.7, ,51.6, ,91, ,35, ,64, ,39.8, ,3.1, ,75.5, ,49.5, 
6,2/9/2022,40,0.09, ,0, ,287, ,9.1, ,76.9,Y,36.5, ,55.0, ,100, ,26, ,61, ,42.0, ,3.6, ,87.2, ,50.1, 
6,2/10/2022,41,0.10, ,0, ,334, ,10.0, ,73.0, ,43.3, ,58.2, ,85, ,39, ,60, ,44.7, ,3.7, ,88.3, ,51.7, 
6,2/11/2022,42,0.09, ,0, ,335, ,10.7, ,75.0,Y,42.6, ,57.3, ,98, ,33, ,67, ,46.4, ,2.4, ,58.5, ,52.4, 
6,2/12/2022,43,0.09, ,0, ,335, ,11.1, ,75.0,Y,41.7, ,56.7, ,100, ,37, ,71, ,47.3, ,2.4, ,58.5, ,52.6, 
6,2/13/2022,44,0.11, ,0, ,341, ,9.5, ,76.7,Y,44.3, ,57.8, ,84, ,31, ,58, ,43.2, ,3.4, ,81.4, ,52.6, 
6,2/14/2022,45,0.10, ,0, ,318, ,10.2, ,66.5, ,42.7, ,52.9, ,100, ,52, ,75, ,45.1, ,6.2, ,149.3, ,52.5, 
6,2/15/2022,46,0.19, ,0, ,358, ,5.2, ,61.4, ,38.7, ,52.2, ,75, ,23, ,39, ,28.1, ,12.8,Y,306.6,Y,50.1, 
6,2/16/2022,47,0.20, ,0, ,359, ,5.8, ,71.5, ,47.0, ,58.4, ,48, ,22, ,35, ,30.7, ,12.1, ,289.8, ,50.6, 
6,2/17/2022,48,0.13, ,0, ,369, ,6.1, ,67.5, ,43.2, ,55.1, ,68, ,25, ,41, ,32.0, ,6.5, ,156.3, ,51.2, 
6,2/18/2022,49,0.09, ,0, ,332, ,7.7, ,69.1, ,38.0, ,51.3, ,80, ,34, ,59, ,37.6, ,2.6, ,61.8, ,51.1, 
6,2/19/2022,50,0.11, ,0, ,366, ,8.1, ,72.5, ,38.0, ,53.5, ,89, ,27, ,58, ,39.2, ,3.4, ,81.8, ,51.2, 
6,2/20/2022,51,0.08, ,0, ,290, ,9.3, ,64.3, ,39.5, ,50.5, ,92, ,52, ,75, ,42.7, ,4.4, ,106.7, ,51.7, 
6,2/21/2022,52,0.12, ,0, ,371, ,6.2, ,60.0, ,40.6, ,50.1, ,93, ,27, ,50, ,32.3, ,7.7, ,184.0, ,50.8, 
6,2/22/2022,53,0.09, ,0.01, ,338, ,5.7, ,55.0, ,33.8, ,43.8, ,80, ,36, ,59, ,30.5, ,3.9, ,93.1, ,49.9, 
6,2/23/2022,54,0.14, ,0, ,398, ,3.6,Y,55.1, ,33.8, ,43.6, ,73, ,19, ,37,Y,19.1,Y,9.3, ,223.7, ,47.4, 
6,2/24/2022,55,0.10, ,0, ,389, ,3.9,Y,57.8, ,28.6,Y,43.0, ,61, ,21, ,41,Y,21.1,Y,2.9, ,69.7, ,47.1, 
6,2/25/2022,56,0.11, ,0, ,401, ,4.5, ,61.1, ,33.8, ,46.1, ,66, ,24, ,43, ,24.7, ,4.5, ,109.0, ,47.8, 
6,2/26/2022,57,0.07, ,0, ,266, ,6.2, ,60.0, ,30.1, ,46.4, ,87, ,34, ,58, ,32.3, ,2.3, ,55.5, ,47.9, 
6,2/27/2022,58,0.12, ,0, ,394, ,7.0, ,71.4, ,38.1, ,54.1, ,76, ,28, ,49, ,35.5, ,4.0, ,96.2, ,49.9, 
6,2/28/2022,59,0.12, ,0, ,396, ,8.5, ,76.4,Y,38.6, ,55.9, ,83, ,32, ,56, ,40.4, ,2.8, ,67.0, ,51.0, 
