104,2/1/2022,32,0.10, ,0, ,346, ,5.1, ,59.8, ,36.8, ,49.6, ,96, ,18, ,42, ,27.5, ,3.6, ,86.5, ,50.9, 
104,2/2/2022,33,0.13, ,0, ,345, ,3.3,Y,62.2, ,44.5, ,54.8, ,38, ,16, ,22,Y,17.0,Y,3.4, ,82.3, ,50.7, 
104,2/3/2022,34,0.09, ,0, ,329, ,6.8, ,61.6, ,36.6, ,48.3, ,80, ,33, ,59, ,34.7, ,3.0, ,71.8, ,50.8, 
104,2/4/2022,35,0.10, ,0, ,344, ,6.3, ,67.0, ,37.8, ,50.3, ,84, ,21, ,51, ,32.8, ,3.4, ,81.9, ,51.1, 
104,2/5/2022,36,0.10, ,0, ,298, ,6.8, ,65.8, ,38.7, ,51.4, ,77, ,34, ,53, ,34.7, ,3.1, ,74.9, ,51.4, 
104,2/6/2022,37,0.11, ,0, ,353, ,7.4, ,72.2, ,38.7, ,53.7, ,82, ,31, ,53, ,36.8, ,3.3, ,79.7, ,51.7, 
104,2/7/2022,38,0.11, ,0, ,355, ,7.4, ,70.8, ,38.2, ,52.3, ,77, ,29, ,55, ,36.7, ,3.3, ,78.1, ,52.2, 
104,2/8/2022,39,0.11, ,0, ,355, ,7.4, ,75.4, ,38.6, ,54.8, ,82, ,27, ,50, ,36.7, ,3.2, ,77.4, ,52.6, 
104,2/9/2022,40,0.13, ,0, ,360, ,7.2, ,79.8,Y,45.4, ,61.2,Y,59, ,25, ,39,Y,36.0,Y,3.0, ,72.0, ,53.6, 
104,2/10/2022,41,0.13, ,0, ,360, ,8.6, ,81.1,Y,49.4, ,63.1,Y,63, ,26, ,43,Y,40.5,Y,2.8, ,66.8, ,54.9, 
104,2/11/2022,42,0.13, ,0, ,362, ,9.3, ,77.3,Y,47.5, ,61.9,Y,70, ,30, ,49,Y,42.6,Y,3.4, ,80.9, ,55.8, 
104,2/12/2022,43,0.13,R,0, ,367, ,8.6, ,83.4,Y,47.7, ,62.6,Y,69, ,22, ,44,Y,40.7,Y,3.4, ,81.0, ,56.6, 
104,2/13/2022,44,0.13, ,0, ,370, ,8.6, ,77.5,Y,46.4, ,58.0, ,99, ,26, ,52, ,40.6, ,3.0, ,71.4, ,56.7, 
104,2/14/2022,45,0.07, ,0, ,288, ,10.6, ,57.1, ,43.3, ,50.0, ,100, ,73, ,87, ,46.1, ,2.3, ,55.2, ,57.2, 
104,2/15/2022,46,0.11, ,0, ,379, ,6.2, ,60.1, ,42.5, ,51.2, ,80, ,30, ,49, ,32.5, ,3.4, ,81.7, ,55.7, 
104,2/16/2022,47,0.12, ,0, ,378, ,7.2, ,69.2, ,41.7, ,54.2, ,86, ,27, ,51, ,36.2, ,2.7, ,63.9, ,54.6, 
104,2/17/2022,48,0.12, ,0, ,387, ,7.3, ,65.3, ,42.3, ,53.7, ,88, ,27, ,52, ,36.3, ,3.2, ,75.9, ,54.9, 
104,2/18/2022,49,0.11, ,0, ,361, ,7.6, ,70.0, ,38.0, ,51.9, ,82, ,30, ,58, ,37.6, ,3.1, ,74.7, ,54.6, 
104,2/19/2022,50,0.12, ,0, ,391, ,9.1, ,69.1, ,39.9, ,51.9, ,95, ,40, ,69, ,42.1, ,3.1, ,73.4, ,54.9, 
104,2/20/2022,51,0.08, ,0, ,291, ,9.1, ,59.4, ,37.6, ,47.5, ,97, ,62, ,81, ,42.0, ,2.7, ,65.8, ,54.8, 
104,2/21/2022,52,0.11, ,0, ,389, ,7.2, ,58.5, ,36.7, ,46.8, ,95, ,43, ,66, ,36.0, ,3.0, ,72.5, ,54.0, 
104,2/22/2022,53,0.09, ,0.01, ,331, ,6.8, ,52.8, ,35.8, ,43.1, ,98, ,40, ,72, ,34.6, ,3.0, ,71.8, ,53.0, 
104,2/23/2022,54,0.11, ,0, ,130, ,4.3,Y,54.8, ,33.0, ,43.6, ,93, ,23, ,44,Y,23.3,Y,2.6, ,63.4, ,52.4, 
104,2/24/2022,55,0.11, ,0, ,419, ,5.4, ,56.8, ,29.8,Y,43.0, ,84, ,27, ,57, ,29.1, ,3.9, ,93.5, ,51.0, 
104,2/25/2022,56,0.12, ,0, ,426, ,5.4, ,60.5, ,30.7, ,45.3, ,88, ,23, ,53, ,29.1, ,3.7, ,89.3, ,51.4, 
104,2/26/2022,57,0.10, ,0, ,286, ,5.4, ,63.2, ,34.2, ,47.8, ,77, ,21, ,48, ,29.1, ,3.1, ,73.4, ,51.5, 
104,2/27/2022,58,0.13, ,0, ,424, ,7.0, ,68.6, ,39.9, ,53.3, ,66, ,29, ,50, ,35.3, ,3.3, ,78.8, ,52.8, 
104,2/28/2022,59,0.14, ,0, ,434, ,8.5, ,74.5, ,42.0, ,56.0, ,81, ,30, ,55, ,40.4, ,3.2, ,77.7, ,54.2, 
