224,2/1/2022,32,0.06, ,0, ,318,R,3.7, ,59.1, ,30.1, ,46.1, ,74, ,20, ,35, ,19.9, ,1.2, ,28.0, ,46.3, 
224,2/2/2022,33,0.06, ,0, ,294, ,4.6, ,59.9, ,27.8, ,41.7, ,84, ,26, ,52, ,25.3, ,1.1, ,27.2, ,45.5, 
224,2/3/2022,34,0.07, ,0, ,292, ,5.0, ,67.4, ,31.4, ,52.5, ,86, ,19, ,37, ,27.1, ,1.2, ,29.7, ,45.7, 
224,2/4/2022,35,0.07, ,0, ,183, ,6.4, ,67.1, ,35.8, ,50.5, ,88, ,23, ,51, ,33.0, ,1.2, ,29.5, ,47.8, 
224,2/5/2022,36,0.08, ,0, ,332,R,4.6, ,73.8, ,34.2, ,59.3, ,90, ,13, ,27, ,25.1, ,1.3, ,30.6, ,48.0, 
224,2/6/2022,37,0.08, ,0, ,336,R,4.3, ,77.1, ,47.6, ,64.4,Y,37, ,14, ,21,Y,23.7,Y,1.3, ,32.0, ,49.5, 
224,2/7/2022,38,0.07, ,0, ,337,R,6.4, ,74.0, ,30.5, ,50.5, ,88, ,21, ,51, ,33.1, ,1.6, ,38.5, ,49.9, 
224,2/8/2022,39,0.09,R,0, ,337,R,4.1, ,78.7, ,58.3,Y,67.4,Y,27, ,10, ,18,Y,22.5,Y,1.1, ,26.2, ,50.8, 
224,2/9/2022,40,0.10, ,0, ,325, ,6.0, ,79.9, ,58.2,Y,69.7,Y,32, ,19, ,24,Y,31.5,Y,1.2, ,29.7, ,52.2, 
224,2/10/2022,41,0.10, ,0, ,339, ,7.6, ,83.2,Y,53.3, ,71.3,R,46, ,19, ,--,R,--,I,1.5, ,36.6, ,54.0, 
224,2/11/2022,42,0.10, ,0, ,351,R,7.0, ,84.2,Y,39.3, ,62.9, ,90, ,14, ,36, ,35.5, ,2.3, ,54.6, ,54.6, 
224,2/12/2022,43,0.09, ,0, ,354,R,6.6, ,81.3, ,38.7, ,58.3, ,85, ,16, ,39, ,33.7, ,1.6, ,39.0, ,54.6, 
224,2/13/2022,44,0.08, ,0, ,350, ,7.9, ,76.4, ,34.1, ,52.5, ,95, ,25, ,59, ,38.6, ,1.4, ,33.8, ,54.2, 
224,2/14/2022,45,0.07, ,0, ,307, ,7.6, ,66.9, ,37.0, ,51.7, ,96, ,31, ,58, ,37.6, ,1.2, ,29.4, ,54.1, 
224,2/15/2022,46,0.08, ,0, ,368,R,4.7, ,63.6, ,35.0, ,52.0, ,65, ,23, ,35, ,25.5, ,1.1, ,26.6, ,53.2, 
224,2/16/2022,47,0.08,R,0, ,370,R,5.8, ,68.8, ,33.4, ,52.5, ,81, ,24, ,43, ,30.6, ,1.1, ,26.8, ,52.6, 
224,2/17/2022,48,0.09,R,0, ,376,R,4.9, ,74.5, ,36.7, ,56.6, ,81, ,15, ,32, ,26.8, ,1.0, ,24.8, ,52.8, 
224,2/18/2022,49,0.09,R,0, ,377,R,6.5, ,75.3, ,30.0, ,50.0, ,91, ,20, ,53, ,33.5, ,1.0, ,25.1, ,52.8, 
224,2/19/2022,50,0.09,R,0, ,383,R,7.0, ,71.9, ,30.6, ,49.3, ,97, ,24, ,58, ,35.3, ,1.0, ,24.8, ,53.0, 
224,2/20/2022,51,0.08,R,0, ,378, ,6.5, ,66.9, ,34.8, ,51.1, ,96, ,26, ,51, ,33.5, ,1.0, ,25.0, ,53.3, 
224,2/21/2022,52,0.07,R,0, ,368, ,4.5, ,56.9, ,30.4, ,45.6, ,80, ,28, ,43, ,24.5, ,1.1, ,25.5, ,52.7, 
224,2/22/2022,53,0.07,R,0, ,347, ,4.4, ,53.2, ,24.8, ,37.5, ,94, ,28, ,58, ,24.0, ,1.0, ,24.5, ,51.1, 
224,2/23/2022,54,0.08,R,0,R,621,R,2.6, ,54.1, ,26.9, ,42.4, ,62, ,14, ,29, ,12.1, ,1.0, ,24.4, ,49.3, 
224,2/24/2022,55,0.08,R,0, ,415,R,3.3, ,56.0, ,21.2, ,37.5, ,81, ,17, ,43, ,17.3, ,1.1, ,26.5, ,48.5, 
224,2/25/2022,56,0.09, ,0, ,428,R,3.6, ,64.4, ,22.2, ,42.6, ,87, ,12, ,39, ,19.4, ,1.0, ,24.8, ,48.4, 
224,2/26/2022,57,0.07,R,0.00, ,299, ,4.9, ,58.6, ,24.0, ,44.1, ,87, ,23, ,50, ,26.5, ,1.0, ,24.9, ,48.5, 
224,2/27/2022,58,0.09,R,0, ,365, ,7.0, ,66.9, ,37.0, ,51.9, ,86, ,25, ,53, ,35.5, ,1.0, ,24.2, ,50.4, 
224,2/28/2022,59,0.10,R,0, ,387, ,7.6, ,71.9, ,33.5, ,51.4, ,93, ,29, ,59, ,37.5, ,1.0, ,24.2, ,51.6, 
