78,2/1/2022,32,0.06, ,0, ,247, ,10.1, ,62.2, ,41.9, ,51.5, ,97, ,53, ,78, ,44.9, ,2.4, ,58.4, ,51.8, 
78,2/2/2022,33,0.10, ,0.01, ,394,R,5.5, ,64.2, ,37.1, ,49.4, ,96, ,17, ,46, ,29.6, ,3.1, ,73.6, ,51.4, 
78,2/3/2022,34,0.10, ,0, ,395,R,4.7, ,67.0, ,35.3, ,50.2, ,71, ,19, ,38, ,25.5, ,2.7, ,66.0, ,51.0, 
78,2/4/2022,35,0.11, ,0.02, ,406,R,5.0, ,67.9, ,34.3, ,51.4, ,80, ,18, ,39, ,27.2, ,3.2, ,76.4, ,50.4, 
78,2/5/2022,36,0.11, ,0, ,417,R,4.0, ,70.3, ,35.0, ,52.6, ,57, ,13, ,30, ,21.8, ,2.7, ,65.9, ,50.3, 
78,2/6/2022,37,0.12, ,0, ,418,R,4.7, ,79.6, ,35.3, ,56.7, ,64, ,11, ,30, ,25.6, ,3.0, ,71.3, ,50.4, 
78,2/7/2022,38,0.12, ,0, ,415,R,5.0, ,76.6, ,40.1, ,58.4, ,54, ,15, ,30, ,27.1, ,2.9, ,68.9, ,51.0, 
78,2/8/2022,39,0.12, ,0, ,397, ,5.7, ,80.6, ,42.8, ,59.8, ,59, ,15, ,32, ,30.3, ,2.9, ,69.5, ,51.5, 
78,2/9/2022,40,0.14, ,0.01, ,430,R,5.9, ,85.4, ,41.0, ,61.9, ,71, ,11, ,31, ,31.0, ,2.9, ,70.2, ,51.9, 
78,2/10/2022,41,0.14, ,0, ,423,R,7.0, ,85.8, ,48.6, ,66.2, ,60, ,16, ,32, ,35.4, ,3.2, ,76.1, ,52.8, 
78,2/11/2022,42,0.13, ,0.00, ,426,R,7.6, ,83.9, ,48.3, ,64.7, ,62, ,18, ,36, ,37.3, ,2.8, ,66.6, ,53.7, 
78,2/12/2022,43,0.14, ,0, ,441,R,5.7, ,85.9,Y,44.9, ,65.0, ,57, ,9, ,27, ,30.5, ,3.2, ,77.6, ,54.2, 
78,2/13/2022,44,0.14, ,0, ,448,R,5.0, ,87.4,Y,47.4, ,65.4, ,43, ,8, ,23, ,26.9, ,2.9, ,69.7, ,54.4, 
78,2/14/2022,45,0.14, ,0, ,442,R,7.7, ,79.4, ,46.6, ,62.3, ,92, ,16, ,40, ,37.9, ,4.2, ,101.4, ,54.6, 
78,2/15/2022,46,0.05, ,0, ,202, ,9.9, ,60.3, ,43.6, ,52.4, ,91, ,53, ,73, ,44.2, ,4.7,Y,113.3,Y,55.1, 
78,2/16/2022,47,0.11, ,0.01, ,435,R,8.6, ,63.2, ,38.2, ,50.0, ,93, ,43, ,70, ,40.5, ,3.6, ,85.7, ,53.9, 
78,2/17/2022,48,0.13, ,0.01,H,459,R,6.8, ,70.2, ,39.0, ,53.7, ,96, ,18, ,48, ,34.5, ,3.3, ,78.5, ,53.5, 
78,2/18/2022,49,0.14, ,0, ,463,R,4.9, ,73.5, ,40.0, ,56.3, ,51, ,17, ,31, ,26.4, ,3.6, ,86.0, ,52.8, 
78,2/19/2022,50,0.15, ,0, ,451,R,5.9, ,78.8, ,45.0, ,59.2, ,66, ,15, ,34, ,31.0, ,3.5, ,83.5, ,52.9, 
78,2/20/2022,51,0.12, ,0, ,434, ,10.1, ,67.5, ,40.2, ,53.2, ,94, ,51, ,73, ,44.7, ,3.7, ,88.2, ,53.2, 
78,2/21/2022,52,0.06, ,0, ,208, ,10.0, ,59.5, ,48.7, ,53.3, ,84, ,61, ,72, ,44.5, ,4.3, ,102.9, ,54.0, 
78,2/22/2022,53,0.11, ,0.06, ,364, ,9.0, ,59.0, ,44.2, ,50.6, ,91, ,50, ,71, ,41.7, ,5.8,R,140.0,R,54.1, 
78,2/23/2022,54,0.11, ,0.03, ,394, ,5.9, ,55.4, ,37.2, ,45.8, ,97, ,28, ,57, ,31.2, ,4.3, ,103.1, ,53.0, 
78,2/24/2022,55,0.12, ,0, ,492,R,4.7, ,59.9, ,30.7,Y,45.1, ,89, ,17, ,46, ,25.6, ,3.0, ,72.5, ,51.9, 
78,2/25/2022,56,0.13, ,0, ,483,R,5.2, ,64.8, ,36.3, ,49.1, ,78, ,20, ,44, ,28.1, ,3.4, ,81.3, ,50.9, 
78,2/26/2022,57,0.13, ,0, ,470,R,4.8, ,68.6, ,33.7, ,52.0, ,75, ,18, ,36, ,26.1, ,3.0, ,70.9, ,50.9, 
78,2/27/2022,58,0.15, ,0, ,504,R,3.8, ,76.6, ,34.9, ,56.5, ,50, ,11, ,25, ,20.8, ,3.0, ,71.6, ,51.1, 
78,2/28/2022,59,0.16, ,0, ,502,R,5.1, ,85.1,Y,40.4, ,61.1, ,52, ,11, ,28, ,27.6, ,2.7, ,65.8, ,51.7, 
