131,2/1/2022,32,0.12, ,0, ,325, ,4.5,Y,60.2, ,34.0, ,47.7, ,96, ,22, ,40,Y,24.7,Y,7.7,Y,185.1,Y,46.5, 
131,2/2/2022,33,0.11, ,0, ,324, ,4.1,Y,60.0, ,37.4, ,48.3, ,53, ,22, ,36,Y,22.4,Y,6.7, ,159.9, ,46.0, 
131,2/3/2022,34,0.06, ,0, ,276, ,6.6, ,59.0, ,31.8, ,45.6, ,90, ,39, ,63, ,33.9, ,2.3, ,54.1, ,46.3, 
131,2/4/2022,35,0.08, ,0, ,322, ,7.0, ,66.7, ,32.8, ,49.2, ,93, ,30, ,59, ,35.5, ,1.8, ,43.9, ,46.8, 
131,2/5/2022,36,0.07,R,0, ,305, ,7.2, ,64.8, ,38.5, ,48.7, ,86, ,35, ,62, ,36.2, ,1.7, ,40.7, ,47.4, 
131,2/6/2022,37,0.08, ,0, ,332, ,7.6, ,68.2, ,37.1, ,50.8, ,86, ,35, ,60, ,37.5, ,1.9, ,45.7, ,47.6, 
131,2/7/2022,38,0.09, ,0, ,338, ,8.2, ,71.7, ,40.7, ,53.3, ,86, ,32, ,59, ,39.3, ,2.5, ,59.2, ,48.2, 
131,2/8/2022,39,0.09, ,0, ,338, ,8.1, ,69.9, ,36.2, ,52.5, ,85, ,34, ,60, ,39.0, ,1.9, ,44.9, ,48.5, 
131,2/9/2022,40,0.09, ,0, ,335, ,9.0, ,76.9,Y,39.6, ,54.8, ,89, ,28, ,62, ,41.8, ,2.0, ,49.0, ,49.4, 
131,2/10/2022,41,0.09, ,0, ,339, ,9.9, ,71.4, ,41.5, ,56.0, ,95, ,41, ,65, ,44.3, ,2.1, ,50.0, ,50.4, 
131,2/11/2022,42,0.09, ,0, ,341, ,10.2, ,76.2,Y,42.6, ,57.0, ,87, ,39, ,64, ,45.1, ,1.9, ,45.5, ,51.7, 
131,2/12/2022,43,0.10, ,0, ,354, ,9.0, ,79.6,Y,44.4, ,59.4, ,86, ,24, ,52, ,41.8, ,1.7, ,40.3, ,52.6, 
131,2/13/2022,44,0.10, ,0, ,357, ,8.6, ,80.7,Y,42.4, ,59.9, ,81, ,24, ,49, ,40.5, ,1.6, ,39.3, ,53.3, 
131,2/14/2022,45,0.09, ,0, ,339, ,9.8, ,64.6, ,45.2, ,53.5, ,88, ,56, ,70, ,44.1, ,4.1, ,98.2, ,53.2, 
131,2/15/2022,46,0.13, ,0, ,370, ,5.7, ,63.7, ,39.3, ,51.5, ,97, ,20, ,44, ,30.2, ,6.6, ,158.4, ,51.7, 
131,2/16/2022,47,0.13, ,0, ,375, ,5.2, ,72.5, ,38.9, ,55.4, ,61, ,17, ,35, ,28.2, ,5.6, ,135.6, ,51.2, 
131,2/17/2022,48,0.10, ,0, ,375, ,6.5, ,67.6, ,37.4, ,53.7, ,77, ,29, ,46, ,33.5, ,2.5, ,59.3, ,51.9, 
131,2/18/2022,49,0.10, ,0, ,359, ,7.2, ,70.0, ,38.2, ,52.4, ,83, ,28, ,53, ,36.0, ,1.9, ,46.3, ,51.9, 
131,2/19/2022,50,0.11, ,0, ,386, ,7.3, ,75.4,Y,38.6, ,54.7, ,78, ,25, ,50, ,36.5, ,2.1, ,50.0, ,52.1, 
131,2/20/2022,51,0.09, ,0, ,316, ,8.1, ,62.0, ,44.7, ,52.8, ,79, ,50, ,60, ,39.2, ,4.0, ,96.5, ,52.2, 
131,2/21/2022,52,0.10, ,0, ,399, ,6.4, ,59.6, ,36.3, ,47.8, ,94, ,22, ,57, ,33.1, ,3.9, ,92.5, ,51.7, 
131,2/22/2022,53,0.07, ,0, ,319, ,6.6, ,53.8, ,35.6, ,43.4, ,89, ,42, ,69, ,34.0, ,3.4, ,82.3, ,51.0, 
131,2/23/2022,54,0.10, ,0, ,18, ,3.8,Y,53.0, ,31.6, ,40.6,Y,95, ,23, ,45,Y,20.8,Y,2.0, ,48.9, ,50.2, 
131,2/24/2022,55,0.10, ,0, ,400, ,4.2,Y,58.3, ,27.1,Y,41.8,Y,76, ,22, ,47,Y,23.0,Y,2.2, ,53.3, ,48.2, 
131,2/25/2022,56,0.10, ,0, ,421,R,4.6,Y,61.5, ,28.2,Y,43.7, ,87, ,22, ,47,Y,25.0,Y,2.0, ,47.7, ,48.5, 
131,2/26/2022,57,0.08, ,0, ,302, ,5.6, ,62.3, ,34.2, ,48.8, ,73, ,30, ,48, ,30.0, ,2.0, ,47.6, ,48.9, 
131,2/27/2022,58,0.12, ,0, ,412, ,6.7, ,71.0, ,37.6, ,54.4, ,85, ,24, ,47, ,34.4, ,2.8, ,67.0, ,51.1, 
131,2/28/2022,59,0.12, ,0, ,414, ,8.2, ,75.1, ,38.6, ,56.4, ,90, ,29, ,53, ,39.5, ,2.0, ,48.2, ,52.3, 
