83,2/1/2022,32,0.11, ,0.01,H,346,R,4.7, ,63.5, ,28.1, ,44.4, ,97, ,15, ,48, ,25.7, ,5.9, ,142.1, ,47.7, 
83,2/2/2022,33,0.11, ,0, ,341,R,5.7, ,65.6, ,29.1, ,46.9, ,87, ,25, ,52, ,30.1, ,5.3, ,126.3, ,46.8, 
83,2/3/2022,34,0.07, ,0, ,272, ,7.9, ,68.6, ,29.5, ,44.0, ,97, ,47, ,81, ,38.4, ,2.1, ,49.6, ,47.2, 
83,2/4/2022,35,0.08, ,0.00, ,338, ,7.7, ,64.6, ,27.4, ,43.3, ,97, ,50, ,81, ,37.7, ,2.3, ,55.9, ,47.6, 
83,2/5/2022,36,0.07, ,0, ,308, ,7.9, ,66.2, ,31.9, ,44.0, ,97, ,45, ,81, ,38.5, ,2.3, ,54.1, ,48.0, 
83,2/6/2022,37,0.08,R,0, ,353,R,8.3, ,66.5, ,26.0, ,42.9, ,98, ,58, ,89, ,39.8, ,2.2, ,52.8, ,48.1, 
83,2/7/2022,38,0.07, ,0.01, ,326, ,9.5, ,67.1, ,36.2, ,46.7, ,98, ,61, ,88, ,43.2, ,2.3, ,55.9, ,49.7, 
83,2/8/2022,39,0.08, ,0.00, ,352, ,9.3, ,70.1, ,29.5, ,46.3, ,98, ,58, ,87, ,42.5, ,2.3, ,54.1, ,49.5, 
83,2/9/2022,40,0.08, ,0.00,H,325, ,9.1, ,73.9, ,28.6, ,47.2, ,98, ,51, ,83, ,42.2, ,2.3, ,55.0, ,49.8, 
83,2/10/2022,41,0.10, ,0, ,365,R,10.1, ,75.5,Y,33.2, ,51.7, ,96, ,51, ,77, ,44.8, ,2.6, ,62.0, ,50.7, 
83,2/11/2022,42,0.10, ,0, ,354, ,10.6, ,76.7,Y,33.7, ,52.0, ,97, ,50, ,80, ,46.0, ,2.0, ,48.9, ,51.4, 
83,2/12/2022,43,0.10, ,0, ,358, ,10.9, ,74.1, ,33.0, ,51.7, ,98, ,57, ,83, ,46.9, ,2.2, ,51.6, ,51.8, 
83,2/13/2022,44,0.09, ,0, ,351, ,10.4, ,73.3, ,33.2, ,50.9, ,98, ,49, ,82, ,45.6, ,2.2, ,53.4, ,52.0, 
83,2/14/2022,45,0.04, ,0.00, ,202, ,10.4, ,61.3, ,41.2, ,49.3, ,98, ,70, ,87, ,45.7, ,2.7, ,65.8, ,52.6, 
83,2/15/2022,46,0.11, ,0, ,382,R,6.8, ,63.7, ,36.0, ,49.8, ,80, ,31, ,56, ,34.7, ,5.2, ,125.9, ,51.3, 
83,2/16/2022,47,0.12, ,0, ,389,R,7.4, ,73.8, ,33.0, ,53.9, ,85, ,19, ,52, ,36.7, ,4.6, ,110.1, ,50.8, 
83,2/17/2022,48,0.10, ,0, ,398,R,7.6, ,72.7, ,33.0, ,52.4, ,93, ,28, ,56, ,37.3, ,3.0, ,72.0, ,51.7, 
83,2/18/2022,49,0.10, ,0, ,376, ,8.2, ,67.4, ,32.2, ,46.1, ,96, ,48, ,77, ,39.4, ,2.3, ,55.2, ,51.4, 
83,2/19/2022,50,0.10, ,0, ,396, ,8.5, ,71.2, ,30.2, ,47.4, ,97, ,45, ,77, ,40.4, ,2.3, ,54.3, ,51.4, 
83,2/20/2022,51,0.07, ,0.00, ,268, ,9.5, ,63.6, ,35.8, ,47.9, ,98, ,59, ,83, ,43.1, ,3.5, ,83.4, ,52.3, 
83,2/21/2022,52,0.10, ,0, ,381, ,6.8, ,58.2, ,27.2, ,43.5, ,93, ,39, ,71, ,34.7, ,5.4, ,128.8, ,50.7, 
83,2/22/2022,53,0.10, ,0, ,410,R,6.5, ,54.9, ,30.2, ,42.6, ,92, ,46, ,69, ,33.4, ,4.5, ,107.6, ,50.2, 
83,2/23/2022,54,0.10, ,0, ,422,R,5.3, ,56.5, ,22.6,Y,38.3,Y,95, ,33, ,67,Y,28.4,Y,3.3, ,78.2, ,48.5, 
83,2/24/2022,55,0.09, ,0, ,412, ,6.0, ,56.9, ,22.0,Y,37.9,Y,96, ,47, ,78,Y,31.5,Y,2.5, ,60.3, ,47.6, 
83,2/25/2022,56,0.10, ,0, ,419, ,5.8, ,61.7, ,23.5, ,39.3, ,96, ,34, ,71, ,30.5, ,2.4, ,58.4, ,47.8, 
83,2/26/2022,57,0.05, ,0, ,225, ,6.7, ,58.8, ,24.9, ,41.8, ,94, ,48, ,75, ,34.4, ,1.9, ,46.2, ,47.8, 
83,2/27/2022,58,0.11, ,0, ,419, ,7.6, ,68.5, ,29.9, ,47.7, ,95, ,38, ,67, ,37.3, ,2.6, ,62.3, ,49.4, 
83,2/28/2022,59,0.12, ,0, ,421, ,8.4, ,73.1, ,30.9, ,48.9, ,96, ,40, ,71, ,40.1, ,2.4, ,57.8, ,50.5, 
