171,2/1/2022,32,0.08, ,0.00, ,293, ,5.1, ,62.3, ,32.6, ,48.1, ,99, ,18, ,44, ,27.3, ,3.1, ,74.0, ,48.6, 
171,2/2/2022,33,0.12, ,0, ,293, ,3.6,Y,63.4, ,40.0, ,54.4, ,57, ,16, ,25,Y,19.3,Y,4.5, ,107.5, ,48.3, 
171,2/3/2022,34,0.07, ,0, ,255, ,6.5, ,63.8, ,34.4, ,47.9, ,88, ,30, ,57, ,33.4, ,1.8, ,43.9, ,48.1, 
171,2/4/2022,35,0.07, ,0, ,283, ,7.8, ,64.4, ,35.1, ,48.4, ,91, ,44, ,68, ,38.3, ,1.9, ,46.1, ,48.1, 
171,2/5/2022,36,0.07, ,0, ,252, ,7.7, ,64.0, ,37.0, ,48.1, ,93, ,38, ,67, ,37.6, ,1.8, ,42.0, ,48.3, 
171,2/6/2022,37,0.08, ,0, ,298, ,8.0, ,65.6, ,34.7, ,48.9, ,94, ,37, ,68, ,38.9, ,1.8, ,44.2, ,48.2, 
171,2/7/2022,38,0.08, ,0, ,291, ,8.5, ,66.7, ,35.9, ,49.2, ,95, ,47, ,72, ,40.4, ,1.8, ,43.9, ,48.3, 
171,2/8/2022,39,0.08, ,0, ,297, ,8.1, ,70.3, ,36.1, ,51.7, ,93, ,33, ,62, ,39.0, ,1.9, ,45.3, ,48.4, 
171,2/9/2022,40,0.08, ,0, ,249, ,7.7, ,76.1,Y,41.0, ,55.4, ,83, ,20, ,51, ,37.6, ,2.0, ,47.4, ,48.8, 
171,2/10/2022,41,0.08, ,0, ,248, ,9.3, ,79.8,Y,42.7, ,58.4, ,84, ,27, ,56, ,42.7, ,2.0, ,48.3, ,49.5, 
171,2/11/2022,42,0.08, ,0, ,250, ,10.4, ,76.4,Y,43.0, ,58.0, ,90, ,39, ,63, ,45.6, ,1.8, ,43.1, ,50.3, 
171,2/12/2022,43,0.08, ,0, ,250, ,10.9, ,76.4,Y,42.8, ,57.5, ,91, ,43, ,68, ,46.9, ,1.7, ,41.7, ,50.8, 
171,2/13/2022,44,0.08, ,0, ,246, ,11.3, ,74.5, ,42.2, ,57.3, ,92, ,44, ,70, ,47.7, ,1.8, ,42.1, ,51.2, 
171,2/14/2022,45,0.02, ,0.01, ,99, ,11.2, ,56.8, ,49.3, ,51.8, ,98, ,74, ,86, ,47.6, ,4.1, ,98.1, ,51.7, 
171,2/15/2022,46,0.10, ,0, ,325, ,6.8, ,62.1, ,38.5, ,50.8, ,82, ,24, ,54, ,34.7, ,3.6, ,86.6, ,51.3, 
171,2/16/2022,47,0.11, ,0, ,325, ,7.3, ,67.4, ,38.8, ,54.9, ,76, ,28, ,49, ,36.3, ,3.1, ,74.8, ,50.5, 
171,2/17/2022,48,0.11, ,0, ,334, ,6.5, ,67.2, ,41.1, ,55.3, ,75, ,29, ,44, ,33.6, ,2.5, ,59.0, ,50.6, 
171,2/18/2022,49,0.09, ,0, ,307, ,8.5, ,68.2, ,38.3, ,51.8, ,89, ,39, ,65, ,40.5, ,2.0, ,47.1, ,50.5, 
171,2/19/2022,50,0.09, ,0, ,333, ,9.3, ,69.6, ,39.7, ,53.4, ,95, ,41, ,67, ,42.6, ,1.9, ,46.0, ,50.7, 
171,2/20/2022,51,0.06, ,0, ,233, ,9.9, ,56.9, ,40.6, ,50.4, ,94, ,69, ,80, ,44.4, ,3.6, ,85.7, ,51.0, 
171,2/21/2022,52,0.09, ,0.00, ,347, ,7.6, ,57.2, ,35.3, ,47.7, ,94, ,37, ,68, ,37.6, ,4.4, ,106.4, ,50.8, 
171,2/22/2022,53,0.10, ,0, ,358, ,6.8, ,53.4, ,37.7, ,46.8, ,79, ,47, ,62, ,34.5, ,5.2, ,124.3, ,50.8, 
171,2/23/2022,54,0.09, ,0, ,363, ,5.3, ,55.6, ,30.0, ,43.0, ,94, ,27, ,57, ,28.7, ,2.7, ,65.7, ,49.8, 
171,2/24/2022,55,0.09, ,0, ,362, ,6.4, ,58.4, ,30.5, ,43.7, ,91, ,26, ,66, ,33.1, ,2.6, ,62.8, ,48.8, 
171,2/25/2022,56,0.09, ,0, ,360, ,7.0, ,61.3, ,32.4, ,45.5, ,97, ,36, ,68, ,35.5, ,2.2, ,53.5, ,48.6, 
171,2/26/2022,57,0.07, ,0, ,236, ,6.8, ,62.0, ,34.0, ,48.1, ,91, ,33, ,60, ,34.7, ,1.8, ,43.8, ,48.5,Y
171,2/27/2022,58,0.11, ,0, ,355, ,7.6, ,68.0, ,39.7, ,52.9, ,81, ,31, ,55, ,37.4, ,2.4, ,58.4, ,49.4, 
171,2/28/2022,59,0.11, ,0, ,356, ,8.8, ,73.1, ,39.3, ,54.7, ,87, ,30, ,60, ,41.2, ,2.4, ,56.5, ,50.0, 
