258,2/1/2022,32,0.05, ,0, ,220, ,8.7, ,55.4, ,34.3, ,46.3, ,94, ,67, ,81, ,40.9, ,2.9, ,69.7, ,50.3, 
258,2/2/2022,33,0.07, ,0, ,285, ,7.8, ,58.9, ,36.9, ,46.2, ,98, ,42, ,73, ,38.2, ,2.4, ,57.5, ,51.5, 
258,2/3/2022,34,0.07, ,0, ,325, ,7.1, ,61.8, ,32.5, ,45.9, ,92, ,36, ,67, ,35.6, ,2.8, ,68.1, ,50.8, 
258,2/4/2022,35,0.09, ,0, ,350, ,6.3, ,66.3, ,36.9, ,50.8, ,77, ,25, ,50, ,32.6, ,3.3, ,80.2, ,51.3, 
258,2/5/2022,36,0.08, ,0, ,331, ,7.1, ,65.2, ,36.2, ,49.3, ,77, ,34, ,59, ,35.8, ,3.4, ,81.2, ,51.7, 
258,2/6/2022,37,0.09, ,0, ,373,R,7.9, ,66.9, ,38.1, ,50.3, ,79, ,39, ,64, ,38.6, ,3.8,Y,91.3,Y,52.2, 
258,2/7/2022,38,0.09, ,0, ,383,R,7.5, ,73.5, ,35.0, ,53.3, ,83, ,27, ,54, ,37.0, ,3.8,Y,90.6,Y,53.2, 
258,2/8/2022,39,0.09, ,0, ,380,R,8.2, ,71.6, ,38.4, ,53.8, ,80, ,32, ,58, ,39.3, ,3.8,Y,90.1,Y,54.2, 
258,2/9/2022,40,0.09, ,0, ,366, ,9.1, ,70.4, ,39.7, ,54.2, ,80, ,38, ,63, ,42.1, ,3.8,Y,92.1,Y,55.0, 
258,2/10/2022,41,0.10, ,0, ,394,R,9.6, ,74.6, ,44.4, ,56.8, ,82, ,38, ,61, ,43.4, ,4.2,Y,101.3,Y,55.9, 
258,2/11/2022,42,0.11, ,0, ,399,R,9.6, ,78.2,Y,45.5, ,59.0, ,75, ,31, ,56, ,43.4, ,4.3,Y,102.6,Y,57.3, 
258,2/12/2022,43,0.12, ,0, ,408,R,9.3, ,81.6,Y,44.1, ,60.7, ,74, ,25, ,51, ,42.6, ,3.7, ,88.2, ,58.6, 
258,2/13/2022,44,0.11, ,0, ,420,R,8.2, ,80.4,Y,43.4, ,61.0, ,71, ,22, ,45, ,39.4, ,2.9, ,69.9, ,59.2, 
258,2/14/2022,45,0.11, ,0, ,377, ,9.0, ,75.8, ,44.9, ,59.1, ,88, ,30, ,52, ,41.7, ,3.5, ,83.4, ,59.3, 
258,2/15/2022,46,0.07, ,0, ,255, ,8.0, ,56.0, ,38.2, ,48.3, ,90, ,45, ,69, ,38.7, ,4.3,Y,103.1,Y,57.4, 
258,2/16/2022,47,0.10, ,0, ,436,R,6.8, ,63.3, ,36.9, ,49.2, ,85, ,33, ,57, ,34.8, ,3.4, ,80.7, ,55.4, 
258,2/17/2022,48,0.12, ,0, ,531,R,6.9, ,67.6, ,43.7, ,57.1, ,82, ,26, ,43, ,34.9, ,3.3, ,79.3, ,58.0, 
258,2/18/2022,49,0.11, ,0, ,443,R,7.1, ,70.3, ,38.8, ,53.3, ,72, ,27, ,51, ,35.6, ,3.3, ,78.8, ,56.5, 
258,2/19/2022,50,0.12, ,0, ,462,R,7.3, ,71.7, ,41.5, ,54.7, ,69, ,27, ,50, ,36.5, ,3.3, ,78.4, ,57.2, 
258,2/20/2022,51,0.11, ,0, ,390, ,8.2, ,70.1, ,43.3, ,55.7, ,69, ,32, ,54, ,39.3, ,3.4, ,80.6, ,57.6, 
258,2/21/2022,52,0.08, ,0, ,365, ,7.8, ,58.2, ,39.4, ,47.8, ,93, ,43, ,69, ,38.1, ,2.9, ,68.6, ,57.1, 
258,2/22/2022,53,0.03, ,0.43, ,152, ,7.6, ,49.9, ,34.2, ,41.7, ,98, ,70, ,85, ,37.4, ,3.1, ,74.9, ,53.7, 
258,2/23/2022,54,0.05, ,0, ,246, ,6.8, ,49.6, ,33.8, ,40.5,Y,99, ,58, ,80,Y,34.8,Y,2.5, ,60.1, ,50.2,Y
258,2/24/2022,55,0.11, ,0, ,483,R,5.5,Y,56.3, ,29.9, ,43.7, ,90, ,32, ,57,Y,29.5,Y,3.3, ,79.1, ,49.9,Y
258,2/25/2022,56,0.11, ,0, ,479,R,6.1, ,60.1, ,31.0, ,45.2, ,93, ,32, ,60, ,32.0, ,2.8, ,67.2, ,50.8,Y
258,2/26/2022,57,0.11, ,0, ,416, ,6.6, ,62.2, ,35.5, ,48.3, ,82, ,32, ,58, ,34.0, ,3.4, ,80.9, ,51.6, 
258,2/27/2022,58,0.11, ,0, ,426, ,7.9, ,65.1, ,39.3, ,51.2, ,85, ,32, ,61, ,38.3, ,2.8, ,66.7, ,53.5, 
258,2/28/2022,59,0.13, ,0, ,490,R,8.0, ,71.3, ,38.5, ,54.3, ,80, ,29, ,55, ,38.6, ,3.3, ,79.0, ,55.1, 
