91,2/1/2022,32,0.05, ,0, ,298, ,2.8, ,39.8, ,6.0, ,25.2, ,90, ,24, ,60, ,13.3, ,5.2, ,124.5, ,33.4, 
91,2/2/2022,33,0.05, ,0, ,259, ,3.4, ,42.1, ,9.6, ,26.6, ,90, ,41, ,69, ,17.9, ,2.9, ,69.3, ,33.2, 
91,2/3/2022,34,0.06, ,0, ,295, ,3.4, ,49.4, ,9.7, ,28.5, ,93, ,36, ,65, ,18.2, ,2.1, ,50.8, ,33.2, 
91,2/4/2022,35,0.05, ,0, ,254, ,3.2, ,52.5, ,10.8, ,30.0, ,90, ,26, ,56, ,16.3, ,2.3, ,55.7, ,33.2, 
91,2/5/2022,36,0.06, ,0, ,307, ,3.1, ,55.7, ,10.2, ,31.0, ,87, ,23, ,53, ,15.9, ,2.2, ,54.0, ,33.2, 
91,2/6/2022,37,0.07, ,0, ,315, ,2.8, ,59.1, ,10.2, ,32.0, ,88, ,16, ,45, ,13.3, ,2.7, ,64.4, ,33.2, 
91,2/7/2022,38,0.07, ,0, ,144, ,3.1, ,59.5, ,22.3, ,42.4, ,85, ,18, ,34, ,16.2, ,4.1, ,97.3, ,33.2, 
91,2/8/2022,39,0.07, ,0, ,317, ,3.1, ,62.5, ,13.3, ,35.5, ,87, ,15, ,45, ,16.1, ,2.4, ,57.6, ,33.3, 
91,2/9/2022,40,0.08, ,0, ,310, ,4.7, ,63.5, ,23.2, ,40.8, ,79, ,32, ,54, ,25.4, ,3.4, ,81.9, ,33.8, 
91,2/10/2022,41,0.07, ,0, ,321, ,5.2, ,66.8,Y,19.3, ,39.9, ,94, ,31, ,63, ,28.2, ,2.2, ,51.9, ,34.7, 
91,2/11/2022,42,0.07, ,0, ,330, ,4.1, ,67.6,Y,15.2, ,37.9, ,95, ,16, ,53, ,22.3, ,2.2, ,52.2, ,35.5, 
91,2/12/2022,43,0.08, ,0, ,341, ,3.5, ,65.2,Y,11.9, ,36.8, ,85, ,19, ,48, ,18.9, ,2.2, ,53.6, ,35.8, 
91,2/13/2022,44,0.09, ,0, ,335, ,3.6, ,67.3,Y,15.5, ,40.4, ,85, ,14, ,43, ,19.5, ,2.4, ,57.9, ,36.0, 
91,2/14/2022,45,0.09, ,0, ,266, ,4.7, ,57.6, ,23.1, ,37.7, ,97, ,37, ,61, ,25.6, ,8.6, ,206.6, ,36.8, 
91,2/15/2022,46,0.07, ,0, ,298, ,4.0, ,47.4, ,18.2, ,31.8, ,87, ,32, ,66, ,21.8, ,7.1, ,169.8, ,36.7, 
91,2/16/2022,47,0.08, ,0, ,342, ,4.1, ,51.9, ,16.2, ,33.3, ,96, ,30, ,64, ,22.5, ,4.6, ,110.1, ,36.3, 
91,2/17/2022,48,0.07, ,0, ,355, ,3.1, ,54.3, ,11.1, ,31.9, ,90, ,21, ,51, ,15.9, ,2.2, ,53.4, ,36.1, 
91,2/18/2022,49,0.08, ,0, ,362, ,3.3, ,61.7, ,11.9, ,35.6, ,81, ,19, ,46, ,17.2, ,2.3, ,54.2, ,36.3, 
91,2/19/2022,50,0.11, ,0, ,367, ,3.5, ,61.8, ,13.2, ,38.3, ,87, ,19, ,45, ,18.7, ,4.2, ,101.2, ,36.5, 
91,2/20/2022,51,0.10, ,0, ,367, ,3.6, ,44.9, ,15.9, ,31.9, ,89, ,34, ,59, ,19.4, ,8.6, ,206.2, ,36.8, 
91,2/21/2022,52,0.03, ,0, ,161, ,3.9, ,33.2, ,14.1, ,25.2, ,94, ,57, ,84, ,20.9, ,5.2, ,125.2, ,35.9, 
91,2/22/2022,53,0.06, ,0, ,317, ,2.7, ,32.3, ,11.8, ,21.3, ,92, ,39, ,68, ,12.4, ,8.0, ,192.7, ,35.2, 
91,2/23/2022,54,0.05, ,0, ,395,R,1.7,Y,31.9, ,1.9,Y,15.6,Y,75, ,31, ,54,Y,1.9,Y,5.0, ,119.1, ,34.3, 
91,2/24/2022,55,0.07, ,0, ,365, ,2.1, ,42.2, ,1.2,Y,20.9,Y,84, ,27, ,54,Y,7.0,Y,4.0, ,95.7, ,33.5, 
91,2/25/2022,56,0.07, ,0, ,406,R,2.0, ,44.8, ,2.4,Y,23.1, ,90, ,17, ,48, ,6.3, ,2.5, ,60.3, ,33.2, 
91,2/26/2022,57,0.10, ,0, ,342, ,2.5, ,53.3, ,9.2, ,34.6, ,83, ,14, ,37, ,11.0, ,4.4, ,104.6, ,33.3, 
91,2/27/2022,58,0.09, ,0, ,279, ,5.4, ,56.3, ,26.3, ,41.5, ,86, ,40, ,60, ,28.8, ,7.3, ,174.8, ,34.6, 
91,2/28/2022,59,0.10, ,0, ,275, ,6.1, ,63.5, ,24.8, ,45.9, ,84, ,40, ,58, ,31.9, ,6.0, ,143.6, ,36.0, 
