228,2/1/2022,32,0.10, ,0, ,348,R,4.0, ,59.1, ,34.5, ,46.5, ,79, ,13, ,37, ,21.5, ,4.9, ,118.8, ,45.4, 
228,2/2/2022,33,0.13, ,0, ,346,R,2.8,Y,58.3, ,40.0, ,47.8, ,40, ,14, ,25,Y,13.8,Y,8.2, ,197.7, ,44.2, 
228,2/3/2022,34,0.07, ,0.01,H,313, ,6.1, ,55.5, ,35.8, ,44.7, ,85, ,43, ,60, ,31.9, ,3.0, ,71.7, ,44.3, 
228,2/4/2022,35,0.09, ,0, ,345,R,5.4, ,59.8, ,38.5, ,48.3, ,76, ,29, ,47, ,28.8, ,3.4, ,82.8, ,44.8, 
228,2/5/2022,36,0.09, ,0, ,326, ,6.0, ,59.8, ,41.0, ,48.7, ,70, ,33, ,51, ,31.4, ,2.8, ,67.3, ,45.6, 
228,2/6/2022,37,0.09, ,0, ,356,R,6.6, ,62.7, ,39.6, ,50.7, ,70, ,36, ,52, ,33.8, ,2.7, ,65.0, ,45.8, 
228,2/7/2022,38,0.10, ,0, ,362,R,6.0, ,69.1, ,46.1, ,56.1, ,61, ,21, ,39, ,31.6, ,3.1, ,75.5, ,46.8, 
228,2/8/2022,39,0.10, ,0, ,361,R,6.7, ,67.3, ,45.6, ,55.1, ,71, ,28, ,46, ,34.4, ,3.1, ,73.8, ,47.6, 
228,2/9/2022,40,0.13, ,0, ,363,R,6.5, ,70.4, ,48.4, ,60.5, ,64, ,21, ,36, ,33.5, ,4.3, ,102.9, ,48.5, 
228,2/10/2022,41,0.11, ,0, ,375,R,8.0, ,69.6, ,50.5, ,60.0, ,63, ,22, ,45, ,38.7, ,3.7, ,88.6, ,50.3, 
228,2/11/2022,42,0.12, ,0, ,371,R,7.8, ,70.9, ,50.3, ,60.2, ,62, ,31, ,44, ,38.1, ,3.1, ,75.5, ,50.9, 
228,2/12/2022,43,0.12, ,0, ,382,R,6.1, ,75.8, ,53.1, ,62.9, ,44, ,23, ,31, ,31.9, ,3.0, ,70.8, ,51.5, 
228,2/13/2022,44,0.12, ,0, ,387,R,6.1, ,73.4, ,52.2, ,62.2, ,41, ,25, ,32, ,32.0, ,3.4, ,82.6, ,51.9, 
228,2/14/2022,45,0.11, ,0, ,367, ,7.9, ,65.4, ,42.9, ,54.5, ,93, ,32, ,54, ,38.3, ,4.9, ,118.7, ,52.1, 
228,2/15/2022,46,0.11, ,0, ,381, ,5.5, ,56.5, ,34.1, ,45.8, ,97, ,28, ,52, ,29.3, ,5.5, ,132.2, ,50.9, 
228,2/16/2022,47,0.12, ,0, ,399,R,4.3, ,64.1, ,37.7, ,49.6, ,45, ,22, ,36, ,23.6, ,5.7, ,137.9, ,48.7, 
228,2/17/2022,48,0.11, ,0, ,406,R,5.3, ,60.5, ,38.5, ,50.2, ,62, ,32, ,43, ,28.3, ,3.5, ,85.2, ,48.7, 
228,2/18/2022,49,0.11, ,0, ,404,R,6.4, ,64.4, ,41.4, ,52.4, ,61, ,35, ,48, ,33.0, ,3.5, ,84.8, ,49.2, 
228,2/19/2022,50,0.12, ,0, ,411,R,5.7, ,69.1, ,45.1, ,56.0, ,56, ,25, ,37, ,30.3, ,3.2, ,75.9, ,49.9, 
228,2/20/2022,51,0.12, ,0, ,334, ,5.9, ,61.8, ,37.2, ,51.2, ,92, ,28, ,46, ,31.3, ,4.7, ,112.7, ,50.2, 
228,2/21/2022,52,0.09, ,0.03, ,377, ,6.2, ,49.6, ,35.8, ,41.6, ,99, ,29, ,69, ,32.3, ,5.4, ,129.9, ,49.5, 
228,2/22/2022,53,0.06, ,0.13, ,286, ,6.1, ,44.7, ,28.8, ,35.7, ,99, ,62, ,86, ,31.8, ,5.5, ,131.4, ,48.5, 
228,2/23/2022,54,0.10, ,0, ,431,R,3.7, ,48.6, ,25.2,Y,36.1, ,87, ,27, ,52, ,20.0, ,4.6, ,110.8, ,45.5, 
228,2/24/2022,55,0.10, ,0, ,430,R,3.1, ,49.8, ,27.9, ,38.4, ,55, ,27, ,39, ,15.6, ,3.7, ,88.6, ,44.3, 
228,2/25/2022,56,0.11, ,0, ,446,R,3.9, ,53.2, ,30.6, ,41.7, ,57, ,30, ,43, ,20.9, ,3.7, ,88.1, ,44.4, 
228,2/26/2022,57,0.10, ,0, ,343, ,4.8, ,56.0, ,35.6, ,46.5, ,54, ,33, ,44, ,26.0, ,3.3, ,80.1, ,45.6, 
228,2/27/2022,58,0.13, ,0, ,441,R,5.8, ,67.6, ,42.0, ,54.0, ,60, ,26, ,41, ,30.8, ,3.8, ,90.9, ,47.9, 
228,2/28/2022,59,0.14, ,0, ,448,R,7.3, ,70.1, ,45.2, ,57.4, ,64, ,25, ,45, ,36.3, ,3.8, ,90.6, ,49.6, 
