232,2/1/2022,32,--,N,0, ,358, ,6.7, ,68.3, ,42.9, ,55.0, ,76, ,21, ,46, ,34.3, ,4.1, ,99.6, ,53.3, 
232,2/2/2022,33,--,N,0, ,371, ,4.6,Y,67.0, ,39.3, ,53.7, ,54, ,17, ,33,Y,25.3,Y,4.0, ,95.1, ,52.6, 
232,2/3/2022,34,--,N,0, ,342, ,6.7, ,68.7, ,33.2, ,49.6, ,82, ,26, ,55, ,34.1, ,2.4, ,57.6, ,52.3, 
232,2/4/2022,35,--,N,0, ,367, ,7.1, ,69.1, ,37.1, ,51.3, ,85, ,26, ,55, ,35.8, ,2.9, ,69.2, ,52.3, 
232,2/5/2022,36,--,N,0, ,380, ,6.7, ,77.8, ,33.5, ,52.8, ,89, ,16, ,49, ,34.3, ,2.5, ,60.1, ,52.4, 
232,2/6/2022,37,--,N,0, ,389,R,7.0, ,76.0, ,37.2, ,52.9, ,82, ,21, ,51, ,35.3, ,2.6, ,62.2, ,52.8, 
232,2/7/2022,38,--,N,0, ,389,R,8.2, ,73.9, ,35.8, ,52.4, ,86, ,28, ,61, ,39.5, ,2.4, ,58.6, ,52.8, 
232,2/8/2022,39,--,N,0, ,377, ,9.0, ,78.6, ,34.6, ,55.0, ,95, ,26, ,61, ,41.7, ,2.4, ,58.6, ,53.3, 
232,2/9/2022,40,--,N,0, ,393, ,7.8, ,91.5,Y,42.5, ,61.4, ,79, ,11, ,42, ,38.1, ,2.5, ,59.6, ,54.6, 
232,2/10/2022,41,--,N,0, ,395, ,7.2, ,86.9,Y,41.6, ,61.3, ,69, ,15, ,39, ,36.2, ,2.6, ,61.9, ,55.3, 
232,2/11/2022,42,--,N,0, ,398, ,7.8, ,85.0,Y,43.0, ,62.3, ,64, ,18, ,41, ,38.1, ,2.6, ,63.0, ,55.8, 
232,2/12/2022,43,--,N,0, ,401, ,7.8, ,89.0,Y,45.9, ,63.0, ,68, ,17, ,40, ,38.3, ,2.6, ,62.0, ,56.4, 
232,2/13/2022,44,--,N,0, ,406, ,8.7, ,84.5,Y,47.1, ,60.2, ,97, ,18, ,49, ,40.8, ,2.7, ,64.1, ,56.6, 
232,2/14/2022,45,--,N,0.01, ,370, ,11.8, ,62.5, ,43.3, ,51.5, ,100, ,72, ,91, ,49.0, ,3.6, ,87.1, ,57.0, 
232,2/15/2022,46,--,N,0, ,362, ,9.3, ,61.7, ,38.9, ,52.2, ,89, ,47, ,70, ,42.7, ,6.1, ,145.2, ,56.8, 
232,2/16/2022,47,--,N,0, ,412, ,8.6, ,67.0, ,35.3, ,50.1, ,96, ,32, ,69, ,40.5, ,3.5, ,84.9, ,54.9, 
232,2/17/2022,48,--,N,0, ,414, ,8.4, ,70.8, ,38.7, ,52.4, ,96, ,32, ,63, ,40.2, ,3.0, ,71.6, ,55.0, 
232,2/18/2022,49,--,N,0, ,418, ,8.9, ,73.1, ,39.3, ,53.3, ,97, ,30, ,64, ,41.5, ,3.1, ,73.5, ,54.9, 
232,2/19/2022,50,--,N,0, ,412, ,10.7, ,65.6, ,36.3, ,50.8, ,100, ,52, ,84, ,46.3, ,3.0, ,72.4, ,55.7, 
232,2/20/2022,51,--,N,0, ,377, ,11.6, ,63.1, ,38.8, ,52.1, ,100, ,67, ,87, ,48.5, ,3.4, ,82.4, ,56.3, 
232,2/21/2022,52,--,N,0, ,395, ,9.2, ,61.7, ,44.4, ,52.4, ,84, ,51, ,69, ,42.4, ,5.6, ,133.5, ,57.1, 
232,2/22/2022,53,--,N,0.10, ,329, ,8.5, ,57.4, ,39.2, ,47.0, ,91, ,56, ,77, ,40.2, ,3.8, ,90.8, ,55.5, 
232,2/23/2022,54,--,N,0.01, ,447, ,7.1, ,57.6, ,33.2, ,44.8, ,98, ,39, ,70, ,35.7, ,4.1, ,98.7, ,53.8, 
232,2/24/2022,55,--,N,0, ,455,R,5.8, ,62.5, ,29.1,Y,45.0, ,84, ,27, ,57, ,30.5, ,3.4, ,82.7, ,52.7, 
232,2/25/2022,56,--,N,0, ,456, ,6.1, ,66.0, ,29.4, ,46.9, ,88, ,19, ,56, ,31.9, ,2.9, ,68.8, ,53.0, 
232,2/26/2022,57,--,N,0, ,389, ,6.5, ,70.7, ,31.6, ,49.8, ,84, ,20, ,53, ,33.5, ,2.7, ,65.4, ,52.7, 
232,2/27/2022,58,--,N,0, ,422, ,5.1, ,80.8, ,36.4, ,58.2, ,75, ,11, ,31, ,27.4, ,3.2, ,77.3, ,54.0, 
232,2/28/2022,59,--,N,0, ,472,R,6.3, ,87.4,Y,54.3, ,67.6,Y,68, ,13, ,27,Y,32.6,Y,4.5, ,107.1, ,56.7, 
