215,2/1/2022,32,0.09, ,0, ,303, ,8.4, ,64.7, ,44.7, ,52.9, ,94, ,16, ,62, ,40.1, ,3.8, ,92.2, ,53.8, 
215,2/2/2022,33,0.15, ,0, ,383,R,2.0, ,56.5, ,46.0, ,51.6, ,32, ,10, ,15, ,6.1, ,9.2, ,221.8, ,53.3, 
215,2/3/2022,34,0.17, ,0, ,379, ,2.2, ,63.1, ,48.2, ,55.2, ,17, ,11, ,15, ,8.4, ,10.1, ,242.4, ,53.0, 
215,2/4/2022,35,0.19, ,0, ,388, ,2.5, ,62.4, ,49.0, ,56.1, ,20, ,13, ,16, ,10.6, ,11.4, ,273.3, ,53.5, 
215,2/5/2022,36,0.20, ,0, ,398,R,2.3, ,68.1, ,53.2, ,60.5, ,15, ,10, ,13, ,9.1, ,11.1, ,266.2, ,54.1, 
215,2/6/2022,37,0.21, ,0, ,400,R,2.2, ,73.5, ,58.8, ,66.8, ,13, ,8, ,10, ,8.3, ,9.5, ,228.0, ,55.5, 
215,2/7/2022,38,0.21, ,0, ,400,R,2.4, ,73.6, ,60.9, ,66.7, ,12, ,9, ,11, ,9.8, ,9.2, ,221.2, ,56.8, 
215,2/8/2022,39,0.22, ,0, ,392, ,2.7, ,77.0, ,59.3, ,68.8, ,13, ,10, ,11, ,13.1, ,9.9, ,236.7, ,57.7, 
215,2/9/2022,40,0.24, ,0, ,412,R,2.7, ,79.7, ,67.0,Y,72.3, ,12, ,8, ,10, ,12.6, ,10.5, ,252.0, ,59.1, 
215,2/10/2022,41,0.22, ,0, ,411,R,4.4, ,79.4, ,67.8,R,73.0, ,19, ,12, ,16, ,24.2, ,8.8, ,212.1, ,60.1, 
215,2/11/2022,42,0.21, ,0, ,412, ,4.2, ,85.1, ,69.3,R,75.5,Y,17, ,10, ,14,Y,23.2,Y,7.3, ,175.6, ,61.1, 
215,2/12/2022,43,0.21, ,0, ,420,R,3.1, ,82.7, ,62.5,Y,74.4,Y,16, ,8, ,10,Y,15.5,Y,7.3, ,175.4, ,62.0, 
215,2/13/2022,44,0.18, ,0, ,424,R,3.0, ,84.1, ,63.0,Y,74.1,Y,18, ,8, ,10,Y,15.3,Y,5.6, ,135.0, ,62.2, 
215,2/14/2022,45,0.14, ,0, ,417, ,6.0, ,82.4, ,50.2, ,65.2, ,89, ,16, ,28, ,31.7, ,3.3, ,79.4, ,61.3, 
215,2/15/2022,46,0.07, ,0, ,194, ,9.0, ,63.4, ,45.7, ,50.3, ,99, ,44, ,73, ,41.9, ,7.1, ,171.5, ,59.3, 
215,2/16/2022,47,0.12, ,0, ,422, ,6.1, ,68.2, ,43.1, ,54.0, ,91, ,25, ,43, ,32.1, ,3.8, ,92.1, ,56.4, 
215,2/17/2022,48,0.17, ,0, ,445,R,3.6, ,65.5, ,43.5, ,57.7, ,98, ,13, ,22, ,19.1, ,7.2, ,171.7, ,55.7, 
215,2/18/2022,49,0.17, ,0, ,441,R,3.1, ,72.7, ,54.9, ,62.8, ,28, ,12, ,16, ,16.0, ,6.1, ,146.0, ,55.2, 
215,2/19/2022,50,0.14, ,0, ,430, ,5.3, ,79.4, ,50.4, ,63.2, ,47, ,14, ,27, ,28.4, ,3.1, ,74.5, ,55.9, 
215,2/20/2022,51,0.12, ,0, ,412, ,8.2, ,72.2, ,44.9, ,55.6, ,95, ,26, ,54, ,39.5, ,3.1, ,73.9, ,56.4, 
215,2/21/2022,52,0.05, ,0, ,220, ,9.7, ,62.0, ,45.4, ,50.4, ,99, ,55, ,78, ,43.7, ,3.0, ,73.0, ,56.4, 
215,2/22/2022,53,0.08, ,0, ,285, ,8.2, ,57.0, ,39.8, ,47.1, ,99, ,51, ,74, ,39.3, ,5.6, ,134.3, ,55.6, 
215,2/23/2022,54,0.09, ,0, ,329, ,4.8, ,50.6, ,35.7, ,42.7, ,84, ,33, ,52, ,26.2, ,7.0, ,169.2, ,53.3, 
215,2/24/2022,55,0.15, ,0, ,470,R,2.8, ,60.4, ,39.3, ,47.3, ,41, ,15, ,25, ,13.7, ,7.4, ,178.4, ,51.2, 
215,2/25/2022,56,0.16, ,0, ,466, ,2.9, ,63.5, ,44.7, ,52.8, ,30, ,14, ,21, ,13.9, ,6.7, ,159.9, ,51.4, 
215,2/26/2022,57,0.19, ,0, ,447, ,1.9, ,64.9, ,50.7, ,57.5, ,17, ,8, ,11, ,4.4, ,9.2, ,221.9, ,51.8, 
215,2/27/2022,58,0.25, ,0, ,458, ,1.4, ,69.3, ,53.5, ,61.6, ,10, ,5, ,7, ,-1.7, ,11.8, ,284.2, ,52.6, 
215,2/28/2022,59,0.25, ,0, ,477, ,2.3, ,78.4, ,61.5,Y,69.4, ,13, ,6, ,10, ,9.5, ,9.2, ,221.4, ,53.7, 
