245,2/1/2022,32,0.06, ,0, ,256, ,10.9, ,60.1, ,43.0, ,51.3, ,100, ,60, ,85, ,46.8, ,3.0, ,72.3, ,54.9, 
245,2/2/2022,33,0.12, ,0, ,421,R,2.6,Y,64.0, ,40.9, ,55.8, ,100, ,7, ,17,Y,11.9,Y,5.0, ,120.6, ,54.4, 
245,2/3/2022,34,0.09, ,0, ,405,R,4.4, ,63.8, ,37.5, ,50.8, ,63, ,11, ,35, ,24.0, ,2.8, ,68.3, ,54.1, 
245,2/4/2022,35,0.12, ,0, ,419,R,2.7,Y,68.7, ,40.3, ,57.7, ,49, ,10, ,17,Y,12.7,Y,3.5, ,83.8, ,54.0, 
245,2/5/2022,36,0.12, ,0, ,426,R,2.8, ,73.9, ,43.4, ,59.7, ,44, ,8, ,16, ,13.9, ,3.7, ,89.6, ,54.5, 
245,2/6/2022,37,0.13, ,0, ,426,R,3.9, ,80.2, ,41.4, ,62.8, ,43, ,9, ,20, ,21.2, ,3.5, ,84.4, ,54.7, 
245,2/7/2022,38,0.13, ,0, ,430,R,3.6, ,79.7, ,47.6, ,63.8, ,40, ,8, ,18, ,19.1, ,2.9, ,69.3, ,55.5, 
245,2/8/2022,39,0.15,R,0, ,417,R,3.8, ,81.8, ,44.5, ,66.8,Y,44,H,9,H,17,Y,20.6,Y,3.8, ,92.3, ,55.8, 
245,2/9/2022,40,0.16,R,0, ,446,R,2.8,Y,85.7,Y,57.4,Y,75.2,R,25,H,5,H,--,R,--,I,5.1, ,121.9, ,56.7, 
245,2/10/2022,41,0.17,R,0.00, ,436,R,5.0, ,84.2,Y,53.5, ,73.1,R,48,H,11,H,--,R,--,I,5.5, ,131.3, ,57.9, 
245,2/11/2022,42,0.14, ,0, ,435,R,6.9, ,83.6, ,51.0, ,65.8, ,54, ,16, ,32, ,34.9, ,3.2, ,76.8, ,58.2, 
245,2/12/2022,43,0.15,R,0, ,450,R,4.9, ,87.3,Y,50.6, ,67.9,Y,48, ,7, ,21,Y,26.7,Y,3.4, ,82.2, ,58.3, 
245,2/13/2022,44,0.13,R,0, ,459,R,4.9, ,84.5,Y,50.9, ,65.6, ,42, ,9, ,23, ,26.7, ,2.2, ,53.9, ,58.4, 
245,2/14/2022,45,0.12, ,0, ,461,R,7.4, ,77.4, ,46.1, ,59.6, ,100, ,18, ,43, ,36.8, ,2.0, ,47.0, ,58.0, 
245,2/15/2022,46,0.03, ,0.27, ,156, ,11.5, ,56.9, ,38.1, ,50.0, ,100, ,64, ,93, ,48.2, ,2.9, ,68.9, ,57.9, 
245,2/16/2022,47,0.10, ,0.00,H,441,R,9.1, ,60.2, ,36.2, ,47.7, ,100, ,53, ,81, ,42.1, ,2.4, ,56.5, ,55.9, 
245,2/17/2022,48,0.12, ,0, ,477,R,5.4, ,71.4, ,40.9, ,55.4, ,100, ,11, ,36, ,29.2, ,2.4, ,58.7, ,56.2, 
245,2/18/2022,49,0.12, ,0, ,473,R,5.8, ,71.1, ,38.7, ,54.2, ,75, ,17, ,40, ,30.6, ,2.5, ,59.6, ,56.1, 
245,2/19/2022,50,0.12,R,0, ,471,R,7.3, ,75.1, ,41.5, ,56.8, ,98, ,18, ,46, ,36.3, ,1.9, ,44.6, ,56.5, 
245,2/20/2022,51,0.11, ,0, ,469,R,11.0, ,66.3, ,40.3, ,53.0, ,100, ,43, ,80, ,47.0, ,2.2, ,52.2, ,57.0, 
245,2/21/2022,52,0.04, ,0.00, ,186, ,11.1, ,57.7, ,47.6, ,52.3, ,99, ,66, ,83, ,47.4, ,1.6, ,37.6, ,57.4, 
245,2/22/2022,53,0.06, ,0.16, ,258, ,10.4, ,57.4, ,44.0, ,49.6, ,99, ,56, ,86, ,45.7, ,3.4, ,80.5, ,56.9, 
245,2/23/2022,54,0.08, ,0.21, ,330, ,7.5, ,54.6, ,33.9,Y,44.1,Y,100, ,43, ,76,Y,37.0,Y,2.9, ,69.7, ,56.0, 
245,2/24/2022,55,0.11, ,0.00,H,502,R,4.1,Y,60.0, ,33.2,Y,46.3, ,91, ,14, ,38,Y,22.1,Y,2.5, ,59.2, ,54.9, 
245,2/25/2022,56,0.11, ,0, ,492,R,5.3, ,62.6, ,33.2,Y,46.9, ,74, ,24, ,49, ,28.6, ,2.2, ,52.5, ,54.7, 
245,2/26/2022,57,0.13, ,0, ,484,R,4.0, ,70.5, ,36.2, ,53.5, ,73, ,10, ,29, ,21.7, ,2.7, ,64.2, ,55.0, 
245,2/27/2022,58,0.14, ,0, ,479,R,4.1, ,76.0, ,37.8, ,55.6, ,51, ,10, ,27, ,22.1, ,2.6, ,63.5, ,55.2, 
245,2/28/2022,59,0.16, ,0, ,521,R,4.5, ,83.4,Y,43.6, ,62.0, ,51, ,8, ,24, ,24.4, ,2.9, ,69.2, ,56.1, 
