205,2/1/2022,32,0.10, ,0, ,377,R,5.5, ,60.7, ,30.8, ,45.5, ,87, ,28, ,53, ,29.6, ,5.4, ,129.2, ,52.5, 
205,2/2/2022,33,0.12, ,0, ,389,R,3.7, ,59.8, ,27.1, ,45.5, ,59, ,17, ,36, ,20.1, ,7.0, ,166.9, ,51.6, 
205,2/3/2022,34,0.10, ,0, ,365,R,4.8, ,60.7, ,31.5, ,45.3, ,59, ,28, ,46, ,26.0, ,4.8, ,115.4, ,51.2, 
205,2/4/2022,35,0.11, ,0, ,385,R,5.3, ,66.7, ,33.2, ,50.8, ,66, ,23, ,42, ,28.5, ,4.9, ,116.9, ,51.7, 
205,2/5/2022,36,0.09, ,0, ,358, ,6.0, ,64.2, ,39.1, ,50.4, ,65, ,34, ,48, ,31.6, ,4.4, ,105.7, ,52.4, 
205,2/6/2022,37,0.10, ,0, ,396,R,6.1, ,68.1, ,33.7, ,51.9, ,64, ,27, ,46, ,31.8, ,4.8, ,115.6, ,52.9, 
205,2/7/2022,38,0.11, ,0, ,400,R,6.4, ,68.4, ,38.6, ,53.3, ,58, ,34, ,46, ,33.2, ,5.0, ,120.0, ,53.5, 
205,2/8/2022,39,0.11, ,0, ,394,R,6.7, ,70.8, ,35.0, ,55.1, ,69, ,31, ,45, ,34.3, ,4.8, ,114.0, ,54.0, 
205,2/9/2022,40,0.11, ,0, ,404,R,6.7, ,73.9, ,37.6, ,56.4, ,62, ,26, ,43, ,34.2, ,4.5, ,107.5, ,54.8, 
205,2/10/2022,41,0.12, ,0, ,409,R,6.8, ,77.4, ,45.1, ,59.2, ,58, ,23, ,40, ,34.6, ,4.5, ,108.5, ,55.6, 
205,2/11/2022,42,0.13, ,0, ,404,R,7.3, ,76.1, ,47.3, ,60.9, ,53, ,28, ,40, ,36.6, ,4.7, ,113.6, ,56.4, 
205,2/12/2022,43,0.13, ,0, ,406,R,7.7, ,82.5,Y,46.4, ,62.9, ,55, ,24, ,39, ,37.8, ,4.3, ,103.1, ,57.3, 
205,2/13/2022,44,0.14, ,0, ,410,R,7.5, ,79.3, ,46.3, ,64.1,Y,49, ,28, ,37,Y,37.1,Y,4.7, ,111.7, ,58.1, 
205,2/14/2022,45,0.15, ,0, ,390, ,7.6, ,81.7,Y,45.3, ,63.5,Y,52, ,19, ,38,Y,37.5,Y,5.6, ,134.3, ,58.7,Y
205,2/15/2022,46,0.10, ,0, ,280, ,5.4, ,57.7, ,41.0, ,50.2, ,60, ,30, ,43, ,28.7, ,7.3, ,174.4, ,58.3, 
205,2/16/2022,47,0.13, ,0, ,437,R,4.9, ,68.3, ,31.4, ,49.6, ,63, ,21, ,40, ,26.6, ,5.1, ,122.9, ,56.3, 
205,2/17/2022,48,0.13, ,0, ,438,R,5.8, ,70.6, ,36.1, ,53.2, ,66, ,24, ,42, ,30.6, ,4.6, ,109.6, ,56.5, 
205,2/18/2022,49,0.13, ,0, ,409, ,6.1, ,69.2, ,42.1, ,54.6, ,56, ,28, ,42, ,31.9, ,5.3, ,126.2, ,56.9, 
205,2/19/2022,50,0.14, ,0, ,428,R,6.0, ,73.0, ,42.4, ,56.6, ,51, ,24, ,39, ,31.7, ,5.1, ,122.7, ,57.3, 
205,2/20/2022,51,0.14, ,0, ,375, ,5.5, ,73.2, ,42.9, ,59.2, ,42, ,21, ,32, ,29.2, ,5.0, ,118.8, ,57.7, 
205,2/21/2022,52,0.14, ,0, ,451,R,5.0, ,60.3, ,36.6, ,50.2, ,77, ,25, ,41, ,27.2, ,6.4, ,153.8, ,57.8, 
205,2/22/2022,53,0.12, ,0.00, ,407, ,5.6, ,55.5, ,32.4, ,45.2, ,78, ,32, ,55, ,30.0, ,7.5, ,180.9, ,56.7, 
205,2/23/2022,54,0.12, ,0, ,428, ,3.9, ,54.8, ,30.5, ,42.1, ,80, ,22, ,42, ,20.9, ,6.7, ,159.8, ,55.2, 
205,2/24/2022,55,0.13, ,0, ,481,R,2.9, ,58.7, ,23.2,Y,43.1, ,58, ,16, ,30, ,13.9, ,5.1, ,121.8, ,54.4, 
205,2/25/2022,56,0.13, ,0, ,479,R,3.3, ,59.8, ,32.5, ,46.0, ,43, ,21, ,31, ,17.4, ,5.3, ,127.7, ,54.6, 
205,2/26/2022,57,0.10, ,0, ,357, ,4.0, ,63.3, ,35.9, ,49.0, ,43, ,23, ,34, ,21.7, ,4.7, ,113.9, ,54.7, 
205,2/27/2022,58,0.13, ,0, ,425, ,4.8, ,68.8, ,39.0, ,54.1, ,45, ,23, ,34, ,26.1, ,4.1, ,98.6, ,55.3, 
205,2/28/2022,59,0.16, ,0, ,487,R,6.2, ,74.7, ,42.7, ,57.9, ,54, ,25, ,38, ,32.4, ,5.6, ,133.4, ,56.4, 
