256,2/1/2022,32,0.12, ,0, ,375, ,4.0, ,60.9, ,24.6, ,47.3, ,63, ,16, ,36, ,21.6, ,6.9, ,164.8, ,43.4, 
256,2/2/2022,33,0.11, ,0, ,401,R,2.4, ,52.6, ,16.6,Y,34.5, ,82, ,14, ,35, ,10.0, ,7.4, ,178.7, ,42.6, 
256,2/3/2022,34,0.09, ,0, ,388,R,2.4, ,55.0, ,15.6,Y,35.1, ,62, ,18, ,34, ,10.0, ,4.3, ,102.0, ,41.3, 
256,2/4/2022,35,0.12, ,0, ,404,R,2.8, ,57.5, ,22.0, ,38.5, ,60, ,20, ,35, ,13.5, ,6.6, ,159.3, ,41.5, 
256,2/5/2022,36,0.10, ,0, ,411,R,2.7, ,62.3, ,13.9,Y,36.5, ,75, ,14, ,36, ,12.4, ,4.4, ,106.3, ,41.3, 
256,2/6/2022,37,0.11, ,0, ,412,R,2.7, ,67.6, ,17.7, ,42.7, ,69, ,11, ,29, ,12.5, ,5.0, ,119.4, ,41.8, 
256,2/7/2022,38,0.12, ,0, ,414,R,2.8, ,67.5, ,23.1, ,45.3, ,54, ,11, ,27, ,13.2, ,5.3, ,126.5, ,43.1, 
256,2/8/2022,39,0.11, ,0.01,H,414,R,3.2, ,71.5, ,21.2, ,44.8, ,65, ,14, ,32, ,16.5, ,4.3, ,102.4, ,43.6, 
256,2/9/2022,40,0.12, ,0, ,424,R,3.3, ,73.8, ,23.9, ,47.0, ,71, ,11, ,30, ,17.0, ,4.5, ,107.2, ,44.5, 
256,2/10/2022,41,0.15, ,0, ,424,R,4.6, ,75.6, ,34.1, ,53.4, ,56, ,16, ,33, ,25.2, ,6.2, ,148.6, ,45.9, 
256,2/11/2022,42,0.12, ,0, ,428,R,4.6, ,76.3, ,28.7, ,50.6, ,71, ,17, ,37, ,25.0, ,4.3, ,103.5, ,47.0, 
256,2/12/2022,43,0.13, ,0, ,439,R,3.6, ,75.2, ,26.6, ,48.5, ,74, ,9, ,31, ,19.2, ,4.4, ,105.0, ,47.4, 
256,2/13/2022,44,0.11, ,0, ,441,R,3.4, ,74.0, ,25.1, ,47.0, ,57, ,11, ,31, ,17.7, ,3.5, ,83.4, ,47.3, 
256,2/14/2022,45,0.14, ,0, ,424,R,4.6, ,75.0, ,26.3, ,49.7, ,70, ,16, ,38, ,25.1, ,5.6, ,133.6, ,47.5, 
256,2/15/2022,46,0.07, ,0.04, ,171, ,6.9, ,52.6, ,38.2, ,44.3, ,83, ,52, ,69, ,34.9, ,12.0, ,288.2, ,47.4, 
256,2/16/2022,47,0.14, ,0, ,448,R,5.3, ,63.0, ,31.0, ,45.2, ,85, ,26, ,52, ,28.7, ,7.9, ,188.7, ,45.8, 
256,2/17/2022,48,0.13, ,0, ,464,R,3.8, ,60.3, ,26.4, ,45.0, ,75, ,19, ,37, ,20.5, ,6.9, ,165.8, ,45.8, 
256,2/18/2022,49,0.13, ,0, ,463,R,3.7, ,65.0, ,20.9, ,41.8, ,78, ,19, ,41, ,19.8, ,4.8, ,115.5, ,45.2, 
256,2/19/2022,50,0.13, ,0, ,449,R,3.9, ,68.9, ,22.5, ,45.2, ,76, ,17, ,38, ,21.4, ,3.9, ,92.6, ,45.6, 
256,2/20/2022,51,0.17, ,0, ,434, ,5.0, ,71.5, ,25.9, ,49.5, ,73, ,17, ,42, ,27.2, ,8.1, ,195.4, ,46.8, 
256,2/21/2022,52,0.17, ,0, ,465,R,6.6, ,57.8, ,40.6, ,48.1, ,81, ,31, ,58, ,34.1, ,16.1,Y,385.6,Y,47.8, 
256,2/22/2022,53,0.13, ,0.19, ,357, ,6.1, ,54.3, ,33.5, ,43.0, ,90, ,43, ,65, ,32.0, ,15.4,Y,370.1,Y,46.9, 
256,2/23/2022,54,0.09, ,0, ,401, ,4.7, ,45.0, ,21.2, ,34.7,Y,89, ,44, ,69,Y,25.6,Y,8.1, ,194.5, ,44.7, 
256,2/24/2022,55,0.10, ,0, ,497,R,3.4, ,50.7, ,16.4,Y,33.0,Y,86, ,20, ,53,Y,17.6,Y,3.7, ,88.9, ,43.1, 
256,2/25/2022,56,0.11, ,0, ,497,R,3.2, ,55.1, ,17.8,Y,36.1, ,84, ,18, ,44, ,16.4, ,4.4, ,106.3, ,43.5, 
256,2/26/2022,57,0.14, ,0, ,481,R,2.7, ,59.3, ,16.8,Y,37.7, ,79, ,13, ,35, ,12.5, ,5.2, ,125.8, ,43.4, 
256,2/27/2022,58,0.12, ,0, ,457, ,2.4, ,63.2, ,17.3,Y,39.8, ,71, ,11, ,29, ,10.3, ,4.3, ,102.4, ,43.4, 
256,2/28/2022,59,0.14, ,0, ,512,R,3.4, ,73.0, ,21.3, ,45.8, ,69, ,13, ,32, ,17.8, ,4.5, ,108.2, ,44.4, 
